"State","District","Crop","Season","Yield-2022-23","Yield-2023-24","Yield-2024-25"
"Odisha","Angul","Urad","Rabi","410.00","",""
"Odisha","Angul","Urad","Summer","411.00","409.00",""
"Odisha","Angul","Urad","Total","412.00","419.00",""
"Odisha","Angul","Moong","Kharif","377.00","397.00",""
"Odisha","Angul","Moong","Rabi","376.00","",""
"Odisha","Angul","Moong","Summer","383.00","377.00","401.00"
"Odisha","Angul","Moong","Total","377.00","395.00","401.00"
"Odisha","Angul","Other Pulses","Kharif","","449.00",""
"Odisha","Angul","Other Pulses","Rabi","429.00","",""
"Odisha","Angul","Other Pulses","Total","429.00","449.00",""
"Odisha","Angul","Total Pulses","Total","403.00","417.00","401.00"
"Odisha","Angul","Total Food Grains","Kharif","939.00","2192.00","2954.00"
"Odisha","Angul","Total Food Grains","Rabi","3299.00","",""
"Odisha","Angul","Total Food Grains","Summer","2763.00","238.00","2197.00"
"Odisha","Angul","Total Food Grains","Total","3223.00","2165.00","2920.00"
"Odisha","Balangir","Rice","Kharif","1431.00","1815.00","2179.00"
"Odisha","Balangir","Rice","Rabi","2327.00","",""
"Odisha","Balangir","Rice","Summer","3349.00","","2618.00"
"Odisha","Balangir","Rice","Total","2151.00","1756.00","2203.00"
"Odisha","Balangir","Maize","Kharif","3642.00","3722.00","3178.00"
"Odisha","Balangir","Maize","Rabi","3802.00","",""
"Odisha","Balangir","Maize","Summer","3350.00","2909.00",""
"Odisha","Balangir","Maize","Total","3643.00","3715.00","3178.00"
"Odisha","Balangir","Ragi","Kharif","288.00","410.00","562.00"
"Odisha","Balangir","Ragi","Total","288.00","410.00","562.00"
"Odisha","Balangir","Shree Anna /Nutri Cereals","Kharif","288.00","410.00","562.00"
"Odisha","Balangir","Shree Anna /Nutri Cereals","Total","288.00","410.00","562.00"
"Odisha","Balangir","Nutri/Coarse Cereals","Kharif","3162.00","1748.00","2677.00"
"Odisha","Balangir","Nutri/Coarse Cereals","Rabi","3802.00","",""
"Odisha","Balangir","Nutri/Coarse Cereals","Summer","3350.00","2909.00",""
"Odisha","Balangir","Nutri/Coarse Cereals","Total","3171.00","1752.00","2677.00"
"Odisha","Balangir","Cereals","Kharif","1542.00","1814.00","2182.00"
"Odisha","Balangir","Cereals","Rabi","2327.00","",""
"Odisha","Balangir","Cereals","Summer","3349.00","8.00","2618.00"
"Odisha","Balangir","Cereals","Total","2169.00","1756.00","2206.00"
"Odisha","Balangir","Urad","Kharif","322.00","384.00",""
"Odisha","Balangir","Urad","Rabi","338.00","",""
"Odisha","Balangir","Urad","Summer","443.00","339.00",""
"Odisha","Balangir","Urad","Total","343.00","377.00",""
"Odisha","Balangir","Moong","Kharif","334.00","377.00",""
"Odisha","Balangir","Moong","Rabi","368.00","",""
"Odisha","Balangir","Moong","Summer","413.00","354.00","362.00"
"Odisha","Balangir","Moong","Total","367.00","368.00","362.00"
"Odisha","Balangir","Other Pulses","Kharif","","377.00",""
"Odisha","Balangir","Other Pulses","Rabi","382.00","",""
"Odisha","Balangir","Other Pulses","Total","382.00","377.00",""
"Odisha","Balangir","Total Pulses","Total","364.00","371.00","362.00"
"Odisha","Balangir","Total Food Grains","Kharif","1312.00","1656.00","2182.00"
"Odisha","Balangir","Total Food Grains","Rabi","2126.00","",""
"Odisha","Balangir","Total Food Grains","Summer","2106.00","216.00","1432.00"
"Odisha","Balangir","Total Food Grains","Total","1899.00","1556.00","2101.00"
"Odisha","Balasore","Rice","Kharif","","1971.00","2100.00"
"Odisha","Balasore","Rice","Rabi","2958.00","",""
"Odisha","Balasore","Rice","Summer","3702.00","","3213.00"
"Odisha","Balasore","Rice","Total","3117.00","1539.00","2402.00"
"Odisha","Balasore","Maize","Summer","3160.00","2501.00","3356.00"
"Odisha","Balasore","Maize","Total","3160.00","2501.00","3356.00"
"Odisha","Balasore","Ragi","Kharif","","645.00","437.00"
"Odisha","Balasore","Ragi","Total","","645.00","437.00"
"Odisha","Balasore","Shree Anna /Nutri Cereals","Kharif","","645.00","437.00"
"Odisha","Balasore","Shree Anna /Nutri Cereals","Total","","645.00","437.00"
"Odisha","Balasore","Nutri/Coarse Cereals","Kharif","","645.00","437.00"
"Odisha","Balasore","Nutri/Coarse Cereals","Summer","3160.00","2501.00","3356.00"
"Odisha","Balasore","Nutri/Coarse Cereals","Total","3160.00","681.00","510.00"
"Odisha","Balasore","Cereals","Kharif","","1970.00","2099.00"
"Odisha","Balasore","Cereals","Rabi","2958.00","",""
"Odisha","Balasore","Cereals","Summer","3702.00","0.00","3213.00"
"Odisha","Balasore","Cereals","Total","3117.00","1538.00","2402.00"
"Odisha","Balasore","Urad","Summer","391.00","340.00",""
"Odisha","Balasore","Urad","Total","391.00","340.00",""
"Odisha","Balasore","Moong","Summer","475.00","365.00","391.00"
"Odisha","Balasore","Moong","Total","475.00","365.00","391.00"
"Odisha","Balasore","Total Pulses","Total","447.00","356.00","391.00"
"Odisha","Balasore","Total Food Grains","Kharif","","1970.00","2099.00"
"Odisha","Balasore","Total Food Grains","Rabi","2958.00","",""
"Odisha","Balasore","Total Food Grains","Summer","3607.00","25.00","3111.00"
"Odisha","Balasore","Total Food Grains","Total","3100.00","1519.00","2381.00"
"Odisha","Bargarh","Rice","Kharif","3026.00","2314.00","3139.00"
"Odisha","Bargarh","Rice","Rabi","4169.00","",""
"Odisha","Bargarh","Rice","Summer","4017.00","","3641.00"
"Odisha","Bargarh","Rice","Total","4023.00","1663.00","3299.00"
"Odisha","Bargarh","Wheat","Summer","1596.00","",""
"Odisha","Bargarh","Wheat","Total","1596.00","",""
"Odisha","Bargarh","Maize","Kharif","1810.00","2304.00","2339.00"
"Odisha","Bargarh","Maize","Rabi","2460.00","",""
"Odisha","Bargarh","Maize","Summer","2000.00","1460.00","1550.00"
"Odisha","Bargarh","Maize","Total","1906.00","2134.00","2105.00"
"Odisha","Bargarh","Ragi","Kharif","254.00","411.00","879.00"
"Odisha","Bargarh","Ragi","Rabi","215.00","",""
"Odisha","Bargarh","Ragi","Summer","373.00","",""
"Odisha","Bargarh","Ragi","Total","236.00","411.00","879.00"
"Odisha","Bargarh","Shree Anna /Nutri Cereals","Kharif","254.00","411.00","879.00"
"Odisha","Bargarh","Shree Anna /Nutri Cereals","Rabi","215.00","",""
"Odisha","Bargarh","Shree Anna /Nutri Cereals","Summer","373.00","",""
"Odisha","Bargarh","Shree Anna /Nutri Cereals","Total","236.00","411.00","879.00"
"Odisha","Bargarh","Nutri/Coarse Cereals","Kharif","1569.00","494.00","971.00"
"Odisha","Bargarh","Nutri/Coarse Cereals","Rabi","269.00","",""
"Odisha","Bargarh","Nutri/Coarse Cereals","Summer","681.00","1460.00","1550.00"
"Odisha","Bargarh","Nutri/Coarse Cereals","Total","514.00","505.00","986.00"
"Odisha","Bargarh","Cereals","Kharif","3022.00","2287.00","3134.00"
"Odisha","Bargarh","Cereals","Rabi","4161.00","",""
"Odisha","Bargarh","Cereals","Summer","4012.00","1.00","3641.00"
"Odisha","Bargarh","Cereals","Total","4016.00","1650.00","3295.00"
"Odisha","Bargarh","Urad","Kharif","342.00","325.00",""
"Odisha","Bargarh","Urad","Rabi","525.00","",""
"Odisha","Bargarh","Urad","Summer","347.00","439.00",""
"Odisha","Bargarh","Urad","Total","342.00","349.00",""
"Odisha","Bargarh","Moong","Kharif","318.00","324.00",""
"Odisha","Bargarh","Moong","Rabi","421.00","",""
"Odisha","Bargarh","Moong","Summer","346.00","415.00","372.00"
"Odisha","Bargarh","Moong","Total","328.00","364.00","372.00"
"Odisha","Bargarh","Other Pulses","Kharif","","413.00",""
"Odisha","Bargarh","Other Pulses","Rabi","355.00","",""
"Odisha","Bargarh","Other Pulses","Total","355.00","413.00",""
"Odisha","Bargarh","Total Pulses","Total","333.00","364.00","372.00"
"Odisha","Bargarh","Total Food Grains","Kharif","2547.00","2236.00","3134.00"
"Odisha","Bargarh","Total Food Grains","Rabi","4152.00","",""
"Odisha","Bargarh","Total Food Grains","Summer","3948.00","18.00","3509.00"
"Odisha","Bargarh","Total Food Grains","Total","3924.00","1611.00","3257.00"
"Odisha","Bhadrak","Rice","Kharif","","1856.00","1941.00"
"Odisha","Bhadrak","Rice","Rabi","2868.00","",""
"Odisha","Bhadrak","Rice","Summer","2732.00","","2713.00"
"Odisha","Bhadrak","Rice","Total","2867.00","1831.00","1955.00"
"Odisha","Bhadrak","Wheat","Summer","900.00","",""
"Odisha","Bhadrak","Wheat","Total","900.00","",""
"Odisha","Bhadrak","Maize","Summer","3100.00","","1933.00"
"Odisha","Bhadrak","Maize","Total","3100.00","","1933.00"
"Odisha","Bhadrak","Ragi","Kharif","","266.00",""
"Odisha","Bhadrak","Ragi","Total","","266.00",""
"Odisha","Bhadrak","Shree Anna /Nutri Cereals","Kharif","","266.00",""
"Odisha","Bhadrak","Shree Anna /Nutri Cereals","Total","","266.00",""
"Odisha","Bhadrak","Nutri/Coarse Cereals","Kharif","","266.00",""
"Odisha","Bhadrak","Nutri/Coarse Cereals","Summer","3100.00","","1933.00"
"Odisha","Bhadrak","Nutri/Coarse Cereals","Total","3100.00","266.00","1933.00"
"Odisha","Bhadrak","Cereals","Kharif","","1856.00","1941.00"
"Odisha","Bhadrak","Cereals","Rabi","2868.00","",""
"Odisha","Bhadrak","Cereals","Summer","2730.00","","2712.00"
"Odisha","Bhadrak","Cereals","Total","2867.00","1831.00","1955.00"
"Odisha","Bhadrak","Urad","Kharif","","460.00",""
"Odisha","Bhadrak","Urad","Rabi","492.00","",""
"Odisha","Bhadrak","Urad","Summer","415.00","348.00",""
"Odisha","Bhadrak","Urad","Total","445.00","370.00",""
"Odisha","Bhadrak","Moong","Rabi","500.00","",""
"Odisha","Bhadrak","Moong","Summer","439.00","348.00","420.00"
"Odisha","Bhadrak","Moong","Total","439.00","348.00","420.00"
"Odisha","Bhadrak","Total Pulses","Total","440.00","356.00","420.00"
"Odisha","Bhadrak","Total Food Grains","Kharif","","1855.00","1941.00"
"Odisha","Bhadrak","Total Food Grains","Rabi","2867.00","",""
"Odisha","Bhadrak","Total Food Grains","Summer","1406.00","163.00","1670.00"
"Odisha","Bhadrak","Total Food Grains","Total","2833.00","1813.00","1931.00"
"Odisha","Boudh","Rice","Kharif","2389.00","2312.00","2699.00"
"Odisha","Boudh","Rice","Rabi","3411.00","",""
"Odisha","Boudh","Rice","Summer","2794.00","","2877.00"
"Odisha","Boudh","Rice","Total","3341.00","2192.00","2713.00"
"Odisha","Boudh","Maize","Kharif","828.00","956.00","1206.00"
"Odisha","Boudh","Maize","Summer","","","1225.00"
"Odisha","Boudh","Maize","Total","828.00","956.00","1208.00"
"Odisha","Boudh","Ragi","Kharif","","430.00","380.00"
"Odisha","Boudh","Ragi","Summer","300.00","",""
"Odisha","Boudh","Ragi","Total","300.00","430.00","380.00"
"Odisha","Boudh","Shree Anna /Nutri Cereals","Kharif","","430.00","380.00"
"Odisha","Boudh","Shree Anna /Nutri Cereals","Summer","300.00","",""
"Odisha","Boudh","Shree Anna /Nutri Cereals","Total","300.00","430.00","380.00"
"Odisha","Boudh","Nutri/Coarse Cereals","Kharif","828.00","693.00","822.00"
"Odisha","Boudh","Nutri/Coarse Cereals","Summer","300.00","","1225.00"
"Odisha","Boudh","Nutri/Coarse Cereals","Total","817.00","693.00","844.00"
"Odisha","Boudh","Cereals","Kharif","2368.00","2310.00","2697.00"
"Odisha","Boudh","Cereals","Rabi","3411.00","",""
"Odisha","Boudh","Cereals","Summer","2793.00","","2876.00"
"Odisha","Boudh","Cereals","Total","3339.00","2190.00","2711.00"
"Odisha","Boudh","Urad","Kharif","150.00","244.00",""
"Odisha","Boudh","Urad","Rabi","221.00","",""
"Odisha","Boudh","Urad","Summer","279.00","237.00",""
"Odisha","Boudh","Urad","Total","224.00","243.00",""
"Odisha","Boudh","Moong","Kharif","202.00","240.00",""
"Odisha","Boudh","Moong","Rabi","242.00","",""
"Odisha","Boudh","Moong","Summer","290.00","331.00","320.00"
"Odisha","Boudh","Moong","Total","265.00","292.00","320.00"
"Odisha","Boudh","Other Pulses","Kharif","","251.00",""
"Odisha","Boudh","Other Pulses","Rabi","233.00","",""
"Odisha","Boudh","Other Pulses","Total","233.00","251.00",""
"Odisha","Boudh","Total Pulses","Total","255.00","276.00","320.00"
"Odisha","Boudh","Total Food Grains","Kharif","2282.00","2231.00","2697.00"
"Odisha","Boudh","Total Food Grains","Rabi","3345.00","",""
"Odisha","Boudh","Total Food Grains","Summer","2013.00","100.00","1993.00"
"Odisha","Boudh","Total Food Grains","Total","3232.00","2081.00","2614.00"
"Odisha","Cuttack","Rice","Kharif","1977.00","2171.00","2682.00"
"Odisha","Cuttack","Rice","Rabi","2888.00","",""
"Odisha","Cuttack","Rice","Summer","3679.00","","3330.00"
"Odisha","Cuttack","Rice","Total","2894.00","2127.00","2735.00"
"Odisha","Cuttack","Maize","Kharif","","2298.00",""
"Odisha","Cuttack","Maize","Rabi","3763.00","",""
"Odisha","Cuttack","Maize","Summer","3900.00","3726.00","3878.00"
"Odisha","Cuttack","Maize","Total","3790.00","3051.00","3878.00"
"Odisha","Cuttack","Ragi","Kharif","","1060.00",""
"Odisha","Cuttack","Ragi","Total","","1060.00",""
"Odisha","Cuttack","Shree Anna /Nutri Cereals","Kharif","","1060.00",""
"Odisha","Cuttack","Shree Anna /Nutri Cereals","Total","","1060.00",""
"Odisha","Cuttack","Nutri/Coarse Cereals","Kharif","","1310.00",""
"Odisha","Cuttack","Nutri/Coarse Cereals","Rabi","3763.00","",""
"Odisha","Cuttack","Nutri/Coarse Cereals","Summer","3900.00","3726.00","3878.00"
"Odisha","Cuttack","Nutri/Coarse Cereals","Total","3790.00","1755.00","3878.00"
"Odisha","Cuttack","Cereals","Kharif","1977.00","2167.00","2682.00"
"Odisha","Cuttack","Cereals","Rabi","2888.00","",""
"Odisha","Cuttack","Cereals","Summer","3680.00","172.00","3332.00"
"Odisha","Cuttack","Cereals","Total","2894.00","2125.00","2736.00"
"Odisha","Cuttack","Urad","Kharif","","440.00",""
"Odisha","Cuttack","Urad","Rabi","429.00","",""
"Odisha","Cuttack","Urad","Summer","395.00","520.00",""
"Odisha","Cuttack","Urad","Total","416.00","453.00",""
"Odisha","Cuttack","Moong","Kharif","","324.00",""
"Odisha","Cuttack","Moong","Summer","426.00","493.00","470.00"
"Odisha","Cuttack","Moong","Total","426.00","492.00","470.00"
"Odisha","Cuttack","Other Pulses","Kharif","","468.00",""
"Odisha","Cuttack","Other Pulses","Rabi","470.00","",""
"Odisha","Cuttack","Other Pulses","Summer","408.00","",""
"Odisha","Cuttack","Other Pulses","Total","469.00","468.00",""
"Odisha","Cuttack","Total Pulses","Total","425.00","479.00","470.00"
"Odisha","Cuttack","Total Food Grains","Kharif","1977.00","1956.00","2682.00"
"Odisha","Cuttack","Total Food Grains","Rabi","2782.00","",""
"Odisha","Cuttack","Total Food Grains","Summer","662.00","473.00","1366.00"
"Odisha","Cuttack","Total Food Grains","Total","2318.00","1638.00","2391.00"
"Odisha","Deogarh","Rice","Kharif","1708.00","2085.00","2234.00"
"Odisha","Deogarh","Rice","Rabi","2838.00","",""
"Odisha","Deogarh","Rice","Summer","2000.00","","1366.00"
"Odisha","Deogarh","Rice","Total","2588.00","2072.00","2234.00"
"Odisha","Deogarh","Maize","Kharif","2112.00","2118.00","2274.00"
"Odisha","Deogarh","Maize","Summer","1637.00","1994.00","1846.00"
"Odisha","Deogarh","Maize","Total","1971.00","2111.00","2132.00"
"Odisha","Deogarh","Ragi","Kharif","","438.00","422.00"
"Odisha","Deogarh","Ragi","Total","","438.00","422.00"
"Odisha","Deogarh","Shree Anna /Nutri Cereals","Kharif","","438.00","422.00"
"Odisha","Deogarh","Shree Anna /Nutri Cereals","Total","","438.00","422.00"
"Odisha","Deogarh","Nutri/Coarse Cereals","Kharif","2112.00","1579.00","1489.00"
"Odisha","Deogarh","Nutri/Coarse Cereals","Summer","1637.00","1994.00","1846.00"
"Odisha","Deogarh","Nutri/Coarse Cereals","Total","1971.00","1597.00","1569.00"
"Odisha","Deogarh","Cereals","Kharif","1713.00","2083.00","2233.00"
"Odisha","Deogarh","Cereals","Rabi","2838.00","",""
"Odisha","Deogarh","Cereals","Summer","1698.00","59.00","1693.00"
"Odisha","Deogarh","Cereals","Total","2585.00","2070.00","2233.00"
"Odisha","Deogarh","Urad","Kharif","343.00","339.00",""
"Odisha","Deogarh","Urad","Summer","300.00","389.00",""
"Odisha","Deogarh","Urad","Total","340.00","351.00",""
"Odisha","Deogarh","Moong","Kharif","298.00","332.00",""
"Odisha","Deogarh","Moong","Rabi","296.00","",""
"Odisha","Deogarh","Moong","Summer","302.00","338.00","320.00"
"Odisha","Deogarh","Moong","Total","298.00","336.00","320.00"
"Odisha","Deogarh","Other Pulses","Kharif","","420.00",""
"Odisha","Deogarh","Other Pulses","Rabi","353.00","",""
"Odisha","Deogarh","Other Pulses","Total","353.00","420.00",""
"Odisha","Deogarh","Total Pulses","Total","326.00","366.00","320.00"
"Odisha","Deogarh","Total Food Grains","Kharif","1680.00","2056.00","2233.00"
"Odisha","Deogarh","Total Food Grains","Rabi","2819.00","",""
"Odisha","Deogarh","Total Food Grains","Summer","1031.00","225.00","440.00"
"Odisha","Deogarh","Total Food Grains","Total","2557.00","2030.00","2217.00"
"Odisha","Dhenkanal","Rice","Kharif","2120.00","2488.00","3122.00"
"Odisha","Dhenkanal","Rice","Rabi","3392.00","",""
"Odisha","Dhenkanal","Rice","Summer","2840.00","","2182.00"
"Odisha","Dhenkanal","Rice","Total","3386.00","2464.00","3119.00"
"Odisha","Dhenkanal","Wheat","Summer","1200.00","",""
"Odisha","Dhenkanal","Wheat","Total","1200.00","",""
"Odisha","Dhenkanal","Maize","Kharif","2072.00","2913.00","2572.00"
"Odisha","Dhenkanal","Maize","Rabi","2508.00","",""
"Odisha","Dhenkanal","Maize","Summer","2153.00","3223.00","3029.00"
"Odisha","Dhenkanal","Maize","Total","2228.00","3057.00","2838.00"
"Odisha","Dhenkanal","Ragi","Kharif","600.00","710.00","521.00"
"Odisha","Dhenkanal","Ragi","Summer","789.00","",""
"Odisha","Dhenkanal","Ragi","Total","720.00","710.00","521.00"
"Odisha","Dhenkanal","Shree Anna /Nutri Cereals","Kharif","600.00","710.00","521.00"
"Odisha","Dhenkanal","Shree Anna /Nutri Cereals","Summer","789.00","",""
"Odisha","Dhenkanal","Shree Anna /Nutri Cereals","Total","720.00","710.00","521.00"
"Odisha","Dhenkanal","Nutri/Coarse Cereals","Kharif","1841.00","1595.00","2369.00"
"Odisha","Dhenkanal","Nutri/Coarse Cereals","Rabi","2508.00","",""
"Odisha","Dhenkanal","Nutri/Coarse Cereals","Summer","1714.00","3223.00","3029.00"
"Odisha","Dhenkanal","Nutri/Coarse Cereals","Total","1966.00","2014.00","2736.00"
"Odisha","Dhenkanal","Cereals","Kharif","2039.00","2482.00","3121.00"
"Odisha","Dhenkanal","Cereals","Rabi","3391.00","",""
"Odisha","Dhenkanal","Cereals","Summer","2545.00","613.00","2499.00"
"Odisha","Dhenkanal","Cereals","Total","3382.00","2460.00","3118.00"
"Odisha","Dhenkanal","Urad","Kharif","333.00","628.00",""
"Odisha","Dhenkanal","Urad","Rabi","436.00","",""
"Odisha","Dhenkanal","Urad","Summer","349.00","584.00",""
"Odisha","Dhenkanal","Urad","Total","432.00","627.00",""
"Odisha","Dhenkanal","Moong","Kharif","311.00","589.00",""
"Odisha","Dhenkanal","Moong","Rabi","441.00","",""
"Odisha","Dhenkanal","Moong","Summer","402.00","562.00","611.00"
"Odisha","Dhenkanal","Moong","Total","407.00","564.00","611.00"
"Odisha","Dhenkanal","Other Pulses","Kharif","","546.00",""
"Odisha","Dhenkanal","Other Pulses","Rabi","392.00","",""
"Odisha","Dhenkanal","Other Pulses","Total","392.00","546.00",""
"Odisha","Dhenkanal","Total Pulses","Total","417.00","585.00","611.00"
"Odisha","Dhenkanal","Total Food Grains","Kharif","1688.00","2402.00","3121.00"
"Odisha","Dhenkanal","Total Food Grains","Rabi","3273.00","",""
"Odisha","Dhenkanal","Total Food Grains","Summer","792.00","574.00","784.00"
"Odisha","Dhenkanal","Total Food Grains","Total","3216.00","2320.00","2996.00"
"Odisha","Gajapati","Rice","Kharif","","1461.00","1866.00"
"Odisha","Gajapati","Rice","Rabi","2587.00","",""
"Odisha","Gajapati","Rice","Summer","1881.00","","1894.00"
"Odisha","Gajapati","Rice","Total","2574.00","1419.00","1867.00"
"Odisha","Gajapati","Maize","Kharif","2275.00","2495.00","2501.00"
"Odisha","Gajapati","Maize","Summer","1145.00","2111.00","1950.00"
"Odisha","Gajapati","Maize","Total","2274.00","2495.00","2497.00"
"Odisha","Gajapati","Ragi","Kharif","936.00","954.00","543.00"
"Odisha","Gajapati","Ragi","Summer","1155.00","",""
"Odisha","Gajapati","Ragi","Total","944.00","954.00","543.00"
"Odisha","Gajapati","Shree Anna /Nutri Cereals","Kharif","936.00","954.00","543.00"
"Odisha","Gajapati","Shree Anna /Nutri Cereals","Summer","1155.00","",""
"Odisha","Gajapati","Shree Anna /Nutri Cereals","Total","944.00","954.00","543.00"
"Odisha","Gajapati","Nutri/Coarse Cereals","Kharif","2186.00","2382.00","2486.00"
"Odisha","Gajapati","Nutri/Coarse Cereals","Summer","1152.00","2111.00","1950.00"
"Odisha","Gajapati","Nutri/Coarse Cereals","Total","2182.00","2382.00","2482.00"
"Odisha","Gajapati","Cereals","Kharif","2186.00","1701.00","2079.00"
"Odisha","Gajapati","Cereals","Rabi","2587.00","",""
"Odisha","Gajapati","Cereals","Summer","1810.00","34.00","1898.00"
"Odisha","Gajapati","Cereals","Total","2441.00","1664.00","2073.00"
"Odisha","Gajapati","Urad","Kharif","264.00","240.00",""
"Odisha","Gajapati","Urad","Rabi","272.00","",""
"Odisha","Gajapati","Urad","Total","272.00","240.00",""
"Odisha","Gajapati","Moong","Kharif","","243.00",""
"Odisha","Gajapati","Moong","Rabi","283.00","",""
"Odisha","Gajapati","Moong","Summer","","","2.00"
"Odisha","Gajapati","Moong","Total","283.00","243.00","2.00"
"Odisha","Gajapati","Other Pulses","Kharif","","243.00",""
"Odisha","Gajapati","Other Pulses","Rabi","292.00","",""
"Odisha","Gajapati","Other Pulses","Total","292.00","243.00",""
"Odisha","Gajapati","Total Pulses","Total","278.00","241.00","2.00"
"Odisha","Gajapati","Total Food Grains","Kharif","2178.00","1600.00","2079.00"
"Odisha","Gajapati","Total Food Grains","Rabi","2369.00","",""
"Odisha","Gajapati","Total Food Grains","Summer","1810.00","34.00","1856.00"
"Odisha","Gajapati","Total Food Grains","Total","2301.00","1568.00","2071.00"
"Odisha","Ganjam","Rice","Kharif","","1793.00","2313.00"
"Odisha","Ganjam","Rice","Rabi","3059.00","",""
"Odisha","Ganjam","Rice","Summer","3000.00","","2834.00"
"Odisha","Ganjam","Rice","Total","3059.00","1793.00","2314.00"
"Odisha","Ganjam","Maize","Kharif","1942.00","2709.00","2935.00"
"Odisha","Ganjam","Maize","Summer","2030.00","2258.00","2219.00"
"Odisha","Ganjam","Maize","Total","1949.00","2702.00","2910.00"
"Odisha","Ganjam","Ragi","Kharif","997.00","1022.00",""
"Odisha","Ganjam","Ragi","Rabi","1099.00","",""
"Odisha","Ganjam","Ragi","Summer","1034.00","",""
"Odisha","Ganjam","Ragi","Total","1010.00","1022.00",""
"Odisha","Ganjam","Shree Anna /Nutri Cereals","Kharif","997.00","1022.00",""
"Odisha","Ganjam","Shree Anna /Nutri Cereals","Rabi","1099.00","",""
"Odisha","Ganjam","Shree Anna /Nutri Cereals","Summer","1034.00","",""
"Odisha","Ganjam","Shree Anna /Nutri Cereals","Total","1010.00","1022.00",""
"Odisha","Ganjam","Nutri/Coarse Cereals","Kharif","1393.00","1692.00","2935.00"
"Odisha","Ganjam","Nutri/Coarse Cereals","Rabi","1099.00","",""
"Odisha","Ganjam","Nutri/Coarse Cereals","Summer","1399.00","2258.00","2219.00"
"Odisha","Ganjam","Nutri/Coarse Cereals","Total","1377.00","1696.00","2910.00"
"Odisha","Ganjam","Cereals","Kharif","1393.00","1792.00","2319.00"
"Odisha","Ganjam","Cereals","Rabi","3058.00","",""
"Odisha","Ganjam","Cereals","Summer","2104.00","1026.00","2749.00"
"Odisha","Ganjam","Cereals","Total","3045.00","1792.00","2320.00"
"Odisha","Ganjam","Urad","Kharif","188.00","244.00",""
"Odisha","Ganjam","Urad","Rabi","230.00","",""
"Odisha","Ganjam","Urad","Summer","266.00","",""
"Odisha","Ganjam","Urad","Total","230.00","244.00",""
"Odisha","Ganjam","Moong","Kharif","207.00","256.00",""
"Odisha","Ganjam","Moong","Rabi","242.00","",""
"Odisha","Ganjam","Moong","Summer","265.00","",""
"Odisha","Ganjam","Moong","Total","242.00","256.00",""
"Odisha","Ganjam","Other Pulses","Kharif","","271.00",""
"Odisha","Ganjam","Other Pulses","Rabi","251.00","",""
"Odisha","Ganjam","Other Pulses","Total","251.00","271.00",""
"Odisha","Ganjam","Total Pulses","Total","240.00","254.00",""
"Odisha","Ganjam","Total Food Grains","Kharif","1272.00","1472.00","2319.00"
"Odisha","Ganjam","Total Food Grains","Rabi","2502.00","",""
"Odisha","Ganjam","Total Food Grains","Summer","930.00","1026.00","2749.00"
"Odisha","Ganjam","Total Food Grains","Total","2489.00","1472.00","2320.00"
"Odisha","Jagatsinghapur","Rice","Kharif","1087.00","2082.00","2280.00"
"Odisha","Jagatsinghapur","Rice","Rabi","2849.00","",""
"Odisha","Jagatsinghapur","Rice","Summer","3422.00","","3010.00"
"Odisha","Jagatsinghapur","Rice","Total","2849.00","2053.00","2291.00"
"Odisha","Jagatsinghapur","Maize","Kharif","","1860.00",""
"Odisha","Jagatsinghapur","Maize","Summer","","","2300.00"
"Odisha","Jagatsinghapur","Maize","Total","","1860.00","2300.00"
"Odisha","Jagatsinghapur","Ragi","Kharif","","561.00",""
"Odisha","Jagatsinghapur","Ragi","Total","","561.00",""
"Odisha","Jagatsinghapur","Shree Anna /Nutri Cereals","Kharif","","561.00",""
"Odisha","Jagatsinghapur","Shree Anna /Nutri Cereals","Total","","561.00",""
"Odisha","Jagatsinghapur","Nutri/Coarse Cereals","Kharif","","1402.00",""
"Odisha","Jagatsinghapur","Nutri/Coarse Cereals","Summer","","","2300.00"
"Odisha","Jagatsinghapur","Nutri/Coarse Cereals","Total","","1402.00","2300.00"
"Odisha","Jagatsinghapur","Cereals","Kharif","1087.00","2081.00","2280.00"
"Odisha","Jagatsinghapur","Cereals","Rabi","2849.00","",""
"Odisha","Jagatsinghapur","Cereals","Summer","3422.00","","3009.00"
"Odisha","Jagatsinghapur","Cereals","Total","2849.00","2053.00","2291.00"
"Odisha","Jagatsinghapur","Urad","Kharif","","434.00",""
"Odisha","Jagatsinghapur","Urad","Rabi","380.00","",""
"Odisha","Jagatsinghapur","Urad","Summer","314.00","444.00",""
"Odisha","Jagatsinghapur","Urad","Total","335.00","441.00",""
"Odisha","Jagatsinghapur","Moong","Summer","347.00","437.00","510.00"
"Odisha","Jagatsinghapur","Moong","Total","347.00","437.00","510.00"
"Odisha","Jagatsinghapur","Other Pulses","Kharif","","444.00",""
"Odisha","Jagatsinghapur","Other Pulses","Rabi","375.00","",""
"Odisha","Jagatsinghapur","Other Pulses","Summer","400.00","",""
"Odisha","Jagatsinghapur","Other Pulses","Total","375.00","444.00",""
"Odisha","Jagatsinghapur","Total Pulses","Total","347.00","437.00","510.00"
"Odisha","Jagatsinghapur","Total Food Grains","Kharif","1087.00","2066.00","2280.00"
"Odisha","Jagatsinghapur","Total Food Grains","Rabi","2822.00","",""
"Odisha","Jagatsinghapur","Total Food Grains","Summer","399.00","425.00","597.00"
"Odisha","Jagatsinghapur","Total Food Grains","Total","2036.00","1527.00","1745.00"
