"State","District","Crop","Season","Yield-2022-23","Yield-2023-24","Yield-2024-25"
"Assam","Jorhat","Total Food Grains","Kharif","1264.00","2853.00","1872.00"
"Assam","Jorhat","Total Food Grains","Rabi","2880.00","817.00","1287.00"
"Assam","Jorhat","Total Food Grains","Summer","3039.00","1863.00","1632.00"
"Assam","Jorhat","Total Food Grains","Total","2870.00","2806.00","1857.00"
"Assam","Kamrup","Rice","Kharif","1343.00","2538.00","2565.00"
"Assam","Kamrup","Rice","Rabi","2849.00","",""
"Assam","Kamrup","Rice","Summer","3340.00","3140.00","3076.00"
"Assam","Kamrup","Rice","Total","2959.00","2693.00","2700.00"
"Assam","Kamrup","Wheat","Rabi","1131.00","1240.00","1325.00"
"Assam","Kamrup","Wheat","Total","1131.00","1240.00","1325.00"
"Assam","Kamrup","Maize","Kharif","3525.00","2030.00","3446.00"
"Assam","Kamrup","Maize","Rabi","3525.00","2030.00","6974.00"
"Assam","Kamrup","Maize","Total","3525.00","2030.00","6786.00"
"Assam","Kamrup","Ragi","Kharif","","211.00","212.00"
"Assam","Kamrup","Ragi","Total","","211.00","212.00"
"Assam","Kamrup","Small Millets","Kharif","776.00","490.00","570.00"
"Assam","Kamrup","Small Millets","Total","776.00","490.00","570.00"
"Assam","Kamrup","Shree Anna /Nutri Cereals","Kharif","776.00","474.00","557.00"
"Assam","Kamrup","Shree Anna /Nutri Cereals","Total","776.00","474.00","557.00"
"Assam","Kamrup","Nutri/Coarse Cereals","Kharif","3398.00","1540.00","2014.00"
"Assam","Kamrup","Nutri/Coarse Cereals","Rabi","3525.00","2030.00","6974.00"
"Assam","Kamrup","Nutri/Coarse Cereals","Total","3456.00","1954.00","6476.00"
"Assam","Kamrup","Cereals","Kharif","3049.00","2527.00","2561.00"
"Assam","Kamrup","Cereals","Rabi","2874.00","1958.00","6465.00"
"Assam","Kamrup","Cereals","Summer","3340.00","3140.00","3076.00"
"Assam","Kamrup","Cereals","Total","2992.00","2652.00","2863.00"
"Assam","Kamrup","Tur","Kharif","781.00","938.00","1452.00"
"Assam","Kamrup","Tur","Total","781.00","938.00","1452.00"
"Assam","Kamrup","Gram","Rabi","952.00","1109.00","1095.00"
"Assam","Kamrup","Gram","Total","952.00","1109.00","1095.00"
"Assam","Kamrup","Urad","Kharif","","614.00",""
"Assam","Kamrup","Urad","Rabi","438.00","618.00","676.00"
"Assam","Kamrup","Urad","Summer","","450.00","450.00"
"Assam","Kamrup","Urad","Total","438.00","603.00","644.00"
"Assam","Kamrup","Moong","Rabi","900.00","1013.00","1579.00"
"Assam","Kamrup","Moong","Summer","","460.00","506.00"
"Assam","Kamrup","Moong","Total","900.00","903.00","1218.00"
"Assam","Kamrup","Lentil","Rabi","1200.00","1147.00","1116.00"
"Assam","Kamrup","Lentil","Total","1200.00","1147.00","1116.00"
"Assam","Kamrup","Other Pulses","Rabi","1200.00","1780.00","1435.00"
"Assam","Kamrup","Other Pulses","Total","1200.00","1780.00","1435.00"
"Assam","Kamrup","Total Pulses","Total","943.00","1024.00","1113.00"
"Assam","Kamrup","Total Food Grains","Kharif","2958.00","2473.00","2557.00"
"Assam","Kamrup","Total Food Grains","Rabi","2695.00","1461.00","3054.00"
"Assam","Kamrup","Total Food Grains","Summer","3340.00","3084.00","3000.00"
"Assam","Kamrup","Total Food Grains","Total","2849.00","2502.00","2719.00"
"Assam","Kamrup Metro","Rice","Kharif","","2889.00","2942.00"
"Assam","Kamrup Metro","Rice","Rabi","2939.00","",""
"Assam","Kamrup Metro","Rice","Summer","3059.00","3080.00","3247.00"
"Assam","Kamrup Metro","Rice","Total","2988.00","2967.00","3055.00"
"Assam","Kamrup Metro","Wheat","Rabi","1500.00","1434.00","1350.00"
"Assam","Kamrup Metro","Wheat","Total","1500.00","1434.00","1350.00"
"Assam","Kamrup Metro","Maize","Kharif","3523.00","4500.00","3446.00"
"Assam","Kamrup Metro","Maize","Rabi","3398.00","4000.00","5382.00"
"Assam","Kamrup Metro","Maize","Total","3458.00","4150.00","4877.00"
"Assam","Kamrup Metro","Ragi","Kharif","","250.00","210.00"
"Assam","Kamrup Metro","Ragi","Total","","250.00","210.00"
"Assam","Kamrup Metro","Small Millets","Kharif","579.00","464.00","540.00"
"Assam","Kamrup Metro","Small Millets","Total","579.00","464.00","540.00"
"Assam","Kamrup Metro","Shree Anna /Nutri Cereals","Kharif","579.00","444.00","264.00"
"Assam","Kamrup Metro","Shree Anna /Nutri Cereals","Total","579.00","444.00","264.00"
"Assam","Kamrup Metro","Nutri/Coarse Cereals","Kharif","3303.00","3486.00","1376.00"
"Assam","Kamrup Metro","Nutri/Coarse Cereals","Rabi","3398.00","4000.00","5382.00"
"Assam","Kamrup Metro","Nutri/Coarse Cereals","Total","3351.00","3813.00","3371.00"
"Assam","Kamrup Metro","Cereals","Kharif","3303.00","2894.00","2917.00"
"Assam","Kamrup Metro","Cereals","Rabi","2951.00","3705.00","4991.00"
"Assam","Kamrup Metro","Cereals","Summer","3059.00","3080.00","3247.00"
"Assam","Kamrup Metro","Cereals","Total","3000.00","2978.00","3060.00"
"Assam","Kamrup Metro","Tur","Kharif","1500.00","783.00","1500.00"
"Assam","Kamrup Metro","Tur","Total","1500.00","783.00","1500.00"
"Assam","Kamrup Metro","Gram","Rabi","1133.00","1109.00","1100.00"
"Assam","Kamrup Metro","Gram","Total","1133.00","1109.00","1100.00"
"Assam","Kamrup Metro","Urad","Kharif","","658.00",""
"Assam","Kamrup Metro","Urad","Rabi","672.00","662.00","652.00"
"Assam","Kamrup Metro","Urad","Summer","","350.00","352.00"
"Assam","Kamrup Metro","Urad","Total","672.00","650.00","634.00"
"Assam","Kamrup Metro","Moong","Rabi","1203.00","899.00","1250.00"
"Assam","Kamrup Metro","Moong","Summer","","400.00","463.00"
"Assam","Kamrup Metro","Moong","Total","1203.00","874.00","1175.00"
"Assam","Kamrup Metro","Lentil","Rabi","1099.00","1075.00","1100.00"
"Assam","Kamrup Metro","Lentil","Total","1099.00","1075.00","1100.00"
"Assam","Kamrup Metro","Other Pulses","Rabi","1162.00","873.00","1368.00"
"Assam","Kamrup Metro","Other Pulses","Total","1162.00","873.00","1368.00"
"Assam","Kamrup Metro","Total Pulses","Total","952.00","777.00","996.00"
"Assam","Kamrup Metro","Total Food Grains","Kharif","3124.00","2790.00","2913.00"
"Assam","Kamrup Metro","Total Food Grains","Rabi","2762.00","1253.00","1611.00"
"Assam","Kamrup Metro","Total Food Grains","Summer","3059.00","3066.00","3230.00"
"Assam","Kamrup Metro","Total Food Grains","Total","2879.00","2784.00","2936.00"
"Assam","Karbi Anglong","Rice","Kharif","989.00","2409.00","2361.00"
"Assam","Karbi Anglong","Rice","Rabi","2674.00","",""
"Assam","Karbi Anglong","Rice","Summer","2447.00","2618.00","2675.00"
"Assam","Karbi Anglong","Rice","Total","2578.00","2420.00","2379.00"
"Assam","Karbi Anglong","Wheat","Rabi","1745.00","1900.00","955.00"
"Assam","Karbi Anglong","Wheat","Total","1745.00","1900.00","955.00"
"Assam","Karbi Anglong","Maize","Kharif","2273.00","4830.00","3066.00"
"Assam","Karbi Anglong","Maize","Rabi","2273.00","4825.00","2696.00"
"Assam","Karbi Anglong","Maize","Total","2273.00","4827.00","2822.00"
"Assam","Karbi Anglong","Ragi","Kharif","","1100.00","846.00"
"Assam","Karbi Anglong","Ragi","Total","","1100.00","846.00"
"Assam","Karbi Anglong","Small Millets","Kharif","844.00","784.00","846.00"
"Assam","Karbi Anglong","Small Millets","Total","844.00","784.00","846.00"
"Assam","Karbi Anglong","Shree Anna /Nutri Cereals","Kharif","844.00","803.00","846.00"
"Assam","Karbi Anglong","Shree Anna /Nutri Cereals","Total","844.00","803.00","846.00"
"Assam","Karbi Anglong","Nutri/Coarse Cereals","Kharif","2245.00","4649.00","2904.00"
"Assam","Karbi Anglong","Nutri/Coarse Cereals","Rabi","2273.00","4825.00","2696.00"
"Assam","Karbi Anglong","Nutri/Coarse Cereals","Total","2252.00","4757.00","2771.00"
"Assam","Karbi Anglong","Cereals","Kharif","1862.00","2525.00","2390.00"
"Assam","Karbi Anglong","Cereals","Rabi","2647.00","4470.00","2499.00"
"Assam","Karbi Anglong","Cereals","Summer","2447.00","2618.00","2675.00"
"Assam","Karbi Anglong","Cereals","Total","2526.00","2689.00","2414.00"
"Assam","Karbi Anglong","Tur","Kharif","764.00","1361.00","763.00"
"Assam","Karbi Anglong","Tur","Total","764.00","1361.00","763.00"
"Assam","Karbi Anglong","Gram","Rabi","768.00","1374.00","1075.00"
"Assam","Karbi Anglong","Gram","Total","768.00","1374.00","1075.00"
"Assam","Karbi Anglong","Urad","Kharif","","658.00",""
"Assam","Karbi Anglong","Urad","Rabi","671.00","662.00","652.00"
"Assam","Karbi Anglong","Urad","Summer","","911.00","900.00"
"Assam","Karbi Anglong","Urad","Total","671.00","707.00","730.00"
"Assam","Karbi Anglong","Moong","Rabi","783.00","1089.00","785.00"
"Assam","Karbi Anglong","Moong","Summer","","820.00","932.00"
"Assam","Karbi Anglong","Moong","Total","783.00","994.00","861.00"
"Assam","Karbi Anglong","Lentil","Rabi","610.00","650.00","630.00"
"Assam","Karbi Anglong","Lentil","Total","610.00","650.00","630.00"
"Assam","Karbi Anglong","Other Pulses","Rabi","726.00","926.00","802.00"
"Assam","Karbi Anglong","Other Pulses","Total","726.00","926.00","802.00"
"Assam","Karbi Anglong","Total Pulses","Total","728.00","905.00","813.00"
"Assam","Karbi Anglong","Total Food Grains","Kharif","1820.00","2487.00","2379.00"
"Assam","Karbi Anglong","Total Food Grains","Rabi","2500.00","2800.00","1705.00"
"Assam","Karbi Anglong","Total Food Grains","Summer","2447.00","2085.00","1954.00"
"Assam","Karbi Anglong","Total Food Grains","Total","2403.00","2507.00","2244.00"
"Assam","Kokrajhar","Rice","Kharif","1152.00","1868.00","1810.00"
"Assam","Kokrajhar","Rice","Rabi","2109.00","",""
"Assam","Kokrajhar","Rice","Summer","2499.00","2850.00","2470.00"
"Assam","Kokrajhar","Rice","Total","2120.00","1979.00","1882.00"
"Assam","Kokrajhar","Wheat","Rabi","1904.00","1648.00","909.00"
"Assam","Kokrajhar","Wheat","Total","1904.00","1648.00","909.00"
"Assam","Kokrajhar","Maize","Kharif","2850.00","2717.00","3446.00"
"Assam","Kokrajhar","Maize","Rabi","2851.00","3489.00","5382.00"
"Assam","Kokrajhar","Maize","Total","2850.00","3070.00","4591.00"
"Assam","Kokrajhar","Ragi","Kharif","","923.00","1646.00"
"Assam","Kokrajhar","Ragi","Total","","923.00","1646.00"
"Assam","Kokrajhar","Small Millets","Kharif","1135.00","1078.00","1271.00"
"Assam","Kokrajhar","Small Millets","Total","1135.00","1078.00","1271.00"
"Assam","Kokrajhar","Shree Anna /Nutri Cereals","Kharif","1135.00","1049.00","1347.00"
"Assam","Kokrajhar","Shree Anna /Nutri Cereals","Total","1135.00","1049.00","1347.00"
"Assam","Kokrajhar","Nutri/Coarse Cereals","Kharif","2543.00","2061.00","2430.00"
"Assam","Kokrajhar","Nutri/Coarse Cereals","Rabi","2851.00","3489.00","5382.00"
"Assam","Kokrajhar","Nutri/Coarse Cereals","Total","2677.00","2543.00","3693.00"
"Assam","Kokrajhar","Cereals","Kharif","1530.00","1871.00","1820.00"
"Assam","Kokrajhar","Cereals","Rabi","2118.00","3158.00","4317.00"
"Assam","Kokrajhar","Cereals","Summer","2499.00","2850.00","2470.00"
"Assam","Kokrajhar","Cereals","Total","2133.00","1993.00","1928.00"
"Assam","Kokrajhar","Tur","Kharif","873.00","831.00","1155.00"
"Assam","Kokrajhar","Tur","Total","873.00","831.00","1155.00"
"Assam","Kokrajhar","Gram","Rabi","1100.00","899.00","687.00"
"Assam","Kokrajhar","Gram","Total","1100.00","899.00","687.00"
"Assam","Kokrajhar","Urad","Kharif","","454.00",""
"Assam","Kokrajhar","Urad","Rabi","513.00","457.00","652.00"
"Assam","Kokrajhar","Urad","Summer","","547.00","547.00"
"Assam","Kokrajhar","Urad","Total","513.00","469.00","628.00"
"Assam","Kokrajhar","Moong","Rabi","1144.00","711.00","710.00"
"Assam","Kokrajhar","Moong","Summer","","671.00","749.00"
"Assam","Kokrajhar","Moong","Total","1144.00","696.00","733.00"
"Assam","Kokrajhar","Lentil","Rabi","1120.00","991.00","840.00"
"Assam","Kokrajhar","Lentil","Total","1120.00","991.00","840.00"
"Assam","Kokrajhar","Other Pulses","Rabi","1189.00","1487.00","819.00"
"Assam","Kokrajhar","Other Pulses","Total","1189.00","1487.00","819.00"
"Assam","Kokrajhar","Total Pulses","Total","863.00","779.00","777.00"
"Assam","Kokrajhar","Total Food Grains","Kharif","1467.00","1848.00","1817.00"
"Assam","Kokrajhar","Total Food Grains","Rabi","2077.00","1483.00","1855.00"
"Assam","Kokrajhar","Total Food Grains","Summer","2499.00","2750.00","2374.00"
"Assam","Kokrajhar","Total Food Grains","Total","2092.00","1932.00","1879.00"
"Assam","Lakhimpur","Rice","Kharif","1028.00","1878.00","1660.00"
"Assam","Lakhimpur","Rice","Rabi","2007.00","",""
"Assam","Lakhimpur","Rice","Summer","2244.00","2452.00","2400.00"
"Assam","Lakhimpur","Rice","Total","1963.00","1961.00","1782.00"
"Assam","Lakhimpur","Wheat","Rabi","1305.00","1434.00","1350.00"
"Assam","Lakhimpur","Wheat","Total","1305.00","1434.00","1350.00"
"Assam","Lakhimpur","Maize","Kharif","4269.00","2549.00","3446.00"
"Assam","Lakhimpur","Maize","Rabi","3800.00","2935.00","5382.00"
"Assam","Lakhimpur","Maize","Total","3995.00","2824.00","4925.00"
"Assam","Lakhimpur","Ragi","Kharif","","1166.00","1240.00"
"Assam","Lakhimpur","Ragi","Total","","1166.00","1240.00"
"Assam","Lakhimpur","Small Millets","Kharif","414.00","660.00","651.00"
"Assam","Lakhimpur","Small Millets","Total","414.00","660.00","651.00"
"Assam","Lakhimpur","Shree Anna /Nutri Cereals","Kharif","414.00","707.00","773.00"
"Assam","Lakhimpur","Shree Anna /Nutri Cereals","Total","414.00","707.00","773.00"
"Assam","Lakhimpur","Nutri/Coarse Cereals","Kharif","3590.00","1702.00","2238.00"
"Assam","Lakhimpur","Nutri/Coarse Cereals","Rabi","3800.00","2935.00","5382.00"
"Assam","Lakhimpur","Nutri/Coarse Cereals","Total","3702.00","2409.00","4249.00"
"Assam","Lakhimpur","Cereals","Kharif","1122.00","1877.00","1662.00"
"Assam","Lakhimpur","Cereals","Rabi","2013.00","2556.00","5130.00"
"Assam","Lakhimpur","Cereals","Summer","2244.00","2452.00","2400.00"
"Assam","Lakhimpur","Cereals","Total","1973.00","1963.00","1800.00"
"Assam","Lakhimpur","Tur","Kharif","982.00","1119.00","972.00"
"Assam","Lakhimpur","Tur","Total","982.00","1119.00","972.00"
"Assam","Lakhimpur","Gram","Rabi","742.00","776.00","744.00"
"Assam","Lakhimpur","Gram","Total","742.00","776.00","744.00"
"Assam","Lakhimpur","Urad","Kharif","","702.00",""
"Assam","Lakhimpur","Urad","Rabi","723.00","706.00","823.00"
"Assam","Lakhimpur","Urad","Summer","","788.00","788.00"
"Assam","Lakhimpur","Urad","Total","723.00","713.00","817.00"
"Assam","Lakhimpur","Moong","Rabi","873.00","883.00","880.00"
"Assam","Lakhimpur","Moong","Summer","","747.00","836.00"
"Assam","Lakhimpur","Moong","Total","873.00","842.00","859.00"
"Assam","Lakhimpur","Lentil","Rabi","856.00","949.00","930.00"
"Assam","Lakhimpur","Lentil","Total","856.00","949.00","930.00"
"Assam","Lakhimpur","Other Pulses","Rabi","1210.00","1183.00","1319.00"
"Assam","Lakhimpur","Other Pulses","Total","1210.00","1183.00","1319.00"
"Assam","Lakhimpur","Total Pulses","Total","870.00","831.00","944.00"
"Assam","Lakhimpur","Total Food Grains","Kharif","1121.00","1841.00","1662.00"
"Assam","Lakhimpur","Total Food Grains","Rabi","1939.00","1041.00","1317.00"
"Assam","Lakhimpur","Total Food Grains","Summer","2244.00","2361.00","2307.00"
"Assam","Lakhimpur","Total Food Grains","Total","1915.00","1869.00","1747.00"
"Assam","Majuli","Rice","Kharif","976.00","2729.00","2109.00"
"Assam","Majuli","Rice","Rabi","2675.00","",""
"Assam","Majuli","Rice","Summer","2801.00","2703.00","2223.00"
"Assam","Majuli","Rice","Total","2524.00","2724.00","2132.00"
"Assam","Majuli","Wheat","Rabi","1500.00","1434.00","1350.00"
"Assam","Majuli","Wheat","Total","1500.00","1434.00","1350.00"
"Assam","Majuli","Maize","Kharif","2612.00","5150.00","3446.00"
"Assam","Majuli","Maize","Rabi","2563.00","5055.00","5382.00"
"Assam","Majuli","Maize","Total","2602.00","5122.00","4069.00"
"Assam","Majuli","Ragi","Kharif","","602.00","750.00"
"Assam","Majuli","Ragi","Total","","602.00","750.00"
"Assam","Majuli","Small Millets","Kharif","1450.00","617.00","1050.00"
"Assam","Majuli","Small Millets","Total","1450.00","617.00","1050.00"
"Assam","Majuli","Shree Anna /Nutri Cereals","Kharif","1450.00","614.00","959.00"
"Assam","Majuli","Shree Anna /Nutri Cereals","Total","1450.00","614.00","959.00"
"Assam","Majuli","Nutri/Coarse Cereals","Kharif","2461.00","3439.00","2511.00"
"Assam","Majuli","Nutri/Coarse Cereals","Rabi","2563.00","5055.00","5382.00"
"Assam","Majuli","Nutri/Coarse Cereals","Total","2478.00","3767.00","3167.00"
"Assam","Majuli","Cereals","Kharif","1051.00","2735.00","2113.00"
"Assam","Majuli","Cereals","Rabi","2675.00","3534.00","3977.00"
"Assam","Majuli","Cereals","Summer","2801.00","2703.00","2223.00"
"Assam","Majuli","Cereals","Total","2524.00","2732.00","2142.00"
"Assam","Majuli","Tur","Kharif","1000.00","951.00","980.00"
"Assam","Majuli","Tur","Total","1000.00","951.00","980.00"
"Assam","Majuli","Gram","Rabi","717.00","679.00","714.00"
"Assam","Majuli","Gram","Total","717.00","679.00","714.00"
"Assam","Majuli","Urad","Kharif","","631.00",""
"Assam","Majuli","Urad","Rabi","624.00","635.00","595.00"
"Assam","Majuli","Urad","Summer","","710.00","700.00"
"Assam","Majuli","Urad","Total","624.00","635.00","600.00"
"Assam","Majuli","Moong","Rabi","690.00","703.00","690.00"
"Assam","Majuli","Moong","Summer","","690.00","737.00"
"Assam","Majuli","Moong","Total","690.00","701.00","699.00"
"Assam","Majuli","Lentil","Rabi","589.00","625.00","590.00"
"Assam","Majuli","Lentil","Total","589.00","625.00","590.00"
"Assam","Majuli","Other Pulses","Rabi","670.00","609.00","680.00"
"Assam","Majuli","Other Pulses","Total","670.00","609.00","680.00"
"Assam","Majuli","Total Pulses","Total","642.00","639.00","633.00"
"Assam","Majuli","Total Food Grains","Kharif","1051.00","2384.00","2108.00"
"Assam","Majuli","Total Food Grains","Rabi","2143.00","676.00","665.00"
"Assam","Majuli","Total Food Grains","Summer","2801.00","2559.00","2109.00"
"Assam","Majuli","Total Food Grains","Total","2134.00","2107.00","1787.00"
"Assam","Marigaon","Rice","Kharif","1215.00","2457.00","2278.00"
"Assam","Marigaon","Rice","Rabi","2567.00","",""
"Assam","Marigaon","Rice","Summer","3140.00","2789.00","3323.00"
"Assam","Marigaon","Rice","Total","2854.00","2632.00","2830.00"
"Assam","Marigaon","Wheat","Rabi","1235.00","1434.00","1350.00"
"Assam","Marigaon","Wheat","Total","1235.00","1434.00","1350.00"
"Assam","Marigaon","Maize","Kharif","4200.00","5850.00","3446.00"
"Assam","Marigaon","Maize","Rabi","4080.00","6154.00","5271.00"
"Assam","Marigaon","Maize","Total","4141.00","6133.00","5174.00"
"Assam","Marigaon","Ragi","Kharif","","602.00","601.00"
"Assam","Marigaon","Ragi","Total","","602.00","601.00"
"Assam","Marigaon","Small Millets","Kharif","1200.00","1133.00","603.00"
"Assam","Marigaon","Small Millets","Total","1200.00","1133.00","603.00"
"Assam","Marigaon","Shree Anna /Nutri Cereals","Kharif","1200.00","1118.00","603.00"
"Assam","Marigaon","Shree Anna /Nutri Cereals","Total","1200.00","1118.00","603.00"
"Assam","Marigaon","Nutri/Coarse Cereals","Kharif","3854.00","3887.00","1730.00"
"Assam","Marigaon","Nutri/Coarse Cereals","Rabi","4080.00","6154.00","5271.00"
"Assam","Marigaon","Nutri/Coarse Cereals","Total","3959.00","5898.00","4831.00"
"Assam","Marigaon","Cereals","Kharif","3647.00","2490.00","2265.00"
"Assam","Marigaon","Cereals","Rabi","2687.00","5372.00","4777.00"
"Assam","Marigaon","Cereals","Summer","3140.00","2789.00","3323.00"
"Assam","Marigaon","Cereals","Total","2953.00","2905.00","2982.00"
"Assam","Marigaon","Tur","Kharif","1000.00","951.00","925.00"
"Assam","Marigaon","Tur","Total","1000.00","951.00","925.00"
"Assam","Marigaon","Gram","Rabi","1150.00","924.00","927.00"
"Assam","Marigaon","Gram","Total","1150.00","924.00","927.00"
"Assam","Marigaon","Urad","Kharif","","569.00",""
"Assam","Marigaon","Urad","Rabi","635.00","572.00","718.00"
"Assam","Marigaon","Urad","Summer","","875.00","875.00"
"Assam","Marigaon","Urad","Total","635.00","604.00","739.00"
"Assam","Marigaon","Moong","Rabi","1199.00","849.00","852.00"
"Assam","Marigaon","Moong","Summer","","850.00","949.00"
"Assam","Marigaon","Moong","Total","1199.00","850.00","905.00"
"Assam","Marigaon","Lentil","Rabi","1000.00","1110.00","1111.00"
"Assam","Marigaon","Lentil","Total","1000.00","1110.00","1111.00"
"Assam","Marigaon","Other Pulses","Rabi","1160.00","983.00","1190.00"
"Assam","Marigaon","Other Pulses","Total","1160.00","983.00","1190.00"
"Assam","Marigaon","Total Pulses","Total","958.00","825.00","986.00"
"Assam","Marigaon","Total Food Grains","Kharif","3584.00","2416.00","2260.00"
"Assam","Marigaon","Total Food Grains","Rabi","2515.00","3752.00","3270.00"
"Assam","Marigaon","Total Food Grains","Summer","3140.00","2765.00","3285.00"
"Assam","Marigaon","Total Food Grains","Total","2849.00","2756.00","2860.00"
"Assam","Nagaon","Rice","Kharif","1514.00","2528.00","2388.00"
"Assam","Nagaon","Rice","Rabi","2421.00","",""
"Assam","Nagaon","Rice","Summer","2762.00","2806.00","3217.00"
"Assam","Nagaon","Rice","Total","2515.00","2610.00","2634.00"
"Assam","Nagaon","Wheat","Rabi","1266.00","1434.00","1085.00"
"Assam","Nagaon","Wheat","Total","1266.00","1434.00","1085.00"
"Assam","Nagaon","Maize","Kharif","4500.00","5548.00","3446.00"
"Assam","Nagaon","Maize","Rabi","4250.00","5842.00","4371.00"
"Assam","Nagaon","Maize","Total","4408.00","5821.00","4254.00"
"Assam","Nagaon","Ragi","Kharif","","625.00","426.00"
"Assam","Nagaon","Ragi","Total","","625.00","426.00"
"Assam","Nagaon","Small Millets","Kharif","650.00","636.00","596.00"
"Assam","Nagaon","Small Millets","Total","650.00","636.00","596.00"
"Assam","Nagaon","Shree Anna /Nutri Cereals","Kharif","650.00","634.00","556.00"
"Assam","Nagaon","Shree Anna /Nutri Cereals","Total","650.00","634.00","556.00"
"Assam","Nagaon","Nutri/Coarse Cereals","Kharif","4237.00","2292.00","2086.00"
"Assam","Nagaon","Nutri/Coarse Cereals","Rabi","4250.00","5842.00","4371.00"
"Assam","Nagaon","Nutri/Coarse Cereals","Total","4241.00","5192.00","3878.00"
"Assam","Nagaon","Cereals","Kharif","3853.00","2524.00","2382.00"
"Assam","Nagaon","Cereals","Rabi","2489.00","5584.00","4055.00"
"Assam","Nagaon","Cereals","Summer","2762.00","2806.00","3217.00"
"Assam","Nagaon","Cereals","Total","2643.00","2758.00","2703.00"
"Assam","Nagaon","Tur","Kharif","946.00","802.00","896.00"
"Assam","Nagaon","Tur","Total","946.00","802.00","896.00"
"Assam","Nagaon","Gram","Rabi","680.00","684.00","1142.00"
"Assam","Nagaon","Gram","Total","680.00","684.00","1142.00"
"Assam","Nagaon","Urad","Kharif","","710.00",""
"Assam","Nagaon","Urad","Rabi","647.00","714.00","649.00"
"Assam","Nagaon","Urad","Summer","","814.00","800.00"
"Assam","Nagaon","Urad","Total","647.00","724.00","682.00"
"Assam","Nagaon","Moong","Rabi","549.00","750.00","738.00"
"Assam","Nagaon","Moong","Summer","","750.00","848.00"
"Assam","Nagaon","Moong","Total","549.00","750.00","800.00"
"Assam","Nagaon","Lentil","Rabi","645.00","697.00","743.00"
"Assam","Nagaon","Lentil","Total","645.00","697.00","743.00"
"Assam","Nagaon","Other Pulses","Rabi","707.00","582.00","718.00"
"Assam","Nagaon","Other Pulses","Total","707.00","582.00","718.00"
"Assam","Nagaon","Total Pulses","Total","666.00","697.00","753.00"
"Assam","Nagaon","Total Food Grains","Kharif","3754.00","2479.00","2377.00"
"Assam","Nagaon","Total Food Grains","Rabi","2365.00","3273.00","2436.00"
"Assam","Nagaon","Total Food Grains","Summer","2762.00","2731.00","3111.00"
"Assam","Nagaon","Total Food Grains","Total","2548.00","2618.00","2582.00"
"Assam","Nalbari","Rice","Kharif","1514.00","3223.00","2313.00"
"Assam","Nalbari","Rice","Rabi","2566.00","",""
"Assam","Nalbari","Rice","Summer","4042.00","3928.00","3021.00"
"Assam","Nalbari","Rice","Total","2681.00","3290.00","2384.00"
"Assam","Nalbari","Wheat","Rabi","1238.00","362.00","1350.00"
"Assam","Nalbari","Wheat","Total","1238.00","362.00","1350.00"
"Assam","Nalbari","Maize","Kharif","3375.00","4120.00","3446.00"
"Assam","Nalbari","Maize","Rabi","3375.00","4315.00","3992.00"
"Assam","Nalbari","Maize","Total","3375.00","4182.00","3908.00"
"Assam","Nalbari","Ragi","Kharif","","","230.00"
"Assam","Nalbari","Ragi","Total","","","230.00"
"Assam","Nalbari","Small Millets","Kharif","613.00","625.00","520.00"
"Assam","Nalbari","Small Millets","Total","613.00","625.00","520.00"
"Assam","Nalbari","Shree Anna /Nutri Cereals","Kharif","613.00","625.00","354.00"
"Assam","Nalbari","Shree Anna /Nutri Cereals","Total","613.00","625.00","354.00"
"Assam","Nalbari","Nutri/Coarse Cereals","Kharif","3337.00","4079.00","2541.00"
"Assam","Nalbari","Nutri/Coarse Cereals","Rabi","3375.00","4315.00","3992.00"
"Assam","Nalbari","Nutri/Coarse Cereals","Total","3343.00","4154.00","3697.00"
"Assam","Nalbari","Cereals","Kharif","2854.00","3271.00","2315.00"
"Assam","Nalbari","Cereals","Rabi","2572.00","4171.00","3874.00"
"Assam","Nalbari","Cereals","Summer","4042.00","3928.00","3021.00"
"Assam","Nalbari","Cereals","Total","2712.00","3350.00","2433.00"
"Assam","Nalbari","Tur","Kharif","467.00","591.00","585.00"
"Assam","Nalbari","Tur","Total","467.00","591.00","585.00"
"Assam","Nalbari","Gram","Rabi","800.00","689.00","681.00"
"Assam","Nalbari","Gram","Total","800.00","689.00","681.00"
"Assam","Nalbari","Urad","Kharif","","551.00",""
"Assam","Nalbari","Urad","Rabi","1139.00","554.00","1031.00"
"Assam","Nalbari","Urad","Summer","","696.00","696.00"
"Assam","Nalbari","Urad","Total","1139.00","558.00","996.00"
"Assam","Nalbari","Moong","Rabi","927.00","435.00","435.00"
"Assam","Nalbari","Moong","Summer","","","465.00"
"Assam","Nalbari","Moong","Total","927.00","435.00","439.00"
"Assam","Nalbari","Lentil","Rabi","692.00","692.00","685.00"
"Assam","Nalbari","Lentil","Total","692.00","692.00","685.00"
"Assam","Nalbari","Other Pulses","Rabi","1251.00","955.00","1137.00"
"Assam","Nalbari","Other Pulses","Total","1251.00","955.00","1137.00"
"Assam","Nalbari","Total Pulses","Total","948.00","748.00","899.00"
"Assam","Nalbari","Total Food Grains","Kharif","2842.00","3257.00","2313.00"
"Assam","Nalbari","Total Food Grains","Rabi","2523.00","2343.00","2401.00"
"Assam","Nalbari","Total Food Grains","Summer","4042.00","3918.00","3008.00"
"Assam","Nalbari","Total Food Grains","Total","2665.00","3267.00","2384.00"
