State,District,Crop,Season,Year,Yield_Kg_Ha
Andaman And Nicobar Islands,Nicobars,Moong,Rabi,2016-17,400.0
Andaman And Nicobar Islands,Nicobars,Rice,Kharif,2016-17,1430.0
Andaman And Nicobar Islands,North And Middle Andaman,Maize,Rabi,2016-17,2360.0
Andaman And Nicobar Islands,North And Middle Andaman,Moong,Rabi,2016-17,291.0
Andaman And Nicobar Islands,North And Middle Andaman,Rice,Kharif,2016-17,2579.0
Andaman And Nicobar Islands,North And Middle Andaman,Tur,Rabi,2016-17,46.0
Andaman And Nicobar Islands,North And Middle Andaman,Urad,Rabi,2016-17,322.0
Andaman And Nicobar Islands,South Andamans,Maize,Rabi,2016-17,1843.0
Andaman And Nicobar Islands,South Andamans,Moong,Rabi,2016-17,188.0
Andaman And Nicobar Islands,South Andamans,Rice,Kharif,2016-17,2713.0
Andaman And Nicobar Islands,South Andamans,Urad,Rabi,2016-17,200.0
Andhra Pradesh,Ananthapuramu,Bajra,Kharif,2016-17,510.0
Andhra Pradesh,Ananthapuramu,Bajra,Rabi,2016-17,500.0
Andhra Pradesh,Ananthapuramu,Gram,Rabi,2016-17,259.0
Andhra Pradesh,Ananthapuramu,Jowar,Kharif,2016-17,201.0
Andhra Pradesh,Ananthapuramu,Jowar,Rabi,2016-17,113.0
Andhra Pradesh,Ananthapuramu,Maize,Kharif,2016-17,2063.0
Andhra Pradesh,Ananthapuramu,Maize,Rabi,2016-17,4533.0
Andhra Pradesh,Ananthapuramu,Moong,Kharif,2016-17,231.0
Andhra Pradesh,Ananthapuramu,Moong,Rabi,2016-17,400.0
Andhra Pradesh,Ananthapuramu,Ragi,Kharif,2016-17,2116.0
Andhra Pradesh,Ananthapuramu,Ragi,Rabi,2016-17,2094.0
Andhra Pradesh,Ananthapuramu,Rice,Kharif,2016-17,2454.0
Andhra Pradesh,Ananthapuramu,Rice,Rabi,2016-17,2711.0
Andhra Pradesh,Ananthapuramu,Shree Anna /Nutri Cereals,Kharif,2016-17,578.0
Andhra Pradesh,Ananthapuramu,Shree Anna /Nutri Cereals,Rabi,2016-17,742.0
Andhra Pradesh,Ananthapuramu,Small Millets,Kharif,2016-17,632.0
Andhra Pradesh,Ananthapuramu,Small Millets,Rabi,2016-17,667.0
Andhra Pradesh,Ananthapuramu,Tur,Kharif,2016-17,99.0
Andhra Pradesh,Ananthapuramu,Urad,Kharif,2016-17,1174.0
Andhra Pradesh,Ananthapuramu,Urad,Rabi,2016-17,1171.0
Andhra Pradesh,Chittoor,Bajra,Kharif,2016-17,2760.0
Andhra Pradesh,Chittoor,Bajra,Rabi,2016-17,2667.0
Andhra Pradesh,Chittoor,Gram,Rabi,2016-17,750.0
Andhra Pradesh,Chittoor,Jowar,Kharif,2016-17,316.0
Andhra Pradesh,Chittoor,Maize,Kharif,2016-17,3329.0
Andhra Pradesh,Chittoor,Maize,Rabi,2016-17,5311.0
Andhra Pradesh,Chittoor,Moong,Kharif,2016-17,632.0
Andhra Pradesh,Chittoor,Moong,Rabi,2016-17,412.0
Andhra Pradesh,Chittoor,Ragi,Kharif,2016-17,401.0
Andhra Pradesh,Chittoor,Ragi,Rabi,2016-17,1586.0
Andhra Pradesh,Chittoor,Rice,Kharif,2016-17,3428.0
Andhra Pradesh,Chittoor,Rice,Rabi,2016-17,3853.0
Andhra Pradesh,Chittoor,Shree Anna /Nutri Cereals,Kharif,2016-17,1182.0
Andhra Pradesh,Chittoor,Shree Anna /Nutri Cereals,Rabi,2016-17,1591.0
Andhra Pradesh,Chittoor,Small Millets,Kharif,2016-17,383.0
Andhra Pradesh,Chittoor,Tur,Kharif,2016-17,113.0
Andhra Pradesh,Chittoor,Urad,Kharif,2016-17,1174.0
Andhra Pradesh,Chittoor,Urad,Rabi,2016-17,566.0
Andhra Pradesh,East Godavari,Bajra,Kharif,2016-17,1103.0
Andhra Pradesh,East Godavari,Bajra,Rabi,2016-17,1000.0
Andhra Pradesh,East Godavari,Gram,Rabi,2016-17,1505.0
Andhra Pradesh,East Godavari,Jowar,Kharif,2016-17,1438.0
Andhra Pradesh,East Godavari,Jowar,Rabi,2016-17,701.0
Andhra Pradesh,East Godavari,Maize,Kharif,2016-17,4065.0
Andhra Pradesh,East Godavari,Maize,Rabi,2016-17,8775.0
Andhra Pradesh,East Godavari,Moong,Kharif,2016-17,1002.0
Andhra Pradesh,East Godavari,Moong,Rabi,2016-17,611.0
Andhra Pradesh,East Godavari,Ragi,Kharif,2016-17,1004.0
Andhra Pradesh,East Godavari,Rice,Kharif,2016-17,3345.0
Andhra Pradesh,East Godavari,Rice,Rabi,2016-17,5441.0
Andhra Pradesh,East Godavari,Shree Anna /Nutri Cereals,Kharif,2016-17,950.0
Andhra Pradesh,East Godavari,Shree Anna /Nutri Cereals,Rabi,2016-17,702.0
Andhra Pradesh,East Godavari,Small Millets,Kharif,2016-17,409.0
Andhra Pradesh,East Godavari,Tur,Kharif,2016-17,305.0
Andhra Pradesh,East Godavari,Tur,Rabi,2016-17,305.0
Andhra Pradesh,East Godavari,Urad,Kharif,2016-17,909.0
Andhra Pradesh,East Godavari,Urad,Rabi,2016-17,654.0
Andhra Pradesh,Guntur,Bajra,Kharif,2016-17,571.0
Andhra Pradesh,Guntur,Gram,Rabi,2016-17,1962.0
Andhra Pradesh,Guntur,Jowar,Kharif,2016-17,1444.0
Andhra Pradesh,Guntur,Jowar,Rabi,2016-17,5971.0
Andhra Pradesh,Guntur,Maize,Kharif,2016-17,4066.0
Andhra Pradesh,Guntur,Maize,Rabi,2016-17,8932.0
Andhra Pradesh,Guntur,Moong,Kharif,2016-17,166.0
Andhra Pradesh,Guntur,Moong,Rabi,2016-17,602.0
Andhra Pradesh,Guntur,Ragi,Rabi,2016-17,715.0
Andhra Pradesh,Guntur,Rice,Kharif,2016-17,4185.0
Andhra Pradesh,Guntur,Rice,Rabi,2016-17,4117.0
Andhra Pradesh,Guntur,Shree Anna /Nutri Cereals,Kharif,2016-17,588.0
Andhra Pradesh,Guntur,Shree Anna /Nutri Cereals,Rabi,2016-17,5736.0
Andhra Pradesh,Guntur,Tur,Kharif,2016-17,1001.0
Andhra Pradesh,Guntur,Tur,Rabi,2016-17,1001.0
Andhra Pradesh,Guntur,Urad,Kharif,2016-17,372.0
Andhra Pradesh,Guntur,Urad,Rabi,2016-17,533.0
Andhra Pradesh,Krishna,Gram,Rabi,2016-17,1822.0
Andhra Pradesh,Krishna,Jowar,Kharif,2016-17,1438.0
Andhra Pradesh,Krishna,Jowar,Rabi,2016-17,3443.0
Andhra Pradesh,Krishna,Maize,Kharif,2016-17,4338.0
Andhra Pradesh,Krishna,Maize,Rabi,2016-17,7411.0
Andhra Pradesh,Krishna,Moong,Kharif,2016-17,829.0
Andhra Pradesh,Krishna,Moong,Rabi,2016-17,376.0
Andhra Pradesh,Krishna,Rice,Kharif,2016-17,3861.0
Andhra Pradesh,Krishna,Rice,Rabi,2016-17,4139.0
Andhra Pradesh,Krishna,Shree Anna /Nutri Cereals,Kharif,2016-17,1438.0
Andhra Pradesh,Krishna,Shree Anna /Nutri Cereals,Rabi,2016-17,3443.0
Andhra Pradesh,Krishna,Tur,Kharif,2016-17,1000.0
Andhra Pradesh,Krishna,Tur,Rabi,2016-17,1000.0
Andhra Pradesh,Krishna,Urad,Kharif,2016-17,920.0
Andhra Pradesh,Krishna,Urad,Rabi,2016-17,770.0
Andhra Pradesh,Kurnool,Bajra,Kharif,2016-17,1721.0
Andhra Pradesh,Kurnool,Bajra,Rabi,2016-17,1721.0
Andhra Pradesh,Kurnool,Gram,Rabi,2016-17,933.0
Andhra Pradesh,Kurnool,Jowar,Kharif,2016-17,2373.0
Andhra Pradesh,Kurnool,Jowar,Rabi,2016-17,1582.0
Andhra Pradesh,Kurnool,Maize,Kharif,2016-17,5367.0
Andhra Pradesh,Kurnool,Maize,Rabi,2016-17,5723.0
Andhra Pradesh,Kurnool,Moong,Kharif,2016-17,1016.0
Andhra Pradesh,Kurnool,Moong,Rabi,2016-17,411.0
Andhra Pradesh,Kurnool,Rice,Kharif,2016-17,4063.0
Andhra Pradesh,Kurnool,Rice,Rabi,2016-17,3831.0
Andhra Pradesh,Kurnool,Shree Anna /Nutri Cereals,Kharif,2016-17,1545.0
Andhra Pradesh,Kurnool,Shree Anna /Nutri Cereals,Rabi,2016-17,1575.0
Andhra Pradesh,Kurnool,Small Millets,Kharif,2016-17,927.0
Andhra Pradesh,Kurnool,Small Millets,Rabi,2016-17,928.0
Andhra Pradesh,Kurnool,Tur,Kharif,2016-17,353.0
Andhra Pradesh,Kurnool,Tur,Rabi,2016-17,353.0
Andhra Pradesh,Kurnool,Urad,Kharif,2016-17,1320.0
Andhra Pradesh,Kurnool,Urad,Rabi,2016-17,1528.0
Andhra Pradesh,Kurnool,Wheat,Rabi,2016-17,2313.0
Andhra Pradesh,Prakasam,Bajra,Kharif,2016-17,1986.0
Andhra Pradesh,Prakasam,Bajra,Rabi,2016-17,1986.0
Andhra Pradesh,Prakasam,Gram,Rabi,2016-17,1490.0
Andhra Pradesh,Prakasam,Jowar,Kharif,2016-17,1438.0
Andhra Pradesh,Prakasam,Jowar,Rabi,2016-17,777.0
Andhra Pradesh,Prakasam,Maize,Kharif,2016-17,3015.0
Andhra Pradesh,Prakasam,Maize,Rabi,2016-17,8042.0
Andhra Pradesh,Prakasam,Moong,Kharif,2016-17,540.0
Andhra Pradesh,Prakasam,Moong,Rabi,2016-17,375.0
Andhra Pradesh,Prakasam,Ragi,Kharif,2016-17,1000.0
Andhra Pradesh,Prakasam,Ragi,Rabi,2016-17,1673.0
Andhra Pradesh,Prakasam,Rice,Kharif,2016-17,3326.0
Andhra Pradesh,Prakasam,Rice,Rabi,2016-17,3837.0
Andhra Pradesh,Prakasam,Shree Anna /Nutri Cereals,Kharif,2016-17,1903.0
Andhra Pradesh,Prakasam,Shree Anna /Nutri Cereals,Rabi,2016-17,964.0
Andhra Pradesh,Prakasam,Small Millets,Kharif,2016-17,721.0
Andhra Pradesh,Prakasam,Small Millets,Rabi,2016-17,1099.0
Andhra Pradesh,Prakasam,Tur,Kharif,2016-17,442.0
Andhra Pradesh,Prakasam,Tur,Rabi,2016-17,442.0
Andhra Pradesh,Prakasam,Urad,Kharif,2016-17,208.0
Andhra Pradesh,Prakasam,Urad,Rabi,2016-17,332.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Bajra,Kharif,2016-17,3736.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Bajra,Rabi,2016-17,3745.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Gram,Rabi,2016-17,802.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Jowar,Kharif,2016-17,1500.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Jowar,Rabi,2016-17,2312.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Maize,Kharif,2016-17,4069.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Maize,Rabi,2016-17,4069.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Moong,Kharif,2016-17,498.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Moong,Rabi,2016-17,526.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Ragi,Kharif,2016-17,1010.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Ragi,Rabi,2016-17,1597.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Rice,Kharif,2016-17,3901.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Rice,Rabi,2016-17,4412.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Shree Anna /Nutri Cereals,Kharif,2016-17,3523.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Shree Anna /Nutri Cereals,Rabi,2016-17,2319.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Small Millets,Kharif,2016-17,667.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Tur,Kharif,2016-17,599.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Tur,Rabi,2016-17,596.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Urad,Kharif,2016-17,315.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Urad,Rabi,2016-17,152.0
Andhra Pradesh,Srikakulam,Bajra,Kharif,2016-17,3360.0
Andhra Pradesh,Srikakulam,Jowar,Kharif,2016-17,1412.0
Andhra Pradesh,Srikakulam,Jowar,Rabi,2016-17,3500.0
Andhra Pradesh,Srikakulam,Maize,Kharif,2016-17,3665.0
Andhra Pradesh,Srikakulam,Maize,Rabi,2016-17,5120.0
Andhra Pradesh,Srikakulam,Moong,Kharif,2016-17,674.0
Andhra Pradesh,Srikakulam,Moong,Rabi,2016-17,437.0
Andhra Pradesh,Srikakulam,Ragi,Kharif,2016-17,1636.0
Andhra Pradesh,Srikakulam,Ragi,Rabi,2016-17,1567.0
Andhra Pradesh,Srikakulam,Rice,Kharif,2016-17,2975.0
Andhra Pradesh,Srikakulam,Rice,Rabi,2016-17,2783.0
Andhra Pradesh,Srikakulam,Shree Anna /Nutri Cereals,Kharif,2016-17,2145.0
Andhra Pradesh,Srikakulam,Shree Anna /Nutri Cereals,Rabi,2016-17,1583.0
Andhra Pradesh,Srikakulam,Small Millets,Kharif,2016-17,625.0
Andhra Pradesh,Srikakulam,Tur,Kharif,2016-17,473.0
Andhra Pradesh,Srikakulam,Tur,Rabi,2016-17,500.0
Andhra Pradesh,Srikakulam,Urad,Kharif,2016-17,639.0
Andhra Pradesh,Srikakulam,Urad,Rabi,2016-17,498.0
Andhra Pradesh,Visakhapatnam,Bajra,Kharif,2016-17,1049.0
Andhra Pradesh,Visakhapatnam,Gram,Rabi,2016-17,1500.0
Andhra Pradesh,Visakhapatnam,Jowar,Kharif,2016-17,1435.0
Andhra Pradesh,Visakhapatnam,Maize,Kharif,2016-17,1997.0
Andhra Pradesh,Visakhapatnam,Maize,Rabi,2016-17,5919.0
Andhra Pradesh,Visakhapatnam,Moong,Kharif,2016-17,537.0
Andhra Pradesh,Visakhapatnam,Moong,Rabi,2016-17,701.0
Andhra Pradesh,Visakhapatnam,Ragi,Kharif,2016-17,1001.0
Andhra Pradesh,Visakhapatnam,Ragi,Rabi,2016-17,3049.0
Andhra Pradesh,Visakhapatnam,Rice,Kharif,2016-17,2249.0
Andhra Pradesh,Visakhapatnam,Rice,Rabi,2016-17,2101.0
Andhra Pradesh,Visakhapatnam,Shree Anna /Nutri Cereals,Kharif,2016-17,859.0
Andhra Pradesh,Visakhapatnam,Shree Anna /Nutri Cereals,Rabi,2016-17,3049.0
Andhra Pradesh,Visakhapatnam,Small Millets,Kharif,2016-17,407.0
Andhra Pradesh,Visakhapatnam,Tur,Kharif,2016-17,479.0
Andhra Pradesh,Visakhapatnam,Tur,Rabi,2016-17,333.0
Andhra Pradesh,Visakhapatnam,Urad,Kharif,2016-17,615.0
Andhra Pradesh,Visakhapatnam,Urad,Rabi,2016-17,810.0
Andhra Pradesh,Vizianagaram,Bajra,Kharif,2016-17,1222.0
Andhra Pradesh,Vizianagaram,Gram,Rabi,2016-17,1508.0
Andhra Pradesh,Vizianagaram,Jowar,Kharif,2016-17,1440.0
Andhra Pradesh,Vizianagaram,Maize,Kharif,2016-17,4658.0
Andhra Pradesh,Vizianagaram,Maize,Rabi,2016-17,6537.0
Andhra Pradesh,Vizianagaram,Moong,Kharif,2016-17,429.0
Andhra Pradesh,Vizianagaram,Moong,Rabi,2016-17,462.0
Andhra Pradesh,Vizianagaram,Ragi,Kharif,2016-17,951.0
Andhra Pradesh,Vizianagaram,Ragi,Rabi,2016-17,2051.0
Andhra Pradesh,Vizianagaram,Rice,Kharif,2016-17,3037.0
Andhra Pradesh,Vizianagaram,Rice,Rabi,2016-17,3041.0
Andhra Pradesh,Vizianagaram,Shree Anna /Nutri Cereals,Kharif,2016-17,970.0
Andhra Pradesh,Vizianagaram,Shree Anna /Nutri Cereals,Rabi,2016-17,2051.0
Andhra Pradesh,Vizianagaram,Small Millets,Kharif,2016-17,738.0
Andhra Pradesh,Vizianagaram,Tur,Kharif,2016-17,780.0
Andhra Pradesh,Vizianagaram,Urad,Kharif,2016-17,640.0
Andhra Pradesh,Vizianagaram,Urad,Rabi,2016-17,472.0
Andhra Pradesh,West Godavari,Gram,Rabi,2016-17,1600.0
Andhra Pradesh,West Godavari,Jowar,Kharif,2016-17,1429.0
Andhra Pradesh,West Godavari,Jowar,Rabi,2016-17,3500.0
Andhra Pradesh,West Godavari,Maize,Kharif,2016-17,5909.0
Andhra Pradesh,West Godavari,Maize,Rabi,2016-17,8747.0
Andhra Pradesh,West Godavari,Moong,Kharif,2016-17,980.0
Andhra Pradesh,West Godavari,Moong,Rabi,2016-17,227.0
Andhra Pradesh,West Godavari,Ragi,Kharif,2016-17,1000.0
Andhra Pradesh,West Godavari,Ragi,Rabi,2016-17,1571.0
Andhra Pradesh,West Godavari,Rice,Kharif,2016-17,3553.0
Andhra Pradesh,West Godavari,Rice,Rabi,2016-17,5017.0
Andhra Pradesh,West Godavari,Shree Anna /Nutri Cereals,Kharif,2016-17,1256.0
Andhra Pradesh,West Godavari,Shree Anna /Nutri Cereals,Rabi,2016-17,2273.0
Andhra Pradesh,West Godavari,Small Millets,Kharif,2016-17,333.0
Andhra Pradesh,West Godavari,Tur,Kharif,2016-17,583.0
Andhra Pradesh,West Godavari,Tur,Rabi,2016-17,583.0
Andhra Pradesh,West Godavari,Urad,Kharif,2016-17,1288.0
Andhra Pradesh,West Godavari,Urad,Rabi,2016-17,198.0
Andhra Pradesh,Y.S.R. Kadapa,Bajra,Kharif,2016-17,1169.0
Andhra Pradesh,Y.S.R. Kadapa,Bajra,Rabi,2016-17,1169.0
Andhra Pradesh,Y.S.R. Kadapa,Gram,Kharif,2016-17,400.0
Andhra Pradesh,Y.S.R. Kadapa,Gram,Rabi,2016-17,403.0
Andhra Pradesh,Y.S.R. Kadapa,Jowar,Kharif,2016-17,963.0
Andhra Pradesh,Y.S.R. Kadapa,Jowar,Rabi,2016-17,1077.0
Andhra Pradesh,Y.S.R. Kadapa,Maize,Kharif,2016-17,4232.0
Andhra Pradesh,Y.S.R. Kadapa,Maize,Rabi,2016-17,5311.0
Andhra Pradesh,Y.S.R. Kadapa,Moong,Kharif,2016-17,347.0
Andhra Pradesh,Y.S.R. Kadapa,Moong,Rabi,2016-17,411.0
Andhra Pradesh,Y.S.R. Kadapa,Ragi,Kharif,2016-17,737.0
Andhra Pradesh,Y.S.R. Kadapa,Ragi,Rabi,2016-17,1904.0
Andhra Pradesh,Y.S.R. Kadapa,Rice,Kharif,2016-17,3306.0
Andhra Pradesh,Y.S.R. Kadapa,Rice,Rabi,2016-17,3180.0
Andhra Pradesh,Y.S.R. Kadapa,Shree Anna /Nutri Cereals,Kharif,2016-17,957.0
Andhra Pradesh,Y.S.R. Kadapa,Shree Anna /Nutri Cereals,Rabi,2016-17,1085.0
Andhra Pradesh,Y.S.R. Kadapa,Small Millets,Kharif,2016-17,424.0
Andhra Pradesh,Y.S.R. Kadapa,Small Millets,Rabi,2016-17,423.0
Andhra Pradesh,Y.S.R. Kadapa,Tur,Kharif,2016-17,195.0
Andhra Pradesh,Y.S.R. Kadapa,Tur,Rabi,2016-17,188.0
Andhra Pradesh,Y.S.R. Kadapa,Urad,Kharif,2016-17,727.0
Andhra Pradesh,Y.S.R. Kadapa,Urad,Rabi,2016-17,639.0
Andhra Pradesh,Y.S.R. Kadapa,Wheat,Rabi,2016-17,2000.0
Arunachal Pradesh,Anjaw,Lentil,Rabi,2016-17,237.0
Arunachal Pradesh,Anjaw,Maize,Kharif,2016-17,2328.0
Arunachal Pradesh,Anjaw,Moong,Kharif,2016-17,867.0
Arunachal Pradesh,Anjaw,Rice,Kharif,2016-17,686.0
Arunachal Pradesh,Anjaw,Shree Anna /Nutri Cereals,Kharif,2016-17,1162.0
Arunachal Pradesh,Anjaw,Small Millets,Kharif,2016-17,1162.0
Arunachal Pradesh,Anjaw,Urad,Kharif,2016-17,833.0
Arunachal Pradesh,Anjaw,Urad,Rabi,2016-17,969.0
Arunachal Pradesh,Changlang,Maize,Kharif,2016-17,1463.0
Arunachal Pradesh,Changlang,Moong,Kharif,2016-17,1033.0
Arunachal Pradesh,Changlang,Rice,Kharif,2016-17,2203.0
Arunachal Pradesh,Changlang,Shree Anna /Nutri Cereals,Kharif,2016-17,614.0
Arunachal Pradesh,Changlang,Small Millets,Kharif,2016-17,614.0
Arunachal Pradesh,Changlang,Urad,Kharif,2016-17,1030.0
Arunachal Pradesh,Changlang,Urad,Rabi,2016-17,915.0
Arunachal Pradesh,Changlang,Wheat,Rabi,2016-17,2300.0
Arunachal Pradesh,Dibang Valley,Lentil,Rabi,2016-17,531.0
Arunachal Pradesh,Dibang Valley,Maize,Kharif,2016-17,1402.0
Arunachal Pradesh,Dibang Valley,Moong,Kharif,2016-17,944.0
Arunachal Pradesh,Dibang Valley,Rice,Kharif,2016-17,929.0
Arunachal Pradesh,Dibang Valley,Shree Anna /Nutri Cereals,Kharif,2016-17,1012.0
Arunachal Pradesh,Dibang Valley,Small Millets,Kharif,2016-17,1012.0
Arunachal Pradesh,Dibang Valley,Tur,Kharif,2016-17,577.0
Arunachal Pradesh,Dibang Valley,Urad,Kharif,2016-17,625.0
Arunachal Pradesh,Dibang Valley,Urad,Rabi,2016-17,614.0
Arunachal Pradesh,East Kameng,Maize,Kharif,2016-17,1461.0
Arunachal Pradesh,East Kameng,Moong,Kharif,2016-17,1048.0
Arunachal Pradesh,East Kameng,Rice,Kharif,2016-17,1233.0
Arunachal Pradesh,East Kameng,Shree Anna /Nutri Cereals,Kharif,2016-17,1051.0
Arunachal Pradesh,East Kameng,Small Millets,Kharif,2016-17,1051.0
Arunachal Pradesh,East Kameng,Tur,Kharif,2016-17,919.0
Arunachal Pradesh,East Kameng,Urad,Kharif,2016-17,817.0
Arunachal Pradesh,East Kameng,Urad,Rabi,2016-17,795.0
Arunachal Pradesh,East Kameng,Wheat,Rabi,2016-17,2351.0
Arunachal Pradesh,East Siang,Lentil,Rabi,2016-17,512.0
Arunachal Pradesh,East Siang,Maize,Kharif,2016-17,1959.0
Arunachal Pradesh,East Siang,Moong,Kharif,2016-17,733.0
Arunachal Pradesh,East Siang,Rice,Kharif,2016-17,1821.0
Arunachal Pradesh,East Siang,Shree Anna /Nutri Cereals,Kharif,2016-17,1179.0
Arunachal Pradesh,East Siang,Small Millets,Kharif,2016-17,1179.0
Arunachal Pradesh,East Siang,Tur,Kharif,2016-17,937.0
Arunachal Pradesh,East Siang,Urad,Kharif,2016-17,733.0
Arunachal Pradesh,East Siang,Urad,Rabi,2016-17,857.0
Arunachal Pradesh,East Siang,Wheat,Rabi,2016-17,2659.0
Arunachal Pradesh,Kra Daadi,Maize,Kharif,2016-17,1103.0
Arunachal Pradesh,Kra Daadi,Rice,Kharif,2016-17,1357.0
Arunachal Pradesh,Kra Daadi,Shree Anna /Nutri Cereals,Kharif,2016-17,923.0
Arunachal Pradesh,Kra Daadi,Small Millets,Kharif,2016-17,923.0
Arunachal Pradesh,Kra Daadi,Urad,Kharif,2016-17,600.0
Arunachal Pradesh,Kra Daadi,Urad,Rabi,2016-17,556.0
Arunachal Pradesh,Kurung Kumey,Maize,Kharif,2016-17,995.0
Arunachal Pradesh,Kurung Kumey,Rice,Kharif,2016-17,1343.0
Arunachal Pradesh,Kurung Kumey,Shree Anna /Nutri Cereals,Kharif,2016-17,896.0
Arunachal Pradesh,Kurung Kumey,Small Millets,Kharif,2016-17,896.0
Arunachal Pradesh,Kurung Kumey,Urad,Kharif,2016-17,556.0
Arunachal Pradesh,Kurung Kumey,Urad,Rabi,2016-17,571.0
Arunachal Pradesh,Lohit,Maize,Kharif,2016-17,1217.0
Arunachal Pradesh,Lohit,Moong,Kharif,2016-17,838.0
Arunachal Pradesh,Lohit,Rice,Kharif,2016-17,2052.0
Arunachal Pradesh,Lohit,Shree Anna /Nutri Cereals,Kharif,2016-17,754.0
Arunachal Pradesh,Lohit,Small Millets,Kharif,2016-17,754.0
Arunachal Pradesh,Lohit,Tur,Kharif,2016-17,538.0
Arunachal Pradesh,Lohit,Urad,Kharif,2016-17,552.0
Arunachal Pradesh,Lohit,Urad,Rabi,2016-17,821.0
Arunachal Pradesh,Lohit,Wheat,Rabi,2016-17,2126.0
Arunachal Pradesh,Longding,Maize,Kharif,2016-17,2343.0
Arunachal Pradesh,Longding,Moong,Kharif,2016-17,857.0
Arunachal Pradesh,Longding,Rice,Kharif,2016-17,1614.0
Arunachal Pradesh,Longding,Shree Anna /Nutri Cereals,Kharif,2016-17,1165.0
Arunachal Pradesh,Longding,Small Millets,Kharif,2016-17,1165.0
Arunachal Pradesh,Longding,Tur,Kharif,2016-17,321.0
Arunachal Pradesh,Longding,Urad,Kharif,2016-17,842.0
Arunachal Pradesh,Longding,Urad,Rabi,2016-17,840.0
Arunachal Pradesh,Lower Dibang Valley,Lentil,Rabi,2016-17,545.0
Arunachal Pradesh,Lower Dibang Valley,Maize,Kharif,2016-17,1333.0
Arunachal Pradesh,Lower Dibang Valley,Moong,Kharif,2016-17,1045.0
Arunachal Pradesh,Lower Dibang Valley,Rice,Kharif,2016-17,1421.0
Arunachal Pradesh,Lower Dibang Valley,Shree Anna /Nutri Cereals,Kharif,2016-17,866.0
Arunachal Pradesh,Lower Dibang Valley,Small Millets,Kharif,2016-17,866.0
Arunachal Pradesh,Lower Dibang Valley,Tur,Kharif,2016-17,899.0
Arunachal Pradesh,Lower Dibang Valley,Urad,Kharif,2016-17,875.0
Arunachal Pradesh,Lower Dibang Valley,Urad,Rabi,2016-17,917.0
Arunachal Pradesh,Lower Dibang Valley,Wheat,Rabi,2016-17,2018.0
Arunachal Pradesh,Lower Subansiri,Lentil,Rabi,2016-17,818.0
Arunachal Pradesh,Lower Subansiri,Maize,Kharif,2016-17,2176.0
Arunachal Pradesh,Lower Subansiri,Moong,Kharif,2016-17,965.0
Arunachal Pradesh,Lower Subansiri,Rice,Kharif,2016-17,2237.0
Arunachal Pradesh,Lower Subansiri,Shree Anna /Nutri Cereals,Kharif,2016-17,1028.0
Arunachal Pradesh,Lower Subansiri,Small Millets,Kharif,2016-17,1028.0
Arunachal Pradesh,Lower Subansiri,Tur,Kharif,2016-17,913.0
Arunachal Pradesh,Lower Subansiri,Urad,Kharif,2016-17,882.0
Arunachal Pradesh,Lower Subansiri,Urad,Rabi,2016-17,935.0
Arunachal Pradesh,Namsai,Maize,Kharif,2016-17,1224.0
Arunachal Pradesh,Namsai,Moong,Kharif,2016-17,635.0
Arunachal Pradesh,Namsai,Rice,Kharif,2016-17,2258.0
Arunachal Pradesh,Namsai,Shree Anna /Nutri Cereals,Kharif,2016-17,908.0
Arunachal Pradesh,Namsai,Small Millets,Kharif,2016-17,908.0
Arunachal Pradesh,Namsai,Tur,Kharif,2016-17,618.0
Arunachal Pradesh,Namsai,Urad,Kharif,2016-17,1092.0
Arunachal Pradesh,Namsai,Urad,Rabi,2016-17,852.0
Arunachal Pradesh,Namsai,Wheat,Rabi,2016-17,2096.0
Arunachal Pradesh,Papum Pare,Lentil,Rabi,2016-17,528.0
Arunachal Pradesh,Papum Pare,Maize,Kharif,2016-17,1728.0
Arunachal Pradesh,Papum Pare,Moong,Kharif,2016-17,938.0
Arunachal Pradesh,Papum Pare,Rice,Kharif,2016-17,1975.0
Arunachal Pradesh,Papum Pare,Shree Anna /Nutri Cereals,Kharif,2016-17,1273.0
Arunachal Pradesh,Papum Pare,Small Millets,Kharif,2016-17,1273.0
Arunachal Pradesh,Papum Pare,Tur,Kharif,2016-17,1113.0
Arunachal Pradesh,Papum Pare,Urad,Kharif,2016-17,907.0
Arunachal Pradesh,Papum Pare,Urad,Rabi,2016-17,1136.0
