State,District,Crop,Season,Year,Yield_Kg_Ha
Gujarat,Navsari,Rice,Summer,2024-25,2971.0
Gujarat,Navsari,Shree Anna /Nutri Cereals,Kharif,2024-25,1366.0
Gujarat,Navsari,Shree Anna /Nutri Cereals,Rabi,2024-25,1773.0
Gujarat,Navsari,Tur,Kharif,2024-25,1162.0
Gujarat,Navsari,Urad,Kharif,2024-25,570.0
Gujarat,Navsari,Urad,Summer,2024-25,700.0
Gujarat,Navsari,Wheat,Rabi,2024-25,3058.0
Gujarat,Panch Mahals,Bajra,Kharif,2024-25,1844.0
Gujarat,Panch Mahals,Bajra,Summer,2024-25,2172.0
Gujarat,Panch Mahals,Gram,Rabi,2024-25,1841.0
Gujarat,Panch Mahals,Maize,Kharif,2024-25,1169.0
Gujarat,Panch Mahals,Maize,Rabi,2024-25,2658.0
Gujarat,Panch Mahals,Maize,Summer,2024-25,2490.0
Gujarat,Panch Mahals,Moong,Kharif,2024-25,497.0
Gujarat,Panch Mahals,Moong,Summer,2024-25,1201.0
Gujarat,Panch Mahals,Ragi,Kharif,2024-25,835.0
Gujarat,Panch Mahals,Rice,Kharif,2024-25,1871.0
Gujarat,Panch Mahals,Rice,Summer,2024-25,2000.0
Gujarat,Panch Mahals,Shree Anna /Nutri Cereals,Kharif,2024-25,1794.0
Gujarat,Panch Mahals,Shree Anna /Nutri Cereals,Summer,2024-25,2172.0
Gujarat,Panch Mahals,Tur,Kharif,2024-25,1476.0
Gujarat,Panch Mahals,Urad,Kharif,2024-25,570.0
Gujarat,Panch Mahals,Urad,Summer,2024-25,980.0
Gujarat,Panch Mahals,Wheat,Rabi,2024-25,2517.0
Gujarat,Patan,Bajra,Kharif,2024-25,1090.0
Gujarat,Patan,Bajra,Summer,2024-25,2650.0
Gujarat,Patan,Gram,Rabi,2024-25,1446.0
Gujarat,Patan,Jowar,Kharif,2024-25,1366.0
Gujarat,Patan,Moong,Kharif,2024-25,459.0
Gujarat,Patan,Moong,Summer,2024-25,1201.0
Gujarat,Patan,Shree Anna /Nutri Cereals,Kharif,2024-25,1205.0
Gujarat,Patan,Shree Anna /Nutri Cereals,Summer,2024-25,2650.0
Gujarat,Patan,Small Millets,Kharif,2024-25,2238.0
Gujarat,Patan,Tur,Kharif,2024-25,1162.0
Gujarat,Patan,Urad,Kharif,2024-25,375.0
Gujarat,Patan,Wheat,Rabi,2024-25,2563.0
Gujarat,Porbandar,Bajra,Summer,2024-25,2882.0
Gujarat,Porbandar,Gram,Rabi,2024-25,2442.0
Gujarat,Porbandar,Jowar,Rabi,2024-25,1651.0
Gujarat,Porbandar,Moong,Kharif,2024-25,497.0
Gujarat,Porbandar,Moong,Summer,2024-25,1169.0
Gujarat,Porbandar,Shree Anna /Nutri Cereals,Rabi,2024-25,1651.0
Gujarat,Porbandar,Shree Anna /Nutri Cereals,Summer,2024-25,2882.0
Gujarat,Porbandar,Tur,Kharif,2024-25,1162.0
Gujarat,Porbandar,Urad,Kharif,2024-25,570.0
Gujarat,Porbandar,Urad,Summer,2024-25,1241.0
Gujarat,Porbandar,Wheat,Rabi,2024-25,3169.0
Gujarat,Rajkot,Bajra,Kharif,2024-25,1844.0
Gujarat,Rajkot,Bajra,Summer,2024-25,2882.0
Gujarat,Rajkot,Gram,Rabi,2024-25,2334.0
Gujarat,Rajkot,Maize,Kharif,2024-25,1474.0
Gujarat,Rajkot,Moong,Kharif,2024-25,497.0
Gujarat,Rajkot,Moong,Summer,2024-25,1201.0
Gujarat,Rajkot,Shree Anna /Nutri Cereals,Kharif,2024-25,1844.0
Gujarat,Rajkot,Shree Anna /Nutri Cereals,Summer,2024-25,2882.0
Gujarat,Rajkot,Tur,Kharif,2024-25,2006.0
Gujarat,Rajkot,Urad,Kharif,2024-25,570.0
Gujarat,Rajkot,Urad,Summer,2024-25,1344.0
Gujarat,Rajkot,Wheat,Rabi,2024-25,3858.0
Gujarat,Sabar Kantha,Bajra,Kharif,2024-25,1844.0
Gujarat,Sabar Kantha,Bajra,Summer,2024-25,2820.0
Gujarat,Sabar Kantha,Gram,Rabi,2024-25,1954.0
Gujarat,Sabar Kantha,Maize,Kharif,2024-25,2108.0
Gujarat,Sabar Kantha,Maize,Rabi,2024-25,3084.0
Gujarat,Sabar Kantha,Maize,Summer,2024-25,2250.0
Gujarat,Sabar Kantha,Moong,Kharif,2024-25,497.0
Gujarat,Sabar Kantha,Moong,Summer,2024-25,1201.0
Gujarat,Sabar Kantha,Rice,Kharif,2024-25,3056.0
Gujarat,Sabar Kantha,Shree Anna /Nutri Cereals,Kharif,2024-25,1844.0
Gujarat,Sabar Kantha,Shree Anna /Nutri Cereals,Summer,2024-25,2820.0
Gujarat,Sabar Kantha,Tur,Kharif,2024-25,1193.0
Gujarat,Sabar Kantha,Urad,Kharif,2024-25,770.0
Gujarat,Sabar Kantha,Wheat,Rabi,2024-25,2962.0
Gujarat,Surat,Bajra,Kharif,2024-25,1844.0
Gujarat,Surat,Gram,Rabi,2024-25,1841.0
Gujarat,Surat,Jowar,Kharif,2024-25,1271.0
Gujarat,Surat,Jowar,Rabi,2024-25,1117.0
Gujarat,Surat,Maize,Kharif,2024-25,1321.0
Gujarat,Surat,Maize,Rabi,2024-25,2656.0
Gujarat,Surat,Maize,Summer,2024-25,1831.0
Gujarat,Surat,Moong,Kharif,2024-25,497.0
Gujarat,Surat,Moong,Summer,2024-25,830.0
Gujarat,Surat,Ragi,Kharif,2024-25,835.0
Gujarat,Surat,Rice,Kharif,2024-25,2048.0
Gujarat,Surat,Rice,Summer,2024-25,2360.0
Gujarat,Surat,Shree Anna /Nutri Cereals,Kharif,2024-25,1271.0
Gujarat,Surat,Shree Anna /Nutri Cereals,Rabi,2024-25,1117.0
Gujarat,Surat,Tur,Kharif,2024-25,883.0
Gujarat,Surat,Urad,Kharif,2024-25,803.0
Gujarat,Surat,Urad,Summer,2024-25,984.0
Gujarat,Surat,Wheat,Rabi,2024-25,2470.0
Gujarat,Surendranagar,Bajra,Kharif,2024-25,1330.0
Gujarat,Surendranagar,Bajra,Summer,2024-25,2882.0
Gujarat,Surendranagar,Gram,Rabi,2024-25,1626.0
Gujarat,Surendranagar,Moong,Kharif,2024-25,497.0
Gujarat,Surendranagar,Moong,Summer,2024-25,1201.0
Gujarat,Surendranagar,Rice,Kharif,2024-25,1056.0
Gujarat,Surendranagar,Rice,Summer,2024-25,2738.0
Gujarat,Surendranagar,Shree Anna /Nutri Cereals,Kharif,2024-25,1330.0
Gujarat,Surendranagar,Shree Anna /Nutri Cereals,Summer,2024-25,2882.0
Gujarat,Surendranagar,Tur,Kharif,2024-25,1131.0
Gujarat,Surendranagar,Urad,Kharif,2024-25,563.0
Gujarat,Surendranagar,Wheat,Rabi,2024-25,2574.0
Gujarat,Tapi,Bajra,Summer,2024-25,2882.0
Gujarat,Tapi,Gram,Rabi,2024-25,1097.0
Gujarat,Tapi,Jowar,Kharif,2024-25,1684.0
Gujarat,Tapi,Jowar,Rabi,2024-25,1240.0
Gujarat,Tapi,Maize,Kharif,2024-25,1970.0
Gujarat,Tapi,Maize,Rabi,2024-25,2656.0
Gujarat,Tapi,Maize,Summer,2024-25,2534.0
Gujarat,Tapi,Moong,Summer,2024-25,1033.0
Gujarat,Tapi,Ragi,Kharif,2024-25,835.0
Gujarat,Tapi,Rice,Kharif,2024-25,2997.0
Gujarat,Tapi,Rice,Summer,2024-25,3392.0
Gujarat,Tapi,Shree Anna /Nutri Cereals,Kharif,2024-25,1681.0
Gujarat,Tapi,Shree Anna /Nutri Cereals,Rabi,2024-25,1240.0
Gujarat,Tapi,Shree Anna /Nutri Cereals,Summer,2024-25,2882.0
Gujarat,Tapi,Tur,Kharif,2024-25,749.0
Gujarat,Tapi,Urad,Kharif,2024-25,570.0
Gujarat,Tapi,Urad,Summer,2024-25,1000.0
Gujarat,Tapi,Wheat,Rabi,2024-25,2533.0
Gujarat,Vadodara,Bajra,Summer,2024-25,2360.0
Gujarat,Vadodara,Gram,Rabi,2024-25,1841.0
Gujarat,Vadodara,Jowar,Rabi,2024-25,3065.0
Gujarat,Vadodara,Maize,Kharif,2024-25,1474.0
Gujarat,Vadodara,Maize,Rabi,2024-25,2754.0
Gujarat,Vadodara,Maize,Summer,2024-25,1610.0
Gujarat,Vadodara,Moong,Kharif,2024-25,497.0
Gujarat,Vadodara,Moong,Summer,2024-25,1201.0
Gujarat,Vadodara,Rice,Kharif,2024-25,1984.0
Gujarat,Vadodara,Rice,Summer,2024-25,2088.0
Gujarat,Vadodara,Shree Anna /Nutri Cereals,Kharif,2024-25,1949.0
Gujarat,Vadodara,Shree Anna /Nutri Cereals,Rabi,2024-25,3065.0
Gujarat,Vadodara,Shree Anna /Nutri Cereals,Summer,2024-25,2360.0
Gujarat,Vadodara,Small Millets,Kharif,2024-25,1949.0
Gujarat,Vadodara,Tur,Kharif,2024-25,1210.0
Gujarat,Vadodara,Urad,Kharif,2024-25,570.0
Gujarat,Vadodara,Wheat,Rabi,2024-25,2547.0
Gujarat,Valsad,Gram,Rabi,2024-25,1076.0
Gujarat,Valsad,Moong,Kharif,2024-25,497.0
Gujarat,Valsad,Moong,Summer,2024-25,1201.0
Gujarat,Valsad,Ragi,Kharif,2024-25,626.0
Gujarat,Valsad,Rice,Kharif,2024-25,2472.0
Gujarat,Valsad,Rice,Summer,2024-25,2738.0
Gujarat,Valsad,Shree Anna /Nutri Cereals,Kharif,2024-25,626.0
Gujarat,Valsad,Tur,Kharif,2024-25,651.0
Gujarat,Valsad,Urad,Kharif,2024-25,637.0
Haryana,Ambala,Bajra,Kharif,2024-25,2225.0
Haryana,Ambala,Maize,Kharif,2024-25,3714.0
Haryana,Ambala,Rice,Kharif,2024-25,4233.0
Haryana,Ambala,Shree Anna /Nutri Cereals,Kharif,2024-25,2225.0
Haryana,Ambala,Wheat,Rabi,2024-25,4640.0
Haryana,Bhiwani,Bajra,Kharif,2024-25,2484.0
Haryana,Bhiwani,Barley,Rabi,2024-25,3488.0
Haryana,Bhiwani,Gram,Rabi,2024-25,1372.0
Haryana,Bhiwani,Maize,Kharif,2024-25,3714.0
Haryana,Bhiwani,Moong,Kharif,2024-25,890.0
Haryana,Bhiwani,Rice,Kharif,2024-25,3805.0
Haryana,Bhiwani,Shree Anna /Nutri Cereals,Kharif,2024-25,2484.0
Haryana,Bhiwani,Wheat,Rabi,2024-25,4735.0
Haryana,Charkhi Dadri,Bajra,Kharif,2024-25,2230.0
Haryana,Charkhi Dadri,Barley,Rabi,2024-25,3988.0
Haryana,Charkhi Dadri,Gram,Rabi,2024-25,1627.0
Haryana,Charkhi Dadri,Jowar,Kharif,2024-25,527.0
Haryana,Charkhi Dadri,Moong,Kharif,2024-25,834.0
Haryana,Charkhi Dadri,Rice,Kharif,2024-25,3175.0
Haryana,Charkhi Dadri,Shree Anna /Nutri Cereals,Kharif,2024-25,2214.0
Haryana,Charkhi Dadri,Wheat,Rabi,2024-25,4591.0
Haryana,Faridabad,Bajra,Kharif,2024-25,1963.0
Haryana,Faridabad,Barley,Rabi,2024-25,3653.0
Haryana,Faridabad,Jowar,Kharif,2024-25,527.0
Haryana,Faridabad,Maize,Kharif,2024-25,3714.0
Haryana,Faridabad,Moong,Kharif,2024-25,898.0
Haryana,Faridabad,Rice,Kharif,2024-25,2874.0
Haryana,Faridabad,Shree Anna /Nutri Cereals,Kharif,2024-25,1854.0
Haryana,Faridabad,Wheat,Rabi,2024-25,4135.0
Haryana,Fatehabad,Bajra,Kharif,2024-25,2767.0
Haryana,Fatehabad,Barley,Rabi,2024-25,4037.0
Haryana,Fatehabad,Gram,Rabi,2024-25,1612.0
Haryana,Fatehabad,Jowar,Kharif,2024-25,527.0
Haryana,Fatehabad,Maize,Kharif,2024-25,3714.0
Haryana,Fatehabad,Moong,Kharif,2024-25,779.0
Haryana,Fatehabad,Rice,Kharif,2024-25,4272.0
Haryana,Fatehabad,Shree Anna /Nutri Cereals,Kharif,2024-25,2759.0
Haryana,Fatehabad,Wheat,Rabi,2024-25,5308.0
Haryana,Gurugram,Bajra,Kharif,2024-25,2187.0
Haryana,Gurugram,Barley,Rabi,2024-25,4170.0
Haryana,Gurugram,Jowar,Kharif,2024-25,527.0
Haryana,Gurugram,Maize,Kharif,2024-25,3714.0
Haryana,Gurugram,Moong,Kharif,2024-25,898.0
Haryana,Gurugram,Rice,Kharif,2024-25,2978.0
Haryana,Gurugram,Shree Anna /Nutri Cereals,Kharif,2024-25,2180.0
Haryana,Gurugram,Wheat,Rabi,2024-25,4039.0
Haryana,Hisar,Bajra,Kharif,2024-25,2160.0
Haryana,Hisar,Barley,Rabi,2024-25,3788.0
Haryana,Hisar,Gram,Rabi,2024-25,1839.0
Haryana,Hisar,Maize,Kharif,2024-25,2048.0
Haryana,Hisar,Moong,Kharif,2024-25,936.0
Haryana,Hisar,Rice,Kharif,2024-25,3248.0
Haryana,Hisar,Shree Anna /Nutri Cereals,Kharif,2024-25,2160.0
Haryana,Hisar,Wheat,Rabi,2024-25,4883.0
Haryana,Jhajjar,Bajra,Kharif,2024-25,2224.0
Haryana,Jhajjar,Barley,Rabi,2024-25,3815.0
Haryana,Jhajjar,Gram,Rabi,2024-25,1688.0
Haryana,Jhajjar,Jowar,Kharif,2024-25,526.0
Haryana,Jhajjar,Maize,Kharif,2024-25,3714.0
Haryana,Jhajjar,Moong,Kharif,2024-25,898.0
Haryana,Jhajjar,Rice,Kharif,2024-25,3169.0
Haryana,Jhajjar,Shree Anna /Nutri Cereals,Kharif,2024-25,2075.0
Haryana,Jhajjar,Wheat,Rabi,2024-25,4616.0
Haryana,Jind,Bajra,Kharif,2024-25,2183.0
Haryana,Jind,Barley,Rabi,2024-25,4054.0
Haryana,Jind,Gram,Rabi,2024-25,1390.0
Haryana,Jind,Jowar,Kharif,2024-25,527.0
Haryana,Jind,Maize,Kharif,2024-25,3714.0
Haryana,Jind,Moong,Kharif,2024-25,898.0
Haryana,Jind,Rice,Kharif,2024-25,3310.0
Haryana,Jind,Shree Anna /Nutri Cereals,Kharif,2024-25,2180.0
Haryana,Jind,Wheat,Rabi,2024-25,4922.0
Haryana,Kaithal,Bajra,Kharif,2024-25,1735.0
Haryana,Kaithal,Maize,Kharif,2024-25,3714.0
Haryana,Kaithal,Rice,Kharif,2024-25,4060.0
Haryana,Kaithal,Shree Anna /Nutri Cereals,Kharif,2024-25,1735.0
Haryana,Kaithal,Wheat,Rabi,2024-25,4865.0
Haryana,Karnal,Bajra,Kharif,2024-25,2225.0
Haryana,Karnal,Barley,Rabi,2024-25,3653.0
Haryana,Karnal,Gram,Rabi,2024-25,1688.0
Haryana,Karnal,Jowar,Kharif,2024-25,527.0
Haryana,Karnal,Maize,Kharif,2024-25,3714.0
Haryana,Karnal,Rice,Kharif,2024-25,4292.0
Haryana,Karnal,Shree Anna /Nutri Cereals,Kharif,2024-25,788.0
Haryana,Karnal,Wheat,Rabi,2024-25,4896.0
Haryana,Kurukshetra,Barley,Rabi,2024-25,3653.0
Haryana,Kurukshetra,Maize,Kharif,2024-25,3714.0
Haryana,Kurukshetra,Rice,Kharif,2024-25,4732.0
Haryana,Kurukshetra,Wheat,Rabi,2024-25,4571.0
Haryana,Mahendragarh,Bajra,Kharif,2024-25,2239.0
Haryana,Mahendragarh,Barley,Rabi,2024-25,2813.0
Haryana,Mahendragarh,Gram,Rabi,2024-25,1401.0
Haryana,Mahendragarh,Jowar,Kharif,2024-25,527.0
Haryana,Mahendragarh,Maize,Kharif,2024-25,3714.0
Haryana,Mahendragarh,Moong,Kharif,2024-25,898.0
Haryana,Mahendragarh,Rice,Kharif,2024-25,3766.0
Haryana,Mahendragarh,Shree Anna /Nutri Cereals,Kharif,2024-25,2239.0
Haryana,Mahendragarh,Wheat,Rabi,2024-25,4518.0
Haryana,Nuh,Bajra,Kharif,2024-25,2402.0
Haryana,Nuh,Barley,Rabi,2024-25,2955.0
Haryana,Nuh,Gram,Rabi,2024-25,1688.0
Haryana,Nuh,Jowar,Kharif,2024-25,527.0
Haryana,Nuh,Moong,Kharif,2024-25,898.0
Haryana,Nuh,Rice,Kharif,2024-25,2510.0
Haryana,Nuh,Shree Anna /Nutri Cereals,Kharif,2024-25,2111.0
Haryana,Nuh,Wheat,Rabi,2024-25,4271.0
Haryana,Palwal,Bajra,Kharif,2024-25,2116.0
Haryana,Palwal,Barley,Rabi,2024-25,3788.0
Haryana,Palwal,Jowar,Kharif,2024-25,527.0
Haryana,Palwal,Moong,Kharif,2024-25,898.0
Haryana,Palwal,Rice,Kharif,2024-25,2820.0
Haryana,Palwal,Shree Anna /Nutri Cereals,Kharif,2024-25,1835.0
Haryana,Palwal,Wheat,Rabi,2024-25,4439.0
Haryana,Panchkula,Bajra,Kharif,2024-25,1951.0
Haryana,Panchkula,Barley,Rabi,2024-25,3653.0
Haryana,Panchkula,Gram,Rabi,2024-25,1688.0
Haryana,Panchkula,Jowar,Kharif,2024-25,527.0
Haryana,Panchkula,Maize,Kharif,2024-25,3742.0
Haryana,Panchkula,Moong,Kharif,2024-25,898.0
Haryana,Panchkula,Rice,Kharif,2024-25,4052.0
Haryana,Panchkula,Shree Anna /Nutri Cereals,Kharif,2024-25,1935.0
Haryana,Panchkula,Wheat,Rabi,2024-25,3710.0
Haryana,Panipat,Bajra,Kharif,2024-25,2225.0
Haryana,Panipat,Barley,Rabi,2024-25,3653.0
Haryana,Panipat,Maize,Kharif,2024-25,3714.0
Haryana,Panipat,Moong,Kharif,2024-25,898.0
Haryana,Panipat,Rice,Kharif,2024-25,3609.0
Haryana,Panipat,Shree Anna /Nutri Cereals,Kharif,2024-25,2225.0
Haryana,Panipat,Wheat,Rabi,2024-25,4851.0
Haryana,Rewari,Bajra,Kharif,2024-25,1955.0
Haryana,Rewari,Barley,Rabi,2024-25,4309.0
Haryana,Rewari,Jowar,Kharif,2024-25,527.0
Haryana,Rewari,Maize,Kharif,2024-25,3714.0
Haryana,Rewari,Moong,Kharif,2024-25,898.0
Haryana,Rewari,Rice,Kharif,2024-25,2667.0
Haryana,Rewari,Shree Anna /Nutri Cereals,Kharif,2024-25,1953.0
Haryana,Rewari,Wheat,Rabi,2024-25,4395.0
Haryana,Rohtak,Bajra,Kharif,2024-25,1812.0
Haryana,Rohtak,Barley,Rabi,2024-25,2775.0
Haryana,Rohtak,Gram,Rabi,2024-25,1745.0
Haryana,Rohtak,Maize,Kharif,2024-25,3714.0
Haryana,Rohtak,Moong,Kharif,2024-25,898.0
Haryana,Rohtak,Rice,Kharif,2024-25,2899.0
Haryana,Rohtak,Shree Anna /Nutri Cereals,Kharif,2024-25,1812.0
Haryana,Rohtak,Wheat,Rabi,2024-25,4476.0
Haryana,Sirsa,Bajra,Kharif,2024-25,2332.0
Haryana,Sirsa,Barley,Rabi,2024-25,3536.0
Haryana,Sirsa,Gram,Rabi,2024-25,1751.0
Haryana,Sirsa,Jowar,Kharif,2024-25,527.0
Haryana,Sirsa,Maize,Kharif,2024-25,3714.0
Haryana,Sirsa,Moong,Kharif,2024-25,793.0
Haryana,Sirsa,Rice,Kharif,2024-25,3676.0
Haryana,Sirsa,Shree Anna /Nutri Cereals,Kharif,2024-25,2310.0
Haryana,Sirsa,Wheat,Rabi,2024-25,5016.0
Haryana,Sonipat,Bajra,Kharif,2024-25,2129.0
Haryana,Sonipat,Barley,Rabi,2024-25,3136.0
Haryana,Sonipat,Jowar,Kharif,2024-25,527.0
Haryana,Sonipat,Maize,Kharif,2024-25,3714.0
Haryana,Sonipat,Moong,Kharif,2024-25,898.0
Haryana,Sonipat,Rice,Kharif,2024-25,2965.0
Haryana,Sonipat,Shree Anna /Nutri Cereals,Kharif,2024-25,1642.0
Haryana,Sonipat,Wheat,Rabi,2024-25,4458.0
Haryana,Yamunanagar,Bajra,Kharif,2024-25,2225.0
Haryana,Yamunanagar,Gram,Rabi,2024-25,1688.0
Haryana,Yamunanagar,Jowar,Kharif,2024-25,527.0
Haryana,Yamunanagar,Maize,Kharif,2024-25,3714.0
Haryana,Yamunanagar,Moong,Kharif,2024-25,898.0
Haryana,Yamunanagar,Rice,Kharif,2024-25,4621.0
Haryana,Yamunanagar,Shree Anna /Nutri Cereals,Kharif,2024-25,1376.0
Haryana,Yamunanagar,Wheat,Rabi,2024-25,5002.0
Himachal Pradesh,Bilaspur,Barley,Rabi,2024-25,1754.0
Himachal Pradesh,Bilaspur,Gram,Rabi,2024-25,1455.0
Himachal Pradesh,Bilaspur,Lentil,Rabi,2024-25,1052.0
Himachal Pradesh,Bilaspur,Maize,Kharif,2024-25,1794.0
Himachal Pradesh,Bilaspur,Rice,Kharif,2024-25,951.0
Himachal Pradesh,Bilaspur,Urad,Kharif,2024-25,712.0
Himachal Pradesh,Bilaspur,Wheat,Rabi,2024-25,2266.0
Himachal Pradesh,Chamba,Barley,Rabi,2024-25,1276.0
Himachal Pradesh,Chamba,Lentil,Rabi,2024-25,1052.0
Himachal Pradesh,Chamba,Maize,Kharif,2024-25,2977.0
Himachal Pradesh,Chamba,Moong,Kharif,2024-25,486.0
Himachal Pradesh,Chamba,Rice,Kharif,2024-25,1983.0
Himachal Pradesh,Chamba,Shree Anna /Nutri Cereals,Kharif,2024-25,620.0
Himachal Pradesh,Chamba,Small Millets,Kharif,2024-25,620.0
Himachal Pradesh,Chamba,Urad,Kharif,2024-25,712.0
Himachal Pradesh,Chamba,Wheat,Rabi,2024-25,1853.0
Himachal Pradesh,Hamirpur,Barley,Rabi,2024-25,1754.0
Himachal Pradesh,Hamirpur,Maize,Kharif,2024-25,2212.0
Himachal Pradesh,Hamirpur,Rice,Kharif,2024-25,1612.0
Himachal Pradesh,Hamirpur,Wheat,Rabi,2024-25,1390.0
Himachal Pradesh,Kangra,Bajra,Kharif,2024-25,571.0
Himachal Pradesh,Kangra,Barley,Rabi,2024-25,1723.0
Himachal Pradesh,Kangra,Gram,Rabi,2024-25,1124.0
Himachal Pradesh,Kangra,Lentil,Rabi,2024-25,1052.0
Himachal Pradesh,Kangra,Maize,Kharif,2024-25,2324.0
Himachal Pradesh,Kangra,Rice,Kharif,2024-25,2083.0
Himachal Pradesh,Kangra,Shree Anna /Nutri Cereals,Kharif,2024-25,571.0
Himachal Pradesh,Kangra,Urad,Kharif,2024-25,573.0
Himachal Pradesh,Kangra,Wheat,Rabi,2024-25,1964.0
Himachal Pradesh,Kinnaur,Barley,Rabi,2024-25,1941.0
Himachal Pradesh,Kinnaur,Maize,Kharif,2024-25,2701.0
Himachal Pradesh,Kinnaur,Rice,Kharif,2024-25,2083.0
Himachal Pradesh,Kinnaur,Wheat,Rabi,2024-25,2034.0
Himachal Pradesh,Kullu,Barley,Rabi,2024-25,2044.0
Himachal Pradesh,Kullu,Lentil,Rabi,2024-25,1052.0
Himachal Pradesh,Kullu,Maize,Kharif,2024-25,2385.0
Himachal Pradesh,Kullu,Ragi,Kharif,2024-25,823.0
Himachal Pradesh,Kullu,Rice,Kharif,2024-25,1352.0
Himachal Pradesh,Kullu,Shree Anna /Nutri Cereals,Kharif,2024-25,795.0
Himachal Pradesh,Kullu,Small Millets,Kharif,2024-25,778.0
Himachal Pradesh,Kullu,Urad,Kharif,2024-25,925.0
Himachal Pradesh,Kullu,Wheat,Rabi,2024-25,2014.0
Himachal Pradesh,Lahaul And Spiti,Barley,Rabi,2024-25,0.0
Himachal Pradesh,Lahaul And Spiti,Maize,Kharif,2024-25,2701.0
Himachal Pradesh,Lahaul And Spiti,Shree Anna /Nutri Cereals,Kharif,2024-25,778.0
Himachal Pradesh,Lahaul And Spiti,Small Millets,Kharif,2024-25,778.0
Himachal Pradesh,Lahaul And Spiti,Wheat,Rabi,2024-25,0.0
Himachal Pradesh,Mandi,Bajra,Kharif,2024-25,429.0
Himachal Pradesh,Mandi,Barley,Rabi,2024-25,2117.0
Himachal Pradesh,Mandi,Gram,Rabi,2024-25,642.0
Himachal Pradesh,Mandi,Lentil,Rabi,2024-25,945.0
Himachal Pradesh,Mandi,Maize,Kharif,2024-25,3068.0
Himachal Pradesh,Mandi,Moong,Kharif,2024-25,496.0
Himachal Pradesh,Mandi,Ragi,Kharif,2024-25,823.0
Himachal Pradesh,Mandi,Rice,Kharif,2024-25,1833.0
Himachal Pradesh,Mandi,Shree Anna /Nutri Cereals,Kharif,2024-25,725.0
Himachal Pradesh,Mandi,Small Millets,Kharif,2024-25,778.0
Himachal Pradesh,Mandi,Tur,Kharif,2024-25,869.0
Himachal Pradesh,Mandi,Urad,Kharif,2024-25,814.0
Himachal Pradesh,Mandi,Wheat,Rabi,2024-25,2316.0
Himachal Pradesh,Shimla,Bajra,Kharif,2024-25,571.0
Himachal Pradesh,Shimla,Barley,Rabi,2024-25,1826.0
Himachal Pradesh,Shimla,Gram,Rabi,2024-25,1049.0
Himachal Pradesh,Shimla,Lentil,Rabi,2024-25,2291.0
Himachal Pradesh,Shimla,Maize,Kharif,2024-25,4261.0
Himachal Pradesh,Shimla,Moong,Kharif,2024-25,496.0
Himachal Pradesh,Shimla,Ragi,Kharif,2024-25,740.0
Himachal Pradesh,Shimla,Rice,Kharif,2024-25,1552.0
Himachal Pradesh,Shimla,Shree Anna /Nutri Cereals,Kharif,2024-25,770.0
Himachal Pradesh,Shimla,Small Millets,Kharif,2024-25,778.0
Himachal Pradesh,Shimla,Urad,Kharif,2024-25,777.0
Himachal Pradesh,Shimla,Wheat,Rabi,2024-25,2145.0
Himachal Pradesh,Sirmaur,Barley,Rabi,2024-25,2024.0
Himachal Pradesh,Sirmaur,Gram,Rabi,2024-25,1594.0
Himachal Pradesh,Sirmaur,Lentil,Rabi,2024-25,1052.0
Himachal Pradesh,Sirmaur,Maize,Kharif,2024-25,3293.0
Himachal Pradesh,Sirmaur,Moong,Kharif,2024-25,496.0
Himachal Pradesh,Sirmaur,Ragi,Kharif,2024-25,601.0
Himachal Pradesh,Sirmaur,Rice,Kharif,2024-25,3335.0
Himachal Pradesh,Sirmaur,Shree Anna /Nutri Cereals,Kharif,2024-25,610.0
Himachal Pradesh,Sirmaur,Small Millets,Kharif,2024-25,620.0
Himachal Pradesh,Sirmaur,Urad,Kharif,2024-25,620.0
Himachal Pradesh,Sirmaur,Wheat,Rabi,2024-25,2598.0
Himachal Pradesh,Solan,Bajra,Kharif,2024-25,571.0
Himachal Pradesh,Solan,Barley,Rabi,2024-25,1141.0
Himachal Pradesh,Solan,Gram,Rabi,2024-25,1530.0
Himachal Pradesh,Solan,Lentil,Rabi,2024-25,1052.0
Himachal Pradesh,Solan,Maize,Kharif,2024-25,3354.0
Himachal Pradesh,Solan,Ragi,Kharif,2024-25,601.0
Himachal Pradesh,Solan,Rice,Kharif,2024-25,1653.0
Himachal Pradesh,Solan,Shree Anna /Nutri Cereals,Kharif,2024-25,575.0
Himachal Pradesh,Solan,Tur,Kharif,2024-25,869.0
Himachal Pradesh,Solan,Urad,Kharif,2024-25,407.0
Himachal Pradesh,Solan,Wheat,Rabi,2024-25,2467.0
Himachal Pradesh,Una,Gram,Rabi,2024-25,2129.0
Himachal Pradesh,Una,Maize,Kharif,2024-25,2273.0
Himachal Pradesh,Una,Moong,Kharif,2024-25,476.0
Himachal Pradesh,Una,Rice,Kharif,2024-25,2574.0
Himachal Pradesh,Una,Urad,Kharif,2024-25,906.0
Himachal Pradesh,Una,Wheat,Rabi,2024-25,2346.0
Jammu And Kashmir,Anantnag,Maize,Kharif,2024-25,2024.0
Jammu And Kashmir,Anantnag,Moong,Kharif,2024-25,1163.0
Jammu And Kashmir,Anantnag,Rice,Kharif,2024-25,2955.0
Jammu And Kashmir,Anantnag,Urad,Kharif,2024-25,452.0
Jammu And Kashmir,Bandipora,Maize,Kharif,2024-25,3379.0
Jammu And Kashmir,Bandipora,Moong,Kharif,2024-25,733.0
