"State","District","Crop","Season","Yield-2016-17","Yield-2017-18","Yield-2018-19"
"Andaman And Nicobar Islands","South Andamans","Other Pulses","Rabi","","",""
"Andaman And Nicobar Islands","South Andamans","Other Pulses","Total","","",""
"Andaman And Nicobar Islands","South Andamans","Total Pulses","Total","162.00","1035.00",""
"Andaman And Nicobar Islands","South Andamans","Total Food Grains","Kharif","2713.00","2087.00","2306.00"
"Andaman And Nicobar Islands","South Andamans","Total Food Grains","Rabi","1533.00","1252.00","1114.00"
"Andaman And Nicobar Islands","South Andamans","Total Food Grains","Total","2402.00","1993.00","2175.00"
"Andhra Pradesh","Ananthapuramu","Rice","Kharif","2454.00","2508.00","2674.00"
"Andhra Pradesh","Ananthapuramu","Rice","Rabi","2711.00","2982.00","2496.00"
"Andhra Pradesh","Ananthapuramu","Rice","Total","2509.00","2794.00","2622.00"
"Andhra Pradesh","Ananthapuramu","Wheat","Rabi","","750.00",""
"Andhra Pradesh","Ananthapuramu","Wheat","Total","","750.00",""
"Andhra Pradesh","Ananthapuramu","Maize","Kharif","2063.00","3766.00","2837.00"
"Andhra Pradesh","Ananthapuramu","Maize","Rabi","4533.00","4704.00","2958.00"
"Andhra Pradesh","Ananthapuramu","Maize","Total","2626.00","3936.00","2862.00"
"Andhra Pradesh","Ananthapuramu","Jowar","Kharif","201.00","533.00","84.00"
"Andhra Pradesh","Ananthapuramu","Jowar","Rabi","113.00","439.00","133.00"
"Andhra Pradesh","Ananthapuramu","Jowar","Total","169.00","514.00","94.00"
"Andhra Pradesh","Ananthapuramu","Bajra","Kharif","510.00","1337.00","1157.00"
"Andhra Pradesh","Ananthapuramu","Bajra","Rabi","500.00","1333.00","1154.00"
"Andhra Pradesh","Ananthapuramu","Bajra","Total","510.00","1337.00","1157.00"
"Andhra Pradesh","Ananthapuramu","Ragi","Kharif","2116.00","2336.00","1986.00"
"Andhra Pradesh","Ananthapuramu","Ragi","Rabi","2094.00","2588.00","2483.00"
"Andhra Pradesh","Ananthapuramu","Ragi","Total","2105.00","2420.00","2231.00"
"Andhra Pradesh","Ananthapuramu","Small Millets","Kharif","632.00","1202.00","219.00"
"Andhra Pradesh","Ananthapuramu","Small Millets","Rabi","667.00","1333.00","146.00"
"Andhra Pradesh","Ananthapuramu","Small Millets","Total","632.00","1202.00","214.00"
"Andhra Pradesh","Ananthapuramu","Shree Anna /Nutri Cereals","Kharif","578.00","860.00","384.00"
"Andhra Pradesh","Ananthapuramu","Shree Anna /Nutri Cereals","Rabi","742.00","770.00","692.00"
"Andhra Pradesh","Ananthapuramu","Shree Anna /Nutri Cereals","Total","621.00","845.00","445.00"
"Andhra Pradesh","Ananthapuramu","Nutri/Coarse Cereals","Kharif","1418.00","2027.00","1495.00"
"Andhra Pradesh","Ananthapuramu","Nutri/Coarse Cereals","Rabi","2713.00","2497.00","1742.00"
"Andhra Pradesh","Ananthapuramu","Nutri/Coarse Cereals","Total","1733.00","2106.00","1545.00"
"Andhra Pradesh","Ananthapuramu","Cereals","Kharif","1852.00","2126.00","1972.00"
"Andhra Pradesh","Ananthapuramu","Cereals","Rabi","2712.00","2816.00","2140.00"
"Andhra Pradesh","Ananthapuramu","Cereals","Total","2051.00","2347.00","2013.00"
"Andhra Pradesh","Ananthapuramu","Tur","Kharif","99.00","194.00","57.00"
"Andhra Pradesh","Ananthapuramu","Tur","Rabi","","",""
"Andhra Pradesh","Ananthapuramu","Tur","Total","99.00","194.00","57.00"
"Andhra Pradesh","Ananthapuramu","Gram","Rabi","259.00","680.00","248.00"
"Andhra Pradesh","Ananthapuramu","Gram","Total","259.00","680.00","248.00"
"Andhra Pradesh","Ananthapuramu","Urad","Kharif","1174.00","799.00","919.00"
"Andhra Pradesh","Ananthapuramu","Urad","Rabi","1171.00","1333.00","1042.00"
"Andhra Pradesh","Ananthapuramu","Urad","Total","1174.00","801.00","953.00"
"Andhra Pradesh","Ananthapuramu","Moong","Kharif","231.00","218.00","86.00"
"Andhra Pradesh","Ananthapuramu","Moong","Rabi","400.00","946.00","627.00"
"Andhra Pradesh","Ananthapuramu","Moong","Total","234.00","227.00","167.00"
"Andhra Pradesh","Ananthapuramu","Other Pulses","Kharif","59.00","337.00","112.00"
"Andhra Pradesh","Ananthapuramu","Other Pulses","Rabi","141.00","275.00","549.00"
"Andhra Pradesh","Ananthapuramu","Other Pulses","Total","70.00","331.00","166.00"
"Andhra Pradesh","Ananthapuramu","Total Pulses","Total","156.00","432.00","172.00"
"Andhra Pradesh","Ananthapuramu","Total Food Grains","Kharif","754.00","1001.00","707.00"
"Andhra Pradesh","Ananthapuramu","Total Food Grains","Rabi","1139.00","1259.00","586.00"
"Andhra Pradesh","Ananthapuramu","Total Food Grains","Total","845.00","1108.00","660.00"
"Andhra Pradesh","Chittoor","Rice","Kharif","3428.00","3570.00","3681.00"
"Andhra Pradesh","Chittoor","Rice","Rabi","3853.00","3867.00","3607.00"
"Andhra Pradesh","Chittoor","Rice","Total","3645.00","3798.00","3636.00"
"Andhra Pradesh","Chittoor","Maize","Kharif","3329.00","5212.00","879.00"
"Andhra Pradesh","Chittoor","Maize","Rabi","5311.00","6065.00","3905.00"
"Andhra Pradesh","Chittoor","Maize","Total","4194.00","5537.00","1963.00"
"Andhra Pradesh","Chittoor","Jowar","Kharif","316.00","1550.00","129.00"
"Andhra Pradesh","Chittoor","Jowar","Rabi","","1500.00",""
"Andhra Pradesh","Chittoor","Jowar","Total","316.00","1544.00","129.00"
"Andhra Pradesh","Chittoor","Bajra","Kharif","2760.00","2286.00","2163.00"
"Andhra Pradesh","Chittoor","Bajra","Rabi","2667.00","","2000.00"
"Andhra Pradesh","Chittoor","Bajra","Total","2760.00","2286.00","2163.00"
"Andhra Pradesh","Chittoor","Ragi","Kharif","401.00","1259.00","1624.00"
"Andhra Pradesh","Chittoor","Ragi","Rabi","1586.00","1320.00","1318.00"
"Andhra Pradesh","Chittoor","Ragi","Total","571.00","1266.00","1580.00"
"Andhra Pradesh","Chittoor","Small Millets","Kharif","383.00","531.00","500.00"
"Andhra Pradesh","Chittoor","Small Millets","Rabi","","","333.00"
"Andhra Pradesh","Chittoor","Small Millets","Total","383.00","531.00","496.00"
"Andhra Pradesh","Chittoor","Shree Anna /Nutri Cereals","Kharif","1182.00","1493.00","1746.00"
"Andhra Pradesh","Chittoor","Shree Anna /Nutri Cereals","Rabi","1591.00","1324.00","1315.00"
"Andhra Pradesh","Chittoor","Shree Anna /Nutri Cereals","Total","1221.00","1477.00","1701.00"
"Andhra Pradesh","Chittoor","Nutri/Coarse Cereals","Kharif","1492.00","2068.00","1603.00"
"Andhra Pradesh","Chittoor","Nutri/Coarse Cereals","Rabi","3634.00","3837.00","2573.00"
"Andhra Pradesh","Chittoor","Nutri/Coarse Cereals","Total","1855.00","2337.00","1757.00"
"Andhra Pradesh","Chittoor","Cereals","Kharif","2931.00","2970.00","3032.00"
"Andhra Pradesh","Chittoor","Cereals","Rabi","3839.00","3866.00","3551.00"
"Andhra Pradesh","Chittoor","Cereals","Total","3341.00","3572.00","3305.00"
"Andhra Pradesh","Chittoor","Tur","Kharif","113.00","254.00","162.00"
"Andhra Pradesh","Chittoor","Tur","Rabi","","",""
"Andhra Pradesh","Chittoor","Tur","Total","113.00","254.00","162.00"
"Andhra Pradesh","Chittoor","Gram","Kharif","","",""
"Andhra Pradesh","Chittoor","Gram","Rabi","750.00","",""
"Andhra Pradesh","Chittoor","Gram","Total","750.00","",""
"Andhra Pradesh","Chittoor","Urad","Kharif","1174.00","798.00","920.00"
"Andhra Pradesh","Chittoor","Urad","Rabi","566.00","1314.00","949.00"
"Andhra Pradesh","Chittoor","Urad","Total","629.00","1242.00","945.00"
"Andhra Pradesh","Chittoor","Moong","Kharif","632.00","353.00","113.00"
"Andhra Pradesh","Chittoor","Moong","Rabi","412.00","938.00","626.00"
"Andhra Pradesh","Chittoor","Moong","Total","530.00","629.00","306.00"
"Andhra Pradesh","Chittoor","Other Pulses","Kharif","369.00","624.00","359.00"
"Andhra Pradesh","Chittoor","Other Pulses","Rabi","392.00","719.00","427.00"
"Andhra Pradesh","Chittoor","Other Pulses","Total","381.00","664.00","407.00"
"Andhra Pradesh","Chittoor","Total Pulses","Total","324.00","620.00","417.00"
"Andhra Pradesh","Chittoor","Total Food Grains","Kharif","2150.00","1889.00","1700.00"
"Andhra Pradesh","Chittoor","Total Food Grains","Rabi","3090.00","3348.00","1679.00"
"Andhra Pradesh","Chittoor","Total Food Grains","Total","2555.00","2744.00","1688.00"
"Andhra Pradesh","East Godavari","Rice","Kharif","3345.00","3420.00","3735.00"
"Andhra Pradesh","East Godavari","Rice","Rabi","5441.00","5601.00","5470.00"
"Andhra Pradesh","East Godavari","Rice","Total","4238.00","4328.00","4470.00"
"Andhra Pradesh","East Godavari","Maize","Kharif","4065.00","4254.00","4274.00"
"Andhra Pradesh","East Godavari","Maize","Rabi","8775.00","9794.00","8128.00"
"Andhra Pradesh","East Godavari","Maize","Total","8479.00","9451.00","7807.00"
"Andhra Pradesh","East Godavari","Jowar","Kharif","1438.00","1019.00","130.00"
"Andhra Pradesh","East Godavari","Jowar","Rabi","701.00","642.00","682.00"
"Andhra Pradesh","East Godavari","Jowar","Total","792.00","675.00","632.00"
"Andhra Pradesh","East Godavari","Bajra","Kharif","1103.00","1115.00","1033.00"
"Andhra Pradesh","East Godavari","Bajra","Rabi","1000.00","",""
"Andhra Pradesh","East Godavari","Bajra","Total","1098.00","1115.00","1033.00"
"Andhra Pradesh","East Godavari","Ragi","Kharif","1004.00","986.00","1086.00"
"Andhra Pradesh","East Godavari","Ragi","Total","1004.00","986.00","1086.00"
"Andhra Pradesh","East Godavari","Small Millets","Kharif","409.00","562.00","407.00"
"Andhra Pradesh","East Godavari","Small Millets","Total","409.00","562.00","407.00"
"Andhra Pradesh","East Godavari","Shree Anna /Nutri Cereals","Kharif","950.00","842.00","665.00"
"Andhra Pradesh","East Godavari","Shree Anna /Nutri Cereals","Rabi","702.00","642.00","682.00"
"Andhra Pradesh","East Godavari","Shree Anna /Nutri Cereals","Total","784.00","708.00","677.00"
"Andhra Pradesh","East Godavari","Nutri/Coarse Cereals","Kharif","2319.00","2439.00","2504.00"
"Andhra Pradesh","East Godavari","Nutri/Coarse Cereals","Rabi","7581.00","8579.00","6897.00"
"Andhra Pradesh","East Godavari","Nutri/Coarse Cereals","Total","6975.00","7909.00","6327.00"
"Andhra Pradesh","East Godavari","Cereals","Kharif","3339.00","3413.00","3727.00"
"Andhra Pradesh","East Godavari","Cereals","Rabi","5578.00","5820.00","5553.00"
"Andhra Pradesh","East Godavari","Cereals","Total","4325.00","4456.00","4525.00"
"Andhra Pradesh","East Godavari","Tur","Kharif","305.00","382.00","211.00"
"Andhra Pradesh","East Godavari","Tur","Rabi","305.00","378.00","205.00"
"Andhra Pradesh","East Godavari","Tur","Total","305.00","382.00","211.00"
"Andhra Pradesh","East Godavari","Gram","Rabi","1505.00","1431.00","1078.00"
"Andhra Pradesh","East Godavari","Gram","Total","1505.00","1431.00","1078.00"
"Andhra Pradesh","East Godavari","Urad","Kharif","909.00","1201.00","1153.00"
"Andhra Pradesh","East Godavari","Urad","Rabi","654.00","785.00","646.00"
"Andhra Pradesh","East Godavari","Urad","Total","693.00","828.00","744.00"
"Andhra Pradesh","East Godavari","Moong","Kharif","1002.00","931.00","974.00"
"Andhra Pradesh","East Godavari","Moong","Rabi","611.00","610.00","676.00"
"Andhra Pradesh","East Godavari","Moong","Total","622.00","613.00","680.00"
"Andhra Pradesh","East Godavari","Other Pulses","Kharif","500.00","667.00","154.00"
"Andhra Pradesh","East Godavari","Other Pulses","Rabi","550.00","559.00","607.00"
"Andhra Pradesh","East Godavari","Other Pulses","Total","549.00","563.00","463.00"
"Andhra Pradesh","East Godavari","Total Pulses","Total","673.00","750.00","723.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Kharif","3235.00","3358.00","3661.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Rabi","4403.00","4862.00","4844.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Total","3817.00","4079.00","4217.00"
"Andhra Pradesh","Guntur","Rice","Kharif","4185.00","4170.00","3963.00"
"Andhra Pradesh","Guntur","Rice","Rabi","4117.00","4623.00","3993.00"
"Andhra Pradesh","Guntur","Rice","Total","4181.00","4212.00","3967.00"
"Andhra Pradesh","Guntur","Maize","Kharif","4066.00","4255.00","4275.00"
"Andhra Pradesh","Guntur","Maize","Rabi","8932.00","10802.00","9197.00"
"Andhra Pradesh","Guntur","Maize","Total","8875.00","10719.00","9138.00"
"Andhra Pradesh","Guntur","Jowar","Kharif","1444.00","1014.00","125.00"
"Andhra Pradesh","Guntur","Jowar","Rabi","5971.00","5662.00","4647.00"
"Andhra Pradesh","Guntur","Jowar","Total","5956.00","5652.00","4641.00"
"Andhra Pradesh","Guntur","Bajra","Kharif","571.00","936.00","1418.00"
"Andhra Pradesh","Guntur","Bajra","Rabi","","937.00",""
"Andhra Pradesh","Guntur","Bajra","Total","571.00","936.00","1418.00"
"Andhra Pradesh","Guntur","Ragi","Rabi","715.00","914.00","832.00"
"Andhra Pradesh","Guntur","Ragi","Total","715.00","914.00","832.00"
"Andhra Pradesh","Guntur","Small Millets","Rabi","","319.00","863.00"
"Andhra Pradesh","Guntur","Small Millets","Total","","319.00","863.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Kharif","588.00","941.00","935.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Rabi","5736.00","5585.00","4528.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Total","5041.00","5413.00","4516.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Kharif","1123.00","2117.00","3639.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Rabi","7989.00","8829.00","7001.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Total","7635.00","8680.00","6974.00"
"Andhra Pradesh","Guntur","Cereals","Kharif","4136.00","4147.00","3962.00"
"Andhra Pradesh","Guntur","Cereals","Rabi","7219.00","8121.00","6096.00"
"Andhra Pradesh","Guntur","Cereals","Total","4967.00","5632.00","4640.00"
"Andhra Pradesh","Guntur","Tur","Kharif","1001.00","1121.00","675.00"
"Andhra Pradesh","Guntur","Tur","Rabi","1001.00","1121.00","675.00"
"Andhra Pradesh","Guntur","Tur","Total","1001.00","1121.00","675.00"
"Andhra Pradesh","Guntur","Gram","Rabi","1962.00","1901.00","2074.00"
"Andhra Pradesh","Guntur","Gram","Total","1962.00","1901.00","2074.00"
"Andhra Pradesh","Guntur","Urad","Kharif","372.00","758.00","453.00"
"Andhra Pradesh","Guntur","Urad","Rabi","533.00","1128.00","988.00"
"Andhra Pradesh","Guntur","Urad","Total","513.00","1043.00","926.00"
"Andhra Pradesh","Guntur","Moong","Kharif","166.00","723.00","775.00"
"Andhra Pradesh","Guntur","Moong","Rabi","602.00","1071.00","1084.00"
"Andhra Pradesh","Guntur","Moong","Total","424.00","1014.00","1072.00"
"Andhra Pradesh","Guntur","Other Pulses","Kharif","","","167.00"
"Andhra Pradesh","Guntur","Other Pulses","Rabi","","","636.00"
"Andhra Pradesh","Guntur","Other Pulses","Total","","","580.00"
"Andhra Pradesh","Guntur","Total Pulses","Total","776.00","1247.00","1179.00"
"Andhra Pradesh","Guntur","Total Food Grains","Kharif","3322.00","3550.00","3630.00"
"Andhra Pradesh","Guntur","Total Food Grains","Rabi","2933.00","4951.00","3893.00"
"Andhra Pradesh","Guntur","Total Food Grains","Total","3143.00","4218.00","3745.00"
"Andhra Pradesh","Krishna","Rice","Kharif","3861.00","3944.00","4159.00"
"Andhra Pradesh","Krishna","Rice","Rabi","4139.00","4451.00","4419.00"
"Andhra Pradesh","Krishna","Rice","Total","3879.00","3989.00","4186.00"
"Andhra Pradesh","Krishna","Maize","Kharif","4338.00","5066.00","3510.00"
"Andhra Pradesh","Krishna","Maize","Rabi","7411.00","6925.00","6566.00"
"Andhra Pradesh","Krishna","Maize","Total","6716.00","6584.00","5987.00"
"Andhra Pradesh","Krishna","Jowar","Kharif","1438.00","1000.00",""
"Andhra Pradesh","Krishna","Jowar","Rabi","3443.00","4250.00","2745.00"
"Andhra Pradesh","Krishna","Jowar","Total","2826.00","4212.00","2745.00"
"Andhra Pradesh","Krishna","Shree Anna /Nutri Cereals","Kharif","1438.00","1000.00",""
"Andhra Pradesh","Krishna","Shree Anna /Nutri Cereals","Rabi","3443.00","4250.00","2745.00"
"Andhra Pradesh","Krishna","Shree Anna /Nutri Cereals","Total","2826.00","4212.00","2745.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Kharif","4201.00","5054.00","3510.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Rabi","7285.00","6781.00","6509.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Total","6579.00","6478.00","5947.00"
"Andhra Pradesh","Krishna","Cereals","Kharif","3868.00","3968.00","4149.00"
"Andhra Pradesh","Krishna","Cereals","Rabi","5739.00","5669.00","5223.00"
"Andhra Pradesh","Krishna","Cereals","Total","4102.00","4249.00","4315.00"
"Andhra Pradesh","Krishna","Tur","Kharif","1000.00","1360.00","819.00"
"Andhra Pradesh","Krishna","Tur","Rabi","1000.00","","819.00"
"Andhra Pradesh","Krishna","Tur","Total","1000.00","1360.00","819.00"
"Andhra Pradesh","Krishna","Gram","Rabi","1822.00","1895.00","2420.00"
"Andhra Pradesh","Krishna","Gram","Total","1822.00","1895.00","2420.00"
"Andhra Pradesh","Krishna","Urad","Kharif","920.00","1195.00","1048.00"
"Andhra Pradesh","Krishna","Urad","Rabi","770.00","1176.00","1294.00"
"Andhra Pradesh","Krishna","Urad","Total","775.00","1176.00","1291.00"
"Andhra Pradesh","Krishna","Moong","Kharif","829.00","813.00","300.00"
"Andhra Pradesh","Krishna","Moong","Rabi","376.00","669.00","1003.00"
"Andhra Pradesh","Krishna","Moong","Total","636.00","753.00","640.00"
"Andhra Pradesh","Krishna","Other Pulses","Rabi","557.00","709.00","646.00"
"Andhra Pradesh","Krishna","Other Pulses","Total","557.00","709.00","646.00"
"Andhra Pradesh","Krishna","Total Pulses","Total","780.00","1165.00","1267.00"
"Andhra Pradesh","Krishna","Total Food Grains","Kharif","3704.00","3854.00","4038.00"
"Andhra Pradesh","Krishna","Total Food Grains","Rabi","1590.00","2242.00","2216.00"
"Andhra Pradesh","Krishna","Total Food Grains","Total","2752.00","3139.00","3250.00"
"Andhra Pradesh","Kurnool","Rice","Kharif","4063.00","3473.00","3896.00"
"Andhra Pradesh","Kurnool","Rice","Rabi","3831.00","3659.00","3555.00"
"Andhra Pradesh","Kurnool","Rice","Total","4000.00","3550.00","3831.00"
"Andhra Pradesh","Kurnool","Wheat","Rabi","2313.00","688.00","188.00"
"Andhra Pradesh","Kurnool","Wheat","Total","2313.00","688.00","188.00"
"Andhra Pradesh","Kurnool","Maize","Kharif","5367.00","5576.00","4543.00"
"Andhra Pradesh","Kurnool","Maize","Rabi","5723.00","5046.00","4950.00"
"Andhra Pradesh","Kurnool","Maize","Total","5445.00","5446.00","4606.00"
"Andhra Pradesh","Kurnool","Jowar","Kharif","2373.00","2376.00","453.00"
"Andhra Pradesh","Kurnool","Jowar","Rabi","1582.00","1771.00","941.00"
"Andhra Pradesh","Kurnool","Jowar","Total","1683.00","1838.00","935.00"
"Andhra Pradesh","Kurnool","Bajra","Kharif","1721.00","1941.00","730.00"
"Andhra Pradesh","Kurnool","Bajra","Rabi","1721.00","1942.00","732.00"
"Andhra Pradesh","Kurnool","Bajra","Total","1721.00","1941.00","730.00"
"Andhra Pradesh","Kurnool","Small Millets","Kharif","927.00","996.00","472.00"
"Andhra Pradesh","Kurnool","Small Millets","Rabi","928.00","996.00","473.00"
"Andhra Pradesh","Kurnool","Small Millets","Total","927.00","996.00","472.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Kharif","1545.00","1785.00","632.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Rabi","1575.00","1768.00","939.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Total","1564.00","1773.00","896.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Kharif","3491.00","4314.00","3739.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Rabi","2164.00","2461.00","1363.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Total","2822.00","3378.00","2357.00"
"Andhra Pradesh","Kurnool","Cereals","Kharif","3829.00","3893.00","3839.00"
"Andhra Pradesh","Kurnool","Cereals","Rabi","2741.00","2953.00","1859.00"
"Andhra Pradesh","Kurnool","Cereals","Total","3407.00","3457.00","3051.00"
"Andhra Pradesh","Kurnool","Tur","Kharif","353.00","440.00","174.00"
"Andhra Pradesh","Kurnool","Tur","Rabi","353.00","440.00","174.00"
"Andhra Pradesh","Kurnool","Tur","Total","353.00","440.00","174.00"
"Andhra Pradesh","Kurnool","Gram","Rabi","933.00","1279.00","239.00"
"Andhra Pradesh","Kurnool","Gram","Total","933.00","1279.00","239.00"
"Andhra Pradesh","Kurnool","Urad","Kharif","1320.00","818.00","924.00"
"Andhra Pradesh","Kurnool","Urad","Rabi","1528.00","1335.00","1222.00"
"Andhra Pradesh","Kurnool","Urad","Total","1445.00","1032.00","1130.00"
"Andhra Pradesh","Kurnool","Moong","Kharif","1016.00","768.00","428.00"
"Andhra Pradesh","Kurnool","Moong","Rabi","411.00","938.00","628.00"
"Andhra Pradesh","Kurnool","Moong","Total","922.00","792.00","511.00"
"Andhra Pradesh","Kurnool","Other Pulses","Kharif","","",""
"Andhra Pradesh","Kurnool","Other Pulses","Rabi","404.00","606.00","178.00"
"Andhra Pradesh","Kurnool","Other Pulses","Total","404.00","603.00","178.00"
"Andhra Pradesh","Kurnool","Total Pulses","Total","782.00","1063.00","282.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Kharif","2194.00","2539.00","2604.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Rabi","1523.00","1836.00","873.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Total","1847.00","2111.00","1663.00"
"Andhra Pradesh","Prakasam","Rice","Kharif","3326.00","3904.00","3673.00"
"Andhra Pradesh","Prakasam","Rice","Rabi","3837.00","3738.00","3376.00"
"Andhra Pradesh","Prakasam","Rice","Total","3591.00","3835.00","3503.00"
"Andhra Pradesh","Prakasam","Wheat","Rabi","","",""
"Andhra Pradesh","Prakasam","Wheat","Total","","",""
"Andhra Pradesh","Prakasam","Maize","Kharif","3015.00","4382.00","1804.00"
"Andhra Pradesh","Prakasam","Maize","Rabi","8042.00","6469.00","4744.00"
"Andhra Pradesh","Prakasam","Maize","Total","7565.00","6269.00","4062.00"
"Andhra Pradesh","Prakasam","Jowar","Kharif","1438.00","1018.00","131.00"
"Andhra Pradesh","Prakasam","Jowar","Rabi","777.00","598.00","156.00"
"Andhra Pradesh","Prakasam","Jowar","Total","790.00","619.00","156.00"
"Andhra Pradesh","Prakasam","Bajra","Kharif","1986.00","2031.00","798.00"
"Andhra Pradesh","Prakasam","Bajra","Rabi","1986.00","2031.00","806.00"
"Andhra Pradesh","Prakasam","Bajra","Total","1986.00","2031.00","798.00"
"Andhra Pradesh","Prakasam","Ragi","Kharif","1000.00","1000.00","1069.00"
"Andhra Pradesh","Prakasam","Ragi","Rabi","1673.00","1666.00","1773.00"
"Andhra Pradesh","Prakasam","Ragi","Total","1671.00","1639.00","1723.00"
"Andhra Pradesh","Prakasam","Small Millets","Kharif","721.00","1270.00","1002.00"
"Andhra Pradesh","Prakasam","Small Millets","Rabi","1099.00","363.00","455.00"
"Andhra Pradesh","Prakasam","Small Millets","Total","1039.00","684.00","553.00"
