"State","District","Crop","Season","Yield-2016-17","Yield-2017-18","Yield-2018-19"
"Bihar","Gaya","Total Food Grains","Kharif","1872.00","1610.00","1407.00"
"Bihar","Gaya","Total Food Grains","Rabi","2953.00","3160.00","1978.00"
"Bihar","Gaya","Total Food Grains","Summer","1909.00","1881.00","1221.00"
"Bihar","Gaya","Total Food Grains","Total","2892.00","3095.00","1955.00"
"Bihar","Gopalganj","Rice","Kharif","1634.00","1865.00","1298.00"
"Bihar","Gopalganj","Rice","Rabi","1574.00","1528.00","772.00"
"Bihar","Gopalganj","Rice","Total","1616.00","1749.00","842.00"
"Bihar","Gopalganj","Wheat","Rabi","3400.00","2595.00","2613.00"
"Bihar","Gopalganj","Wheat","Total","3400.00","2595.00","2613.00"
"Bihar","Gopalganj","Maize","Kharif","2287.00","2148.00","2736.00"
"Bihar","Gopalganj","Maize","Rabi","2361.00","3124.00","3831.00"
"Bihar","Gopalganj","Maize","Summer","6079.00","2887.00","2837.00"
"Bihar","Gopalganj","Maize","Total","2815.00","2765.00","3107.00"
"Bihar","Gopalganj","Ragi","Kharif","975.00","1000.00","800.00"
"Bihar","Gopalganj","Ragi","Total","975.00","1000.00","800.00"
"Bihar","Gopalganj","Shree Anna /Nutri Cereals","Kharif","975.00","1000.00","800.00"
"Bihar","Gopalganj","Shree Anna /Nutri Cereals","Total","975.00","1000.00","800.00"
"Bihar","Gopalganj","Nutri/Coarse Cereals","Kharif","2278.00","2145.00","2734.00"
"Bihar","Gopalganj","Nutri/Coarse Cereals","Rabi","2361.00","3124.00","3831.00"
"Bihar","Gopalganj","Nutri/Coarse Cereals","Summer","6079.00","2887.00","2837.00"
"Bihar","Gopalganj","Nutri/Coarse Cereals","Total","2808.00","2764.00","3106.00"
"Bihar","Gopalganj","Cereals","Kharif","1694.00","1889.00","2044.00"
"Bihar","Gopalganj","Cereals","Rabi","2928.00","2360.00","2128.00"
"Bihar","Gopalganj","Cereals","Summer","6079.00","2887.00","2837.00"
"Bihar","Gopalganj","Cereals","Total","2500.00","2201.00","2131.00"
"Bihar","Gopalganj","Tur","Kharif","1645.00","243.00","1998.00"
"Bihar","Gopalganj","Tur","Total","1645.00","243.00","1998.00"
"Bihar","Gopalganj","Urad","Kharif","913.00","889.00","902.00"
"Bihar","Gopalganj","Urad","Total","913.00","889.00","902.00"
"Bihar","Gopalganj","Moong","Summer","637.00","796.00","562.00"
"Bihar","Gopalganj","Moong","Total","637.00","796.00","562.00"
"Bihar","Gopalganj","Lentil","Rabi","564.00","1045.00","1197.00"
"Bihar","Gopalganj","Lentil","Total","564.00","1045.00","1197.00"
"Bihar","Gopalganj","Other Pulses","Rabi","1107.00","1031.00","985.00"
"Bihar","Gopalganj","Other Pulses","Total","1107.00","1031.00","985.00"
"Bihar","Gopalganj","Total Pulses","Total","1005.00","718.00","1088.00"
"Bihar","Gopalganj","Total Food Grains","Kharif","1693.00","1877.00","2037.00"
"Bihar","Gopalganj","Total Food Grains","Rabi","2922.00","2354.00","2124.00"
"Bihar","Gopalganj","Total Food Grains","Summer","3957.00","2263.00","2183.00"
"Bihar","Gopalganj","Total Food Grains","Total","2483.00","2188.00","2118.00"
"Bihar","Jamui","Rice","Rabi","3082.00","2518.00","1164.00"
"Bihar","Jamui","Rice","Total","3082.00","2518.00","1164.00"
"Bihar","Jamui","Wheat","Rabi","2233.00","2463.00","2113.00"
"Bihar","Jamui","Wheat","Total","2233.00","2463.00","2113.00"
"Bihar","Jamui","Maize","Kharif","1443.00","2571.00","2364.00"
"Bihar","Jamui","Maize","Rabi","9036.00","3234.00","3959.00"
"Bihar","Jamui","Maize","Summer","1915.00","3394.00","2187.00"
"Bihar","Jamui","Maize","Total","2704.00","2852.00","2514.00"
"Bihar","Jamui","Barley","Rabi","1505.00","1586.00","1990.00"
"Bihar","Jamui","Barley","Total","1505.00","1586.00","1990.00"
"Bihar","Jamui","Nutri/Coarse Cereals","Kharif","1443.00","2571.00","2364.00"
"Bihar","Jamui","Nutri/Coarse Cereals","Rabi","7316.00","2904.00","3154.00"
"Bihar","Jamui","Nutri/Coarse Cereals","Summer","1915.00","3394.00","2187.00"
"Bihar","Jamui","Nutri/Coarse Cereals","Total","2651.00","2787.00","2477.00"
"Bihar","Jamui","Cereals","Kharif","1443.00","2571.00","2364.00"
"Bihar","Jamui","Cereals","Rabi","2784.00","2500.00","1533.00"
"Bihar","Jamui","Cereals","Summer","1915.00","3394.00","2187.00"
"Bihar","Jamui","Cereals","Total","2745.00","2505.00","1570.00"
"Bihar","Jamui","Tur","Kharif","1732.00","1025.00","2015.00"
"Bihar","Jamui","Tur","Total","1732.00","1025.00","2015.00"
"Bihar","Jamui","Gram","Rabi","884.00","1196.00","1131.00"
"Bihar","Jamui","Gram","Total","884.00","1196.00","1131.00"
"Bihar","Jamui","Moong","Kharif","753.00","771.00","568.00"
"Bihar","Jamui","Moong","Summer","1021.00","736.00","929.00"
"Bihar","Jamui","Moong","Total","937.00","739.00","814.00"
"Bihar","Jamui","Lentil","Rabi","624.00","616.00","684.00"
"Bihar","Jamui","Lentil","Total","624.00","616.00","684.00"
"Bihar","Jamui","Other Pulses","Kharif","864.00","885.00","855.00"
"Bihar","Jamui","Other Pulses","Rabi","965.00","1179.00",""
"Bihar","Jamui","Other Pulses","Total","887.00","979.00","855.00"
"Bihar","Jamui","Total Pulses","Total","1137.00","957.00","1126.00"
"Bihar","Jamui","Total Food Grains","Kharif","1517.00","1654.00","1762.00"
"Bihar","Jamui","Total Food Grains","Rabi","2690.00","2436.00","1500.00"
"Bihar","Jamui","Total Food Grains","Summer","1361.00","1772.00","1425.00"
"Bihar","Jamui","Total Food Grains","Total","2601.00","2395.00","1521.00"
"Bihar","Jehanabad","Rice","Rabi","3028.00","3310.00","2356.00"
"Bihar","Jehanabad","Rice","Total","3028.00","3310.00","2356.00"
"Bihar","Jehanabad","Wheat","Rabi","1970.00","2490.00","3316.00"
"Bihar","Jehanabad","Wheat","Total","1970.00","2490.00","3316.00"
"Bihar","Jehanabad","Maize","Kharif","2669.00","2628.00","1600.00"
"Bihar","Jehanabad","Maize","Rabi","7491.00","6146.00","3262.00"
"Bihar","Jehanabad","Maize","Summer","5841.00","4903.00","3885.00"
"Bihar","Jehanabad","Maize","Total","4751.00","4163.00","3675.00"
"Bihar","Jehanabad","Barley","Rabi","1346.00","1742.00","1382.00"
"Bihar","Jehanabad","Barley","Total","1346.00","1742.00","1382.00"
"Bihar","Jehanabad","Ragi","Kharif","714.00","1000.00","1063.00"
"Bihar","Jehanabad","Ragi","Total","714.00","1000.00","1063.00"
"Bihar","Jehanabad","Shree Anna /Nutri Cereals","Kharif","714.00","1000.00","1063.00"
"Bihar","Jehanabad","Shree Anna /Nutri Cereals","Total","714.00","1000.00","1063.00"
"Bihar","Jehanabad","Nutri/Coarse Cereals","Kharif","2595.00","2468.00","1269.00"
"Bihar","Jehanabad","Nutri/Coarse Cereals","Rabi","3420.00","3241.00","1985.00"
"Bihar","Jehanabad","Nutri/Coarse Cereals","Summer","5841.00","4903.00","3885.00"
"Bihar","Jehanabad","Nutri/Coarse Cereals","Total","4055.00","3615.00","2950.00"
"Bihar","Jehanabad","Cereals","Kharif","2595.00","2468.00","1269.00"
"Bihar","Jehanabad","Cereals","Rabi","2613.00","2985.00","2743.00"
"Bihar","Jehanabad","Cereals","Summer","5841.00","4903.00","3885.00"
"Bihar","Jehanabad","Cereals","Total","2624.00","2989.00","2746.00"
"Bihar","Jehanabad","Tur","Kharif","1258.00","915.00","1740.00"
"Bihar","Jehanabad","Tur","Total","1258.00","915.00","1740.00"
"Bihar","Jehanabad","Gram","Rabi","1287.00","1242.00","1775.00"
"Bihar","Jehanabad","Gram","Total","1287.00","1242.00","1775.00"
"Bihar","Jehanabad","Urad","Kharif","1000.00","750.00","750.00"
"Bihar","Jehanabad","Urad","Total","1000.00","750.00","750.00"
"Bihar","Jehanabad","Moong","Kharif","929.00","2625.00","815.00"
"Bihar","Jehanabad","Moong","Summer","1017.00","1637.00","719.00"
"Bihar","Jehanabad","Moong","Total","1007.00","1810.00","736.00"
"Bihar","Jehanabad","Lentil","Rabi","754.00","1301.00","1110.00"
"Bihar","Jehanabad","Lentil","Total","754.00","1301.00","1110.00"
"Bihar","Jehanabad","Other Pulses","Rabi","1016.00","1247.00","1139.00"
"Bihar","Jehanabad","Other Pulses","Total","1016.00","1247.00","1139.00"
"Bihar","Jehanabad","Total Pulses","Total","952.00","1268.00","1226.00"
"Bihar","Jehanabad","Total Food Grains","Kharif","1823.00","1665.00","1582.00"
"Bihar","Jehanabad","Total Food Grains","Rabi","2272.00","2652.00","2446.00"
"Bihar","Jehanabad","Total Food Grains","Summer","4061.00","3705.00","2620.00"
"Bihar","Jehanabad","Total Food Grains","Total","2277.00","2651.00","2443.00"
"Bihar","Kaimur (Bhabua)","Rice","Rabi","2678.00","3412.00","2990.00"
"Bihar","Kaimur (Bhabua)","Rice","Total","2678.00","3412.00","2990.00"
"Bihar","Kaimur (Bhabua)","Wheat","Rabi","2174.00","2356.00","2974.00"
"Bihar","Kaimur (Bhabua)","Wheat","Total","2174.00","2356.00","2974.00"
"Bihar","Kaimur (Bhabua)","Maize","Kharif","1549.00","3613.00","2397.00"
"Bihar","Kaimur (Bhabua)","Maize","Summer","6071.00","",""
"Bihar","Kaimur (Bhabua)","Maize","Total","2098.00","3613.00","2397.00"
"Bihar","Kaimur (Bhabua)","Barley","Rabi","1329.00","1169.00","1552.00"
"Bihar","Kaimur (Bhabua)","Barley","Total","1329.00","1169.00","1552.00"
"Bihar","Kaimur (Bhabua)","Nutri/Coarse Cereals","Kharif","1549.00","3613.00","2397.00"
"Bihar","Kaimur (Bhabua)","Nutri/Coarse Cereals","Rabi","1329.00","1169.00","1552.00"
"Bihar","Kaimur (Bhabua)","Nutri/Coarse Cereals","Summer","6071.00","",""
"Bihar","Kaimur (Bhabua)","Nutri/Coarse Cereals","Total","1476.00","1342.00","1597.00"
"Bihar","Kaimur (Bhabua)","Cereals","Kharif","1549.00","3613.00","2397.00"
"Bihar","Kaimur (Bhabua)","Cereals","Rabi","2464.00","3007.00","2975.00"
"Bihar","Kaimur (Bhabua)","Cereals","Summer","6071.00","",""
"Bihar","Kaimur (Bhabua)","Cereals","Total","2464.00","3008.00","2975.00"
"Bihar","Kaimur (Bhabua)","Tur","Kharif","660.00","910.00","1478.00"
"Bihar","Kaimur (Bhabua)","Tur","Total","660.00","910.00","1478.00"
"Bihar","Kaimur (Bhabua)","Gram","Rabi","878.00","1015.00","782.00"
"Bihar","Kaimur (Bhabua)","Gram","Total","878.00","1015.00","782.00"
"Bihar","Kaimur (Bhabua)","Moong","Summer","692.00","700.00","702.00"
"Bihar","Kaimur (Bhabua)","Moong","Total","692.00","700.00","702.00"
"Bihar","Kaimur (Bhabua)","Lentil","Rabi","1044.00","885.00","736.00"
"Bihar","Kaimur (Bhabua)","Lentil","Total","1044.00","885.00","736.00"
"Bihar","Kaimur (Bhabua)","Other Pulses","Rabi","980.00","964.00","909.00"
"Bihar","Kaimur (Bhabua)","Other Pulses","Total","980.00","964.00","909.00"
"Bihar","Kaimur (Bhabua)","Total Pulses","Total","919.00","944.00","884.00"
"Bihar","Kaimur (Bhabua)","Total Food Grains","Kharif","790.00","1094.00","1512.00"
"Bihar","Kaimur (Bhabua)","Total Food Grains","Rabi","2389.00","2906.00","2865.00"
"Bihar","Kaimur (Bhabua)","Total Food Grains","Summer","2113.00","700.00","702.00"
"Bihar","Kaimur (Bhabua)","Total Food Grains","Total","2373.00","2889.00","2853.00"
"Bihar","Katihar","Rice","Kharif","1519.00","1780.00","2009.00"
"Bihar","Katihar","Rice","Rabi","2028.00","1847.00","2167.00"
"Bihar","Katihar","Rice","Summer","2979.00","2459.00","2522.00"
"Bihar","Katihar","Rice","Total","2207.00","2128.00","2232.00"
"Bihar","Katihar","Wheat","Rabi","2436.00","2706.00","2952.00"
"Bihar","Katihar","Wheat","Total","2436.00","2706.00","2952.00"
"Bihar","Katihar","Maize","Kharif","9507.00","8032.00","2814.00"
"Bihar","Katihar","Maize","Rabi","11986.00","10385.00","10074.00"
"Bihar","Katihar","Maize","Summer","8490.00","8036.00","5298.00"
"Bihar","Katihar","Maize","Total","10366.00","9002.00","6927.00"
"Bihar","Katihar","Barley","Rabi","1507.00","","1990.00"
"Bihar","Katihar","Barley","Total","1507.00","","1990.00"
"Bihar","Katihar","Bajra","Kharif","","","1130.00"
"Bihar","Katihar","Bajra","Total","","","1130.00"
"Bihar","Katihar","Small Millets","Kharif","758.00","750.00","750.00"
"Bihar","Katihar","Small Millets","Total","758.00","750.00","750.00"
"Bihar","Katihar","Shree Anna /Nutri Cereals","Kharif","758.00","750.00","1111.00"
"Bihar","Katihar","Shree Anna /Nutri Cereals","Total","758.00","750.00","1111.00"
"Bihar","Katihar","Nutri/Coarse Cereals","Kharif","9441.00","8028.00","2803.00"
"Bihar","Katihar","Nutri/Coarse Cereals","Rabi","11969.00","10385.00","9866.00"
"Bihar","Katihar","Nutri/Coarse Cereals","Summer","8490.00","8036.00","5298.00"
"Bihar","Katihar","Nutri/Coarse Cereals","Total","10349.00","9001.00","6864.00"
"Bihar","Katihar","Cereals","Kharif","4463.00","4466.00","2427.00"
"Bihar","Katihar","Cereals","Rabi","6086.00","5317.00","4435.00"
"Bihar","Katihar","Cereals","Summer","5794.00","5517.00","4067.00"
"Bihar","Katihar","Cereals","Total","5741.00","5294.00","4084.00"
"Bihar","Katihar","Tur","Kharif","","","2000.00"
"Bihar","Katihar","Tur","Total","","","2000.00"
"Bihar","Katihar","Gram","Rabi","1120.00","1125.00","1333.00"
"Bihar","Katihar","Gram","Total","1120.00","1125.00","1333.00"
"Bihar","Katihar","Urad","Kharif","915.00","889.00","905.00"
"Bihar","Katihar","Urad","Total","915.00","889.00","905.00"
"Bihar","Katihar","Moong","Kharif","832.00","1172.00","824.00"
"Bihar","Katihar","Moong","Summer","1035.00","938.00","702.00"
"Bihar","Katihar","Moong","Total","1016.00","942.00","751.00"
"Bihar","Katihar","Lentil","Rabi","1129.00","1185.00","1006.00"
"Bihar","Katihar","Lentil","Total","1129.00","1185.00","1006.00"
"Bihar","Katihar","Other Pulses","Kharif","941.00","875.00","944.00"
"Bihar","Katihar","Other Pulses","Rabi","1052.00","1059.00","1026.00"
"Bihar","Katihar","Other Pulses","Total","1019.00","1000.00","992.00"
"Bihar","Katihar","Total Pulses","Total","999.00","986.00","855.00"
"Bihar","Katihar","Total Food Grains","Kharif","4141.00","4253.00","2224.00"
"Bihar","Katihar","Total Food Grains","Rabi","6006.00","5239.00","4366.00"
"Bihar","Katihar","Total Food Grains","Summer","5596.00","5220.00","3887.00"
"Bihar","Katihar","Total Food Grains","Total","5568.00","5113.00","3940.00"
"Bihar","Khagaria","Rice","Kharif","519.00","2236.00","913.00"
"Bihar","Khagaria","Rice","Rabi","2778.00","2220.00","1610.00"
"Bihar","Khagaria","Rice","Summer","2603.00","2228.00","2318.00"
"Bihar","Khagaria","Rice","Total","1918.00","2224.00","1444.00"
"Bihar","Khagaria","Wheat","Rabi","3044.00","3414.00","3403.00"
"Bihar","Khagaria","Wheat","Total","3044.00","3414.00","3403.00"
"Bihar","Khagaria","Maize","Kharif","491.00","611.00","1164.00"
"Bihar","Khagaria","Maize","Rabi","9915.00","7668.00","6530.00"
"Bihar","Khagaria","Maize","Summer","2078.00","3659.00","2274.00"
"Bihar","Khagaria","Maize","Total","6369.00","4953.00","4294.00"
"Bihar","Khagaria","Barley","Rabi","1500.00","1581.00","1983.00"
"Bihar","Khagaria","Barley","Total","1500.00","1581.00","1983.00"
"Bihar","Khagaria","Ragi","Kharif","","989.00","1067.00"
"Bihar","Khagaria","Ragi","Total","","989.00","1067.00"
"Bihar","Khagaria","Small Millets","Kharif","752.00","753.00","752.00"
"Bihar","Khagaria","Small Millets","Total","752.00","753.00","752.00"
"Bihar","Khagaria","Shree Anna /Nutri Cereals","Kharif","752.00","781.00","788.00"
"Bihar","Khagaria","Shree Anna /Nutri Cereals","Total","752.00","781.00","788.00"
"Bihar","Khagaria","Nutri/Coarse Cereals","Kharif","502.00","618.00","1149.00"
"Bihar","Khagaria","Nutri/Coarse Cereals","Rabi","9900.00","7657.00","6522.00"
"Bihar","Khagaria","Nutri/Coarse Cereals","Summer","2078.00","3659.00","2274.00"
"Bihar","Khagaria","Nutri/Coarse Cereals","Total","6304.00","4897.00","4247.00"
"Bihar","Khagaria","Cereals","Kharif","507.00","954.00","1101.00"
"Bihar","Khagaria","Cereals","Rabi","6239.00","5058.00","4450.00"
"Bihar","Khagaria","Cereals","Summer","2108.00","3602.00","2275.00"
"Bihar","Khagaria","Cereals","Total","4636.00","4036.00","3533.00"
"Bihar","Khagaria","Tur","Kharif","1654.00","1050.00","1914.00"
"Bihar","Khagaria","Tur","Total","1654.00","1050.00","1914.00"
"Bihar","Khagaria","Gram","Rabi","688.00","1000.00","1235.00"
"Bihar","Khagaria","Gram","Total","688.00","1000.00","1235.00"
"Bihar","Khagaria","Urad","Kharif","819.00","890.00","885.00"
"Bihar","Khagaria","Urad","Total","819.00","890.00","885.00"
"Bihar","Khagaria","Moong","Kharif","761.00","741.00","582.00"
"Bihar","Khagaria","Moong","Summer","1021.00","736.00","929.00"
"Bihar","Khagaria","Moong","Total","978.00","737.00","867.00"
"Bihar","Khagaria","Lentil","Rabi","925.00","1040.00","914.00"
"Bihar","Khagaria","Lentil","Total","925.00","1040.00","914.00"
"Bihar","Khagaria","Other Pulses","Kharif","865.00","885.00","854.00"
"Bihar","Khagaria","Other Pulses","Rabi","993.00","1172.00","1098.00"
"Bihar","Khagaria","Other Pulses","Total","958.00","1097.00","1034.00"
"Bihar","Khagaria","Total Pulses","Total","914.00","926.00","954.00"
"Bihar","Khagaria","Total Food Grains","Kharif","548.00","945.00","1077.00"
"Bihar","Khagaria","Total Food Grains","Rabi","6084.00","4956.00","4360.00"
"Bihar","Khagaria","Total Food Grains","Summer","1960.00","3203.00","2080.00"
"Bihar","Khagaria","Total Food Grains","Total","4416.00","3851.00","3379.00"
"Bihar","Kishanganj","Rice","Kharif","1518.00","1616.00","1412.00"
"Bihar","Kishanganj","Rice","Rabi","2027.00","1706.00","1369.00"
"Bihar","Kishanganj","Rice","Summer","2718.00","2182.00","2011.00"
"Bihar","Kishanganj","Rice","Total","2132.00","1785.00","1479.00"
"Bihar","Kishanganj","Wheat","Rabi","2214.00","1862.00","2655.00"
"Bihar","Kishanganj","Wheat","Total","2214.00","1862.00","2655.00"
"Bihar","Kishanganj","Maize","Kharif","4309.00","6568.00",""
"Bihar","Kishanganj","Maize","Rabi","7612.00","9095.00","8744.00"
"Bihar","Kishanganj","Maize","Summer","6306.00","4898.00","3911.00"
"Bihar","Kishanganj","Maize","Total","6561.00","6541.00","5809.00"
"Bihar","Kishanganj","Barley","Rabi","","","2000.00"
"Bihar","Kishanganj","Barley","Total","","","2000.00"
"Bihar","Kishanganj","Ragi","Kharif","725.00","991.00","1073.00"
"Bihar","Kishanganj","Ragi","Total","725.00","991.00","1073.00"
"Bihar","Kishanganj","Shree Anna /Nutri Cereals","Kharif","725.00","991.00","1073.00"
"Bihar","Kishanganj","Shree Anna /Nutri Cereals","Total","725.00","991.00","1073.00"
"Bihar","Kishanganj","Nutri/Coarse Cereals","Kharif","3474.00","5258.00","1073.00"
"Bihar","Kishanganj","Nutri/Coarse Cereals","Rabi","7612.00","9095.00","8558.00"
"Bihar","Kishanganj","Nutri/Coarse Cereals","Summer","6306.00","4898.00","3911.00"
"Bihar","Kishanganj","Nutri/Coarse Cereals","Total","6385.00","6371.00","5595.00"
"Bihar","Kishanganj","Cereals","Kharif","1922.00","2377.00","1391.00"
"Bihar","Kishanganj","Cereals","Rabi","2151.00","1852.00","1760.00"
"Bihar","Kishanganj","Cereals","Summer","3170.00","2528.00","2254.00"
"Bihar","Kishanganj","Cereals","Total","2301.00","1967.00","1828.00"
"Bihar","Kishanganj","Tur","Kharif","1571.00","1558.00","1841.00"
"Bihar","Kishanganj","Tur","Total","1571.00","1558.00","1841.00"
"Bihar","Kishanganj","Gram","Rabi","1120.00","1156.00","1198.00"
"Bihar","Kishanganj","Gram","Total","1120.00","1156.00","1198.00"
"Bihar","Kishanganj","Urad","Kharif","917.00","888.00","911.00"
"Bihar","Kishanganj","Urad","Total","917.00","888.00","911.00"
"Bihar","Kishanganj","Moong","Kharif","972.00","436.00","298.00"
"Bihar","Kishanganj","Moong","Summer","1090.00","606.00","463.00"
"Bihar","Kishanganj","Moong","Total","1077.00","588.00","443.00"
"Bihar","Kishanganj","Lentil","Rabi","664.00","574.00","395.00"
"Bihar","Kishanganj","Lentil","Total","664.00","574.00","395.00"
"Bihar","Kishanganj","Other Pulses","Kharif","942.00","928.00",""
"Bihar","Kishanganj","Other Pulses","Rabi","1054.00","1052.00","898.00"
"Bihar","Kishanganj","Other Pulses","Total","988.00","978.00","898.00"
"Bihar","Kishanganj","Total Pulses","Total","1029.00","653.00","488.00"
"Bihar","Kishanganj","Total Food Grains","Kharif","1531.00","1692.00","1057.00"
"Bihar","Kishanganj","Total Food Grains","Rabi","2127.00","1832.00","1740.00"
"Bihar","Kishanganj","Total Food Grains","Summer","2562.00","1968.00","1733.00"
"Bihar","Kishanganj","Total Food Grains","Total","2192.00","1854.00","1720.00"
"Bihar","Lakhisarai","Rice","Rabi","3752.00","3387.00","2355.00"
"Bihar","Lakhisarai","Rice","Total","3752.00","3387.00","2355.00"
"Bihar","Lakhisarai","Wheat","Rabi","3035.00","2966.00","2957.00"
"Bihar","Lakhisarai","Wheat","Total","3035.00","2966.00","2957.00"
"Bihar","Lakhisarai","Maize","Kharif","420.00","2032.00","1758.00"
"Bihar","Lakhisarai","Maize","Rabi","","","4070.00"
"Bihar","Lakhisarai","Maize","Total","420.00","2032.00","2776.00"
"Bihar","Lakhisarai","Small Millets","Kharif","1000.00","",""
"Bihar","Lakhisarai","Small Millets","Total","1000.00","",""
"Bihar","Lakhisarai","Shree Anna /Nutri Cereals","Kharif","1000.00","",""
"Bihar","Lakhisarai","Shree Anna /Nutri Cereals","Total","1000.00","",""
"Bihar","Lakhisarai","Nutri/Coarse Cereals","Kharif","420.00","2032.00","1758.00"
"Bihar","Lakhisarai","Nutri/Coarse Cereals","Rabi","","","4070.00"
"Bihar","Lakhisarai","Nutri/Coarse Cereals","Total","420.00","2032.00","2776.00"
"Bihar","Lakhisarai","Cereals","Kharif","420.00","2032.00","1758.00"
"Bihar","Lakhisarai","Cereals","Rabi","3360.00","3183.00","2672.00"
"Bihar","Lakhisarai","Cereals","Total","3136.00","3138.00","2623.00"
"Bihar","Lakhisarai","Gram","Rabi","1304.00","1282.00","1366.00"
"Bihar","Lakhisarai","Gram","Total","1304.00","1282.00","1366.00"
"Bihar","Lakhisarai","Urad","Kharif","920.00","",""
"Bihar","Lakhisarai","Urad","Total","920.00","",""
"Bihar","Lakhisarai","Moong","Kharif","826.00","772.00",""
"Bihar","Lakhisarai","Moong","Summer","1034.00","750.00","927.00"
"Bihar","Lakhisarai","Moong","Total","942.00","768.00","927.00"
"Bihar","Lakhisarai","Lentil","Rabi","1580.00","1161.00","1251.00"
"Bihar","Lakhisarai","Lentil","Total","1580.00","1161.00","1251.00"
"Bihar","Lakhisarai","Other Pulses","Rabi","1043.00","1192.00","1032.00"
"Bihar","Lakhisarai","Other Pulses","Total","1043.00","1192.00","1032.00"
"Bihar","Lakhisarai","Total Pulses","Total","1314.00","1209.00","1229.00"
"Bihar","Lakhisarai","Total Food Grains","Kharif","425.00","1993.00","1758.00"
"Bihar","Lakhisarai","Total Food Grains","Rabi","3041.00","2899.00","2501.00"
"Bihar","Lakhisarai","Total Food Grains","Summer","1034.00","750.00","927.00"
"Bihar","Lakhisarai","Total Food Grains","Total","2868.00","2868.00","2465.00"
"Bihar","Madhepura","Rice","Kharif","2550.00","2037.00","2182.00"
"Bihar","Madhepura","Rice","Rabi","2601.00","1806.00","2613.00"
"Bihar","Madhepura","Rice","Summer","2565.00","2071.00","2527.00"
"Bihar","Madhepura","Rice","Total","2590.00","1853.00","2525.00"
"Bihar","Madhepura","Wheat","Rabi","3184.00","3612.00","3805.00"
"Bihar","Madhepura","Wheat","Total","3184.00","3612.00","3805.00"
"Bihar","Madhepura","Maize","Kharif","3299.00","2511.00","2453.00"
"Bihar","Madhepura","Maize","Rabi","7522.00","5549.00","9258.00"
"Bihar","Madhepura","Maize","Summer","3480.00","3703.00","5372.00"
"Bihar","Madhepura","Maize","Total","5246.00","4432.00","6855.00"
"Bihar","Madhepura","Barley","Rabi","","1000.00","2000.00"
"Bihar","Madhepura","Barley","Total","","1000.00","2000.00"
"Bihar","Madhepura","Ragi","Kharif","514.00","731.00","2500.00"
"Bihar","Madhepura","Ragi","Total","514.00","731.00","2500.00"
"Bihar","Madhepura","Small Millets","Kharif","758.00","765.00","743.00"
"Bihar","Madhepura","Small Millets","Total","758.00","765.00","743.00"
"Bihar","Madhepura","Shree Anna /Nutri Cereals","Kharif","545.00","743.00","1382.00"
"Bihar","Madhepura","Shree Anna /Nutri Cereals","Total","545.00","743.00","1382.00"
"Bihar","Madhepura","Nutri/Coarse Cereals","Kharif","3125.00","2482.00","2441.00"
"Bihar","Madhepura","Nutri/Coarse Cereals","Rabi","7522.00","5548.00","9257.00"
"Bihar","Madhepura","Nutri/Coarse Cereals","Summer","3480.00","3703.00","5372.00"
"Bihar","Madhepura","Nutri/Coarse Cereals","Total","5217.00","4422.00","6847.00"
"Bihar","Madhepura","Cereals","Kharif","2655.00","2179.00","2244.00"
"Bihar","Madhepura","Cereals","Rabi","3622.00","2990.00","4064.00"
"Bihar","Madhepura","Cereals","Summer","3408.00","3533.00","5079.00"
"Bihar","Madhepura","Cereals","Total","3434.00","2935.00","3926.00"
"Bihar","Madhepura","Tur","Kharif","1583.00","1545.00","2000.00"
"Bihar","Madhepura","Tur","Total","1583.00","1545.00","2000.00"
"Bihar","Madhepura","Gram","Rabi","","1000.00",""
"Bihar","Madhepura","Gram","Total","","1000.00",""
"Bihar","Madhepura","Urad","Kharif","881.00","891.00","907.00"
"Bihar","Madhepura","Urad","Total","881.00","891.00","907.00"
"Bihar","Madhepura","Moong","Kharif","627.00","681.00","592.00"
"Bihar","Madhepura","Moong","Summer","632.00","857.00","860.00"
"Bihar","Madhepura","Moong","Total","632.00","854.00","857.00"
"Bihar","Madhepura","Lentil","Rabi","595.00","1122.00","823.00"
"Bihar","Madhepura","Lentil","Total","595.00","1122.00","823.00"
"Bihar","Madhepura","Other Pulses","Kharif","919.00","925.00","924.00"
"Bihar","Madhepura","Other Pulses","Rabi","1040.00","711.00","851.00"
"Bihar","Madhepura","Other Pulses","Total","989.00","784.00","878.00"
"Bihar","Madhepura","Total Pulses","Total","663.00","857.00","859.00"
"Bihar","Madhepura","Total Food Grains","Kharif","2570.00","2095.00","2166.00"
"Bihar","Madhepura","Total Food Grains","Rabi","3577.00","2956.00","4018.00"
"Bihar","Madhepura","Total Food Grains","Summer","2139.00","2100.00","3167.00"
"Bihar","Madhepura","Total Food Grains","Total","3074.00","2683.00","3603.00"
"Bihar","Madhubani","Rice","Kharif","1739.00","1734.00","1076.00"
"Bihar","Madhubani","Rice","Rabi","1764.00","1346.00","1093.00"
"Bihar","Madhubani","Rice","Summer","1842.00","1272.00","1469.00"
"Bihar","Madhubani","Rice","Total","1757.00","1491.00","1101.00"
"Bihar","Madhubani","Wheat","Rabi","1910.00","2177.00","1993.00"
"Bihar","Madhubani","Wheat","Total","1910.00","2177.00","1993.00"
"Bihar","Madhubani","Maize","Kharif","3095.00","2063.00","1676.00"
"Bihar","Madhubani","Maize","Rabi","5600.00","8207.00","5491.00"
