"State","District","Crop","Season","Yield-2019-20","Yield-2020-21","Yield-2021-22"
"Assam","Lakhimpur","Other Pulses","Total","763.00","1270.00","1245.00"
"Assam","Lakhimpur","Total Pulses","Total","506.00","756.00","697.00"
"Assam","Lakhimpur","Total Food Grains","Kharif","1549.00","1228.00","1224.00"
"Assam","Lakhimpur","Total Food Grains","Rabi","1533.00","1770.00","1588.00"
"Assam","Lakhimpur","Total Food Grains","Summer","2195.00","2051.00","2478.00"
"Assam","Lakhimpur","Total Food Grains","Total","1604.00","1772.00","1651.00"
"Assam","Majuli","Rice","Kharif","","2219.00","1080.00"
"Assam","Majuli","Rice","Rabi","","2665.00","1545.00"
"Assam","Majuli","Rice","Summer","","1717.00","2106.00"
"Assam","Majuli","Rice","Total","","2470.00","1589.00"
"Assam","Majuli","Wheat","Rabi","","1500.00","1000.00"
"Assam","Majuli","Wheat","Total","","1500.00","1000.00"
"Assam","Majuli","Maize","Kharif","","2617.00","2627.00"
"Assam","Majuli","Maize","Total","","2617.00","2627.00"
"Assam","Majuli","Small Millets","Kharif","","500.00","450.00"
"Assam","Majuli","Small Millets","Total","","500.00","450.00"
"Assam","Majuli","Shree Anna /Nutri Cereals","Kharif","","500.00","450.00"
"Assam","Majuli","Shree Anna /Nutri Cereals","Total","","500.00","450.00"
"Assam","Majuli","Nutri/Coarse Cereals","Kharif","","2368.00","2344.00"
"Assam","Majuli","Nutri/Coarse Cereals","Total","","2368.00","2344.00"
"Assam","Majuli","Cereals","Kharif","","2222.00","1144.00"
"Assam","Majuli","Cereals","Rabi","","2665.00","1545.00"
"Assam","Majuli","Cereals","Summer","","1717.00","2106.00"
"Assam","Majuli","Cereals","Total","","2469.00","1593.00"
"Assam","Majuli","Tur","Kharif","","1000.00","1000.00"
"Assam","Majuli","Tur","Total","","1000.00","1000.00"
"Assam","Majuli","Gram","Rabi","","720.00","700.00"
"Assam","Majuli","Gram","Total","","720.00","700.00"
"Assam","Majuli","Urad","Rabi","","348.00","563.00"
"Assam","Majuli","Urad","Total","","348.00","563.00"
"Assam","Majuli","Moong","Rabi","","690.00","690.00"
"Assam","Majuli","Moong","Total","","690.00","690.00"
"Assam","Majuli","Lentil","Rabi","","792.00","789.00"
"Assam","Majuli","Lentil","Total","","792.00","789.00"
"Assam","Majuli","Other Pulses","Rabi","","670.00","670.00"
"Assam","Majuli","Other Pulses","Total","","670.00","670.00"
"Assam","Majuli","Total Pulses","Total","","482.00","608.00"
"Assam","Majuli","Total Food Grains","Kharif","","2220.00","1143.00"
"Assam","Majuli","Total Food Grains","Rabi","","2069.00","1296.00"
"Assam","Majuli","Total Food Grains","Summer","","1717.00","2106.00"
"Assam","Majuli","Total Food Grains","Total","","2038.00","1387.00"
"Assam","Marigaon","Rice","Kharif","1531.00","1611.00","1391.00"
"Assam","Marigaon","Rice","Rabi","2059.00","2034.00","1966.00"
"Assam","Marigaon","Rice","Summer","2534.00","2820.00","2596.00"
"Assam","Marigaon","Rice","Total","2271.00","2393.00","2271.00"
"Assam","Marigaon","Wheat","Rabi","1191.00","1249.00","875.00"
"Assam","Marigaon","Wheat","Total","1191.00","1249.00","875.00"
"Assam","Marigaon","Maize","Kharif","3020.00","2020.00","3530.00"
"Assam","Marigaon","Maize","Total","3020.00","2020.00","3530.00"
"Assam","Marigaon","Small Millets","Kharif","426.00","426.00","581.00"
"Assam","Marigaon","Small Millets","Total","426.00","426.00","581.00"
"Assam","Marigaon","Shree Anna /Nutri Cereals","Kharif","426.00","426.00","581.00"
"Assam","Marigaon","Shree Anna /Nutri Cereals","Total","426.00","426.00","581.00"
"Assam","Marigaon","Nutri/Coarse Cereals","Kharif","2766.00","1866.00","3281.00"
"Assam","Marigaon","Nutri/Coarse Cereals","Total","2766.00","1866.00","3281.00"
"Assam","Marigaon","Cereals","Kharif","2386.00","1787.00","3027.00"
"Assam","Marigaon","Cereals","Rabi","2030.00","2013.00","1934.00"
"Assam","Marigaon","Cereals","Summer","2534.00","2820.00","2596.00"
"Assam","Marigaon","Cereals","Total","2277.00","2353.00","2306.00"
"Assam","Marigaon","Tur","Kharif","747.00","747.00","1148.00"
"Assam","Marigaon","Tur","Total","747.00","747.00","1148.00"
"Assam","Marigaon","Gram","Rabi","602.00","714.00","706.00"
"Assam","Marigaon","Gram","Total","602.00","714.00","706.00"
"Assam","Marigaon","Urad","Rabi","726.00","483.00","527.00"
"Assam","Marigaon","Urad","Total","726.00","483.00","527.00"
"Assam","Marigaon","Moong","Rabi","719.00","720.00","720.00"
"Assam","Marigaon","Moong","Total","719.00","720.00","720.00"
"Assam","Marigaon","Lentil","Rabi","850.00","849.00","850.00"
"Assam","Marigaon","Lentil","Total","850.00","849.00","850.00"
"Assam","Marigaon","Other Pulses","Rabi","1318.00","1251.00","1250.00"
"Assam","Marigaon","Other Pulses","Total","1318.00","1251.00","1250.00"
"Assam","Marigaon","Total Pulses","Total","918.00","844.00","817.00"
"Assam","Marigaon","Total Food Grains","Kharif","2363.00","1773.00","3006.00"
"Assam","Marigaon","Total Food Grains","Rabi","1967.00","1946.00","1839.00"
"Assam","Marigaon","Total Food Grains","Summer","2534.00","2820.00","2596.00"
"Assam","Marigaon","Total Food Grains","Total","2236.00","2308.00","2242.00"
"Assam","Nagaon","Rice","Kharif","2197.00","1560.00","1557.00"
"Assam","Nagaon","Rice","Rabi","2144.00","1774.00","2047.00"
"Assam","Nagaon","Rice","Summer","2468.00","3225.00","2385.00"
"Assam","Nagaon","Rice","Total","2214.00","2151.00","2134.00"
"Assam","Nagaon","Wheat","Rabi","1301.00","1128.00","1010.00"
"Assam","Nagaon","Wheat","Total","1301.00","1128.00","1010.00"
"Assam","Nagaon","Maize","Kharif","3334.00","3769.00","3752.00"
"Assam","Nagaon","Maize","Total","3334.00","3769.00","3752.00"
"Assam","Nagaon","Small Millets","Kharif","513.00","551.00","651.00"
"Assam","Nagaon","Small Millets","Total","513.00","551.00","651.00"
"Assam","Nagaon","Shree Anna /Nutri Cereals","Kharif","513.00","551.00","651.00"
"Assam","Nagaon","Shree Anna /Nutri Cereals","Total","513.00","551.00","651.00"
"Assam","Nagaon","Nutri/Coarse Cereals","Kharif","2168.00","2171.00","2269.00"
"Assam","Nagaon","Nutri/Coarse Cereals","Total","2168.00","2171.00","2269.00"
"Assam","Nagaon","Cereals","Kharif","2190.00","1798.00","1864.00"
"Assam","Nagaon","Cereals","Rabi","2139.00","1771.00","2043.00"
"Assam","Nagaon","Cereals","Summer","2468.00","3225.00","2385.00"
"Assam","Nagaon","Cereals","Total","2209.00","2148.00","2131.00"
"Assam","Nagaon","Tur","Kharif","912.00","920.00","920.00"
"Assam","Nagaon","Tur","Total","912.00","920.00","920.00"
"Assam","Nagaon","Gram","Rabi","743.00","947.00","921.00"
"Assam","Nagaon","Gram","Total","743.00","947.00","921.00"
"Assam","Nagaon","Urad","Rabi","667.00","525.00","585.00"
"Assam","Nagaon","Urad","Total","667.00","525.00","585.00"
"Assam","Nagaon","Moong","Rabi","632.00","601.00","601.00"
"Assam","Nagaon","Moong","Total","632.00","601.00","601.00"
"Assam","Nagaon","Lentil","Rabi","636.00","643.00","644.00"
"Assam","Nagaon","Lentil","Total","636.00","643.00","644.00"
"Assam","Nagaon","Other Pulses","Rabi","586.00","688.00","688.00"
"Assam","Nagaon","Other Pulses","Total","586.00","688.00","688.00"
"Assam","Nagaon","Total Pulses","Total","644.00","618.00","643.00"
"Assam","Nagaon","Total Food Grains","Kharif","2132.00","1719.00","1776.00"
"Assam","Nagaon","Total Food Grains","Rabi","2082.00","1711.00","1969.00"
"Assam","Nagaon","Total Food Grains","Summer","2468.00","3225.00","2385.00"
"Assam","Nagaon","Total Food Grains","Total","2162.00","2087.00","2072.00"
"Assam","Nalbari","Rice","Kharif","1920.00","2810.00","2424.00"
"Assam","Nalbari","Rice","Rabi","2660.00","2559.00","2246.00"
"Assam","Nalbari","Rice","Summer","3424.00","3442.00","1605.00"
"Assam","Nalbari","Rice","Total","2755.00","2695.00","2186.00"
"Assam","Nalbari","Wheat","Rabi","1270.00","1135.00","1374.00"
"Assam","Nalbari","Wheat","Total","1270.00","1135.00","1374.00"
"Assam","Nalbari","Maize","Kharif","2099.00","2101.00","3468.00"
"Assam","Nalbari","Maize","Total","2099.00","2101.00","3468.00"
"Assam","Nalbari","Small Millets","Kharif","500.00","526.00","615.00"
"Assam","Nalbari","Small Millets","Total","500.00","526.00","615.00"
"Assam","Nalbari","Shree Anna /Nutri Cereals","Kharif","500.00","526.00","615.00"
"Assam","Nalbari","Shree Anna /Nutri Cereals","Total","500.00","526.00","615.00"
"Assam","Nalbari","Nutri/Coarse Cereals","Kharif","2050.00","2050.00","3409.00"
"Assam","Nalbari","Nutri/Coarse Cereals","Total","2050.00","2050.00","3409.00"
"Assam","Nalbari","Cereals","Kharif","1952.00","2579.00","2723.00"
"Assam","Nalbari","Cereals","Rabi","2658.00","2558.00","2242.00"
"Assam","Nalbari","Cereals","Summer","3424.00","3442.00","1605.00"
"Assam","Nalbari","Cereals","Total","2747.00","2690.00","2195.00"
"Assam","Nalbari","Tur","Kharif","750.00","724.00","513.00"
"Assam","Nalbari","Tur","Total","750.00","724.00","513.00"
"Assam","Nalbari","Gram","Rabi","706.00","720.00","833.00"
"Assam","Nalbari","Gram","Total","706.00","720.00","833.00"
"Assam","Nalbari","Urad","Rabi","655.00","674.00","654.00"
"Assam","Nalbari","Urad","Total","655.00","674.00","654.00"
"Assam","Nalbari","Moong","Rabi","801.00","800.00","925.00"
"Assam","Nalbari","Moong","Total","801.00","800.00","925.00"
"Assam","Nalbari","Lentil","Rabi","720.00","730.00","697.00"
"Assam","Nalbari","Lentil","Total","720.00","730.00","697.00"
"Assam","Nalbari","Other Pulses","Rabi","1152.00","1300.00","1310.00"
"Assam","Nalbari","Other Pulses","Total","1152.00","1300.00","1310.00"
"Assam","Nalbari","Total Pulses","Total","920.00","1010.00","994.00"
"Assam","Nalbari","Total Food Grains","Kharif","1905.00","2489.00","2641.00"
"Assam","Nalbari","Total Food Grains","Rabi","2588.00","2509.00","2198.00"
"Assam","Nalbari","Total Food Grains","Summer","3424.00","3442.00","1605.00"
"Assam","Nalbari","Total Food Grains","Total","2685.00","2643.00","2156.00"
"Assam","Sivasagar","Rice","Kharif","1520.00","1780.00","1553.00"
"Assam","Sivasagar","Rice","Rabi","2060.00","1957.00","1546.00"
"Assam","Sivasagar","Rice","Summer","2595.00","2820.00","2283.00"
"Assam","Sivasagar","Rice","Total","2062.00","1965.00","1549.00"
"Assam","Sivasagar","Wheat","Rabi","1333.00","1500.00","1000.00"
"Assam","Sivasagar","Wheat","Total","1333.00","1500.00","1000.00"
"Assam","Sivasagar","Maize","Kharif","2340.00","2825.00","2793.00"
"Assam","Sivasagar","Maize","Total","2340.00","2825.00","2793.00"
"Assam","Sivasagar","Small Millets","Kharif","333.00","1000.00","636.00"
"Assam","Sivasagar","Small Millets","Total","333.00","1000.00","636.00"
"Assam","Sivasagar","Shree Anna /Nutri Cereals","Kharif","333.00","1000.00","636.00"
"Assam","Sivasagar","Shree Anna /Nutri Cereals","Total","333.00","1000.00","636.00"
"Assam","Sivasagar","Nutri/Coarse Cereals","Kharif","2220.00","2741.00","2551.00"
"Assam","Sivasagar","Nutri/Coarse Cereals","Total","2220.00","2741.00","2551.00"
"Assam","Sivasagar","Cereals","Kharif","1634.00","2066.00","1995.00"
"Assam","Sivasagar","Cereals","Rabi","2060.00","1957.00","1546.00"
"Assam","Sivasagar","Cereals","Summer","2595.00","2820.00","2283.00"
"Assam","Sivasagar","Cereals","Total","2062.00","1966.00","1551.00"
"Assam","Sivasagar","Tur","Kharif","1022.00","1120.00","1154.00"
"Assam","Sivasagar","Tur","Total","1022.00","1120.00","1154.00"
"Assam","Sivasagar","Urad","Rabi","598.00","651.00","661.00"
"Assam","Sivasagar","Urad","Total","598.00","651.00","661.00"
"Assam","Sivasagar","Moong","Rabi","912.00","724.00","726.00"
"Assam","Sivasagar","Moong","Total","912.00","724.00","726.00"
"Assam","Sivasagar","Lentil","Rabi","745.00","657.00","652.00"
"Assam","Sivasagar","Lentil","Total","745.00","657.00","652.00"
"Assam","Sivasagar","Other Pulses","Rabi","1497.00","797.00","661.00"
"Assam","Sivasagar","Other Pulses","Total","1497.00","797.00","661.00"
"Assam","Sivasagar","Total Pulses","Total","1057.00","708.00","672.00"
"Assam","Sivasagar","Total Food Grains","Kharif","1408.00","2005.00","1949.00"
"Assam","Sivasagar","Total Food Grains","Rabi","2041.00","1937.00","1533.00"
"Assam","Sivasagar","Total Food Grains","Summer","2595.00","2820.00","2283.00"
"Assam","Sivasagar","Total Food Grains","Total","2041.00","1945.00","1538.00"
"Assam","Sonitpur","Rice","Kharif","1532.00","2319.00","1802.00"
"Assam","Sonitpur","Rice","Rabi","2055.00","2013.00","1863.00"
"Assam","Sonitpur","Rice","Summer","2879.00","3137.00","1689.00"
"Assam","Sonitpur","Rice","Total","2126.00","2220.00","1831.00"
"Assam","Sonitpur","Wheat","Rabi","1511.00","977.00","1069.00"
"Assam","Sonitpur","Wheat","Total","1511.00","977.00","1069.00"
"Assam","Sonitpur","Maize","Kharif","5203.00","5456.00","2850.00"
"Assam","Sonitpur","Maize","Total","5203.00","5456.00","2850.00"
"Assam","Sonitpur","Small Millets","Kharif","573.00","585.00","682.00"
"Assam","Sonitpur","Small Millets","Total","573.00","585.00","682.00"
"Assam","Sonitpur","Shree Anna /Nutri Cereals","Kharif","573.00","585.00","682.00"
"Assam","Sonitpur","Shree Anna /Nutri Cereals","Total","573.00","585.00","682.00"
"Assam","Sonitpur","Nutri/Coarse Cereals","Kharif","4909.00","5256.00","2790.00"
"Assam","Sonitpur","Nutri/Coarse Cereals","Total","4909.00","5256.00","2790.00"
"Assam","Sonitpur","Cereals","Kharif","1965.00","2801.00","1937.00"
"Assam","Sonitpur","Cereals","Rabi","2054.00","2010.00","1859.00"
"Assam","Sonitpur","Cereals","Summer","2879.00","3137.00","1689.00"
"Assam","Sonitpur","Cereals","Total","2152.00","2263.00","1844.00"
"Assam","Sonitpur","Tur","Kharif","1056.00","1022.00","1051.00"
"Assam","Sonitpur","Tur","Total","1056.00","1022.00","1051.00"
"Assam","Sonitpur","Gram","Rabi","702.00","706.00","747.00"
"Assam","Sonitpur","Gram","Total","702.00","706.00","747.00"
"Assam","Sonitpur","Urad","Rabi","672.00","811.00","638.00"
"Assam","Sonitpur","Urad","Total","672.00","811.00","638.00"
"Assam","Sonitpur","Moong","Rabi","825.00","782.00","780.00"
"Assam","Sonitpur","Moong","Total","825.00","782.00","780.00"
"Assam","Sonitpur","Lentil","Rabi","936.00","871.00","835.00"
"Assam","Sonitpur","Lentil","Total","936.00","871.00","835.00"
"Assam","Sonitpur","Other Pulses","Rabi","861.00","917.00","885.00"
"Assam","Sonitpur","Other Pulses","Total","861.00","917.00","885.00"
"Assam","Sonitpur","Total Pulses","Total","814.00","855.00","782.00"
"Assam","Sonitpur","Total Food Grains","Kharif","1914.00","2693.00","1911.00"
"Assam","Sonitpur","Total Food Grains","Rabi","1959.00","1894.00","1765.00"
"Assam","Sonitpur","Total Food Grains","Summer","2879.00","3137.00","1689.00"
"Assam","Sonitpur","Total Food Grains","Total","2066.00","2148.00","1772.00"
"Assam","South Salmara Mancachar","Rice","Kharif","","1560.00","636.00"
"Assam","South Salmara Mancachar","Rice","Rabi","","2353.00","1949.00"
"Assam","South Salmara Mancachar","Rice","Summer","","2973.00","2699.00"
"Assam","South Salmara Mancachar","Rice","Total","","2652.00","2307.00"
"Assam","South Salmara Mancachar","Wheat","Rabi","","1380.00","1378.00"
"Assam","South Salmara Mancachar","Wheat","Total","","1380.00","1378.00"
"Assam","South Salmara Mancachar","Maize","Kharif","","4200.00","4200.00"
"Assam","South Salmara Mancachar","Maize","Total","","4200.00","4200.00"
"Assam","South Salmara Mancachar","Small Millets","Kharif","","902.00","902.00"
"Assam","South Salmara Mancachar","Small Millets","Total","","902.00","902.00"
"Assam","South Salmara Mancachar","Shree Anna /Nutri Cereals","Kharif","","902.00","902.00"
"Assam","South Salmara Mancachar","Shree Anna /Nutri Cereals","Total","","902.00","902.00"
"Assam","South Salmara Mancachar","Nutri/Coarse Cereals","Kharif","","1503.00","1486.00"
"Assam","South Salmara Mancachar","Nutri/Coarse Cereals","Total","","1503.00","1486.00"
"Assam","South Salmara Mancachar","Cereals","Kharif","","1517.00","1282.00"
"Assam","South Salmara Mancachar","Cereals","Rabi","","2305.00","1920.00"
"Assam","South Salmara Mancachar","Cereals","Summer","","2973.00","2699.00"
"Assam","South Salmara Mancachar","Cereals","Total","","2577.00","2253.00"
"Assam","South Salmara Mancachar","Tur","Kharif","","980.00","980.00"
"Assam","South Salmara Mancachar","Tur","Total","","980.00","980.00"
"Assam","South Salmara Mancachar","Gram","Rabi","","855.00","827.00"
"Assam","South Salmara Mancachar","Gram","Total","","855.00","827.00"
"Assam","South Salmara Mancachar","Urad","Rabi","","790.00","843.00"
"Assam","South Salmara Mancachar","Urad","Total","","790.00","843.00"
"Assam","South Salmara Mancachar","Moong","Rabi","","1000.00","1000.00"
"Assam","South Salmara Mancachar","Moong","Total","","1000.00","1000.00"
"Assam","South Salmara Mancachar","Lentil","Rabi","","914.00","914.00"
"Assam","South Salmara Mancachar","Lentil","Total","","914.00","914.00"
"Assam","South Salmara Mancachar","Other Pulses","Rabi","","883.00","883.00"
"Assam","South Salmara Mancachar","Other Pulses","Total","","883.00","883.00"
"Assam","South Salmara Mancachar","Total Pulses","Total","","836.00","866.00"
"Assam","South Salmara Mancachar","Total Food Grains","Kharif","","1492.00","1268.00"
"Assam","South Salmara Mancachar","Total Food Grains","Rabi","","2138.00","1800.00"
"Assam","South Salmara Mancachar","Total Food Grains","Summer","","2973.00","2699.00"
"Assam","South Salmara Mancachar","Total Food Grains","Total","","2472.00","2169.00"
"Assam","Sribhumi","Rice","Kharif","1556.00","1419.00","1994.00"
"Assam","Sribhumi","Rice","Rabi","1921.00","2014.00","1960.00"
"Assam","Sribhumi","Rice","Summer","2593.00","2194.00","2830.00"
"Assam","Sribhumi","Rice","Total","1970.00","2018.00","2032.00"
"Assam","Sribhumi","Wheat","Rabi","","1333.00","1333.00"
"Assam","Sribhumi","Wheat","Total","","1333.00","1333.00"
"Assam","Sribhumi","Maize","Kharif","905.00","2227.00","2227.00"
"Assam","Sribhumi","Maize","Total","905.00","2227.00","2227.00"
"Assam","Sribhumi","Small Millets","Kharif","843.00","500.00","571.00"
"Assam","Sribhumi","Small Millets","Total","843.00","500.00","571.00"
"Assam","Sribhumi","Shree Anna /Nutri Cereals","Kharif","843.00","500.00","571.00"
"Assam","Sribhumi","Shree Anna /Nutri Cereals","Total","843.00","500.00","571.00"
"Assam","Sribhumi","Nutri/Coarse Cereals","Kharif","848.00","2083.00","1828.00"
"Assam","Sribhumi","Nutri/Coarse Cereals","Total","848.00","2083.00","1828.00"
"Assam","Sribhumi","Cereals","Kharif","1443.00","1432.00","1990.00"
"Assam","Sribhumi","Cereals","Rabi","1921.00","2014.00","1960.00"
"Assam","Sribhumi","Cereals","Summer","2593.00","2194.00","2830.00"
"Assam","Sribhumi","Cereals","Total","1966.00","2018.00","2032.00"
"Assam","Sribhumi","Tur","Kharif","908.00","908.00","908.00"
"Assam","Sribhumi","Tur","Total","908.00","908.00","908.00"
"Assam","Sribhumi","Gram","Rabi","429.00","200.00","800.00"
"Assam","Sribhumi","Gram","Total","429.00","200.00","800.00"
"Assam","Sribhumi","Urad","Rabi","597.00","652.00","659.00"
"Assam","Sribhumi","Urad","Total","597.00","652.00","659.00"
"Assam","Sribhumi","Moong","Rabi","350.00","677.00","803.00"
"Assam","Sribhumi","Moong","Total","350.00","677.00","803.00"
"Assam","Sribhumi","Lentil","Rabi","600.00","700.00","749.00"
"Assam","Sribhumi","Lentil","Total","600.00","700.00","749.00"
"Assam","Sribhumi","Other Pulses","Rabi","1000.00","858.00","949.00"
"Assam","Sribhumi","Other Pulses","Total","1000.00","858.00","949.00"
"Assam","Sribhumi","Total Pulses","Total","721.00","743.00","795.00"
"Assam","Sribhumi","Total Food Grains","Kharif","1420.00","1406.00","1937.00"
"Assam","Sribhumi","Total Food Grains","Rabi","1908.00","1993.00","1946.00"
"Assam","Sribhumi","Total Food Grains","Summer","2593.00","2194.00","2830.00"
"Assam","Sribhumi","Total Food Grains","Total","1953.00","1998.00","2017.00"
"Assam","Tinsukia","Rice","Kharif","1550.00","1519.00","1222.00"
"Assam","Tinsukia","Rice","Rabi","1629.00","1753.00","1255.00"
"Assam","Tinsukia","Rice","Summer","2592.00","2820.00","2282.00"
"Assam","Tinsukia","Rice","Total","1627.00","1738.00","1258.00"
"Assam","Tinsukia","Wheat","Rabi","1268.00","1429.00","1250.00"
"Assam","Tinsukia","Wheat","Total","1268.00","1429.00","1250.00"
"Assam","Tinsukia","Maize","Kharif","1081.00","1280.00","1777.00"
"Assam","Tinsukia","Maize","Total","1081.00","1280.00","1777.00"
"Assam","Tinsukia","Small Millets","Kharif","778.00","654.00","653.00"
"Assam","Tinsukia","Small Millets","Total","778.00","654.00","653.00"
"Assam","Tinsukia","Shree Anna /Nutri Cereals","Kharif","778.00","654.00","653.00"
"Assam","Tinsukia","Shree Anna /Nutri Cereals","Total","778.00","654.00","653.00"
"Assam","Tinsukia","Nutri/Coarse Cereals","Kharif","1077.00","1117.00","1522.00"
"Assam","Tinsukia","Nutri/Coarse Cereals","Total","1077.00","1117.00","1522.00"
"Assam","Tinsukia","Cereals","Kharif","1465.00","1427.00","1291.00"
"Assam","Tinsukia","Cereals","Rabi","1628.00","1753.00","1255.00"
"Assam","Tinsukia","Cereals","Summer","2592.00","2820.00","2282.00"
"Assam","Tinsukia","Cereals","Total","1616.00","1722.00","1265.00"
"Assam","Tinsukia","Tur","Kharif","566.00","584.00","596.00"
"Assam","Tinsukia","Tur","Total","566.00","584.00","596.00"
"Assam","Tinsukia","Gram","Rabi","667.00","600.00","667.00"
"Assam","Tinsukia","Gram","Total","667.00","600.00","667.00"
"Assam","Tinsukia","Urad","Rabi","668.00","642.00","612.00"
"Assam","Tinsukia","Urad","Total","668.00","642.00","612.00"
"Assam","Tinsukia","Moong","Rabi","664.00","664.00","556.00"
"Assam","Tinsukia","Moong","Total","664.00","664.00","556.00"
"Assam","Tinsukia","Lentil","Rabi","632.00","625.00","636.00"
"Assam","Tinsukia","Lentil","Total","632.00","625.00","636.00"
"Assam","Tinsukia","Other Pulses","Rabi","846.00","1231.00","1185.00"
"Assam","Tinsukia","Other Pulses","Total","846.00","1231.00","1185.00"
"Assam","Tinsukia","Total Pulses","Total","731.00","864.00","819.00"
"Assam","Tinsukia","Total Food Grains","Kharif","1455.00","1417.00","1281.00"
"Assam","Tinsukia","Total Food Grains","Rabi","1576.00","1701.00","1229.00"
"Assam","Tinsukia","Total Food Grains","Summer","2592.00","2820.00","2282.00"
"Assam","Tinsukia","Total Food Grains","Total","1569.00","1676.00","1240.00"
"Assam","Udalguri","Rice","Kharif","1579.00","1814.00","1809.00"
"Assam","Udalguri","Rice","Rabi","2818.00","2623.00","2192.00"
"Assam","Udalguri","Rice","Summer","3372.00","3064.00","2320.00"
"Assam","Udalguri","Rice","Total","2612.00","2500.00","2161.00"
"Assam","Udalguri","Wheat","Rabi","1274.00","1293.00","1373.00"
"Assam","Udalguri","Wheat","Total","1274.00","1293.00","1373.00"
"Assam","Udalguri","Maize","Kharif","2119.00","2140.00","2330.00"
"Assam","Udalguri","Maize","Total","2119.00","2140.00","2330.00"
"Assam","Udalguri","Small Millets","Kharif","720.00","700.00","712.00"
"Assam","Udalguri","Small Millets","Total","720.00","700.00","712.00"
"Assam","Udalguri","Shree Anna /Nutri Cereals","Kharif","720.00","700.00","712.00"
"Assam","Udalguri","Shree Anna /Nutri Cereals","Total","720.00","700.00","712.00"
"Assam","Udalguri","Nutri/Coarse Cereals","Kharif","2000.00","2027.00","2198.00"
"Assam","Udalguri","Nutri/Coarse Cereals","Total","2000.00","2027.00","2198.00"
"Assam","Udalguri","Cereals","Kharif","1595.00","1823.00","1840.00"
"Assam","Udalguri","Cereals","Rabi","2810.00","2621.00","2191.00"
"Assam","Udalguri","Cereals","Summer","3372.00","3064.00","2320.00"
"Assam","Udalguri","Cereals","Total","2602.00","2496.00","2160.00"
"Assam","Udalguri","Tur","Kharif","910.00","799.00","849.00"
"Assam","Udalguri","Tur","Total","910.00","799.00","849.00"
"Assam","Udalguri","Gram","Rabi","840.00","833.00","871.00"
"Assam","Udalguri","Gram","Total","840.00","833.00","871.00"
"Assam","Udalguri","Urad","Rabi","728.00","616.00","657.00"
"Assam","Udalguri","Urad","Total","728.00","616.00","657.00"
"Assam","Udalguri","Moong","Rabi","842.00","843.00","853.00"
"Assam","Udalguri","Moong","Total","842.00","843.00","853.00"
"Assam","Udalguri","Lentil","Rabi","810.00","769.00","791.00"
"Assam","Udalguri","Lentil","Total","810.00","769.00","791.00"
"Assam","Udalguri","Other Pulses","Rabi","1027.00","1270.00","1280.00"
"Assam","Udalguri","Other Pulses","Total","1027.00","1270.00","1280.00"
"Assam","Udalguri","Total Pulses","Total","823.00","936.00","961.00"
"Assam","Udalguri","Total Food Grains","Kharif","1583.00","1804.00","1806.00"
"Assam","Udalguri","Total Food Grains","Rabi","2746.00","2595.00","2172.00"
"Assam","Udalguri","Total Food Grains","Summer","3372.00","3064.00","2320.00"
"Assam","Udalguri","Total Food Grains","Total","2552.00","2471.00","2139.00"
"Assam","West Karbi Anglong","Rice","Kharif","","1629.00","2009.00"
"Assam","West Karbi Anglong","Rice","Rabi","","2238.00","2023.00"
"Assam","West Karbi Anglong","Rice","Summer","","2820.00","2260.00"
"Assam","West Karbi Anglong","Rice","Total","","2200.00","2031.00"
"Assam","West Karbi Anglong","Wheat","Rabi","","1380.00","688.00"
"Assam","West Karbi Anglong","Wheat","Total","","1380.00","688.00"
"Assam","West Karbi Anglong","Maize","Kharif","","1625.00","2273.00"
"Assam","West Karbi Anglong","Maize","Total","","1625.00","2273.00"
"Assam","West Karbi Anglong","Small Millets","Kharif","","852.00","846.00"
"Assam","West Karbi Anglong","Small Millets","Total","","852.00","846.00"
"Assam","West Karbi Anglong","Shree Anna /Nutri Cereals","Kharif","","852.00","846.00"
"Assam","West Karbi Anglong","Shree Anna /Nutri Cereals","Total","","852.00","846.00"
"Assam","West Karbi Anglong","Nutri/Coarse Cereals","Kharif","","1577.00","2228.00"
"Assam","West Karbi Anglong","Nutri/Coarse Cereals","Total","","1577.00","2228.00"
"Assam","West Karbi Anglong","Cereals","Kharif","","1618.00","2054.00"
"Assam","West Karbi Anglong","Cereals","Rabi","","2231.00","2013.00"
"Assam","West Karbi Anglong","Cereals","Summer","","2820.00","2260.00"
"Assam","West Karbi Anglong","Cereals","Total","","2181.00","2026.00"
"Assam","West Karbi Anglong","Tur","Kharif","","763.00","763.00"
"Assam","West Karbi Anglong","Tur","Total","","763.00","763.00"
"Assam","West Karbi Anglong","Gram","Rabi","","756.00","758.00"
"Assam","West Karbi Anglong","Gram","Total","","756.00","758.00"
"Assam","West Karbi Anglong","Urad","Rabi","","652.00","662.00"
"Assam","West Karbi Anglong","Urad","Total","","652.00","662.00"
"Assam","West Karbi Anglong","Moong","Rabi","","449.00","784.00"
"Assam","West Karbi Anglong","Moong","Total","","449.00","784.00"
"Assam","West Karbi Anglong","Lentil","Rabi","","537.00","610.00"
"Assam","West Karbi Anglong","Lentil","Total","","537.00","610.00"
"Assam","West Karbi Anglong","Other Pulses","Rabi","","726.00","726.00"
"Assam","West Karbi Anglong","Other Pulses","Total","","726.00","726.00"
"Assam","West Karbi Anglong","Total Pulses","Total","","618.00","743.00"
