"State","District","Crop","Season","Yield-2019-20","Yield-2020-21","Yield-2021-22"
"Andaman And Nicobar Islands","North And Middle Andaman","Cereals","Rabi","2866.00","2925.00","3001.00"
"Andaman And Nicobar Islands","North And Middle Andaman","Cereals","Total","3156.00","2925.00","3001.00"
"Andaman And Nicobar Islands","North And Middle Andaman","Tur","Rabi","","95.00","185.00"
"Andaman And Nicobar Islands","North And Middle Andaman","Tur","Total","","95.00","185.00"
"Andaman And Nicobar Islands","North And Middle Andaman","Urad","Rabi","536.00","393.00","300.00"
"Andaman And Nicobar Islands","North And Middle Andaman","Urad","Total","536.00","393.00","300.00"
"Andaman And Nicobar Islands","North And Middle Andaman","Moong","Rabi","598.00","406.00","327.00"
"Andaman And Nicobar Islands","North And Middle Andaman","Moong","Total","598.00","406.00","327.00"
"Andaman And Nicobar Islands","North And Middle Andaman","Total Pulses","Total","579.00","396.00","309.00"
"Andaman And Nicobar Islands","North And Middle Andaman","Total Food Grains","Kharif","3156.00","",""
"Andaman And Nicobar Islands","North And Middle Andaman","Total Food Grains","Rabi","646.00","532.00","364.00"
"Andaman And Nicobar Islands","North And Middle Andaman","Total Food Grains","Total","2940.00","532.00","364.00"
"Andaman And Nicobar Islands","South Andamans","Rice","Kharif","3040.00","",""
"Andaman And Nicobar Islands","South Andamans","Rice","Total","3040.00","",""
"Andaman And Nicobar Islands","South Andamans","Maize","Rabi","2481.00","1305.00","1695.00"
"Andaman And Nicobar Islands","South Andamans","Maize","Total","2481.00","1305.00","1695.00"
"Andaman And Nicobar Islands","South Andamans","Nutri/Coarse Cereals","Rabi","2481.00","1305.00","1695.00"
"Andaman And Nicobar Islands","South Andamans","Nutri/Coarse Cereals","Total","2481.00","1305.00","1695.00"
"Andaman And Nicobar Islands","South Andamans","Cereals","Kharif","3040.00","",""
"Andaman And Nicobar Islands","South Andamans","Cereals","Rabi","2481.00","1305.00","1695.00"
"Andaman And Nicobar Islands","South Andamans","Cereals","Total","3000.00","1305.00","1695.00"
"Andaman And Nicobar Islands","South Andamans","Urad","Rabi","20.00","7.00","7.00"
"Andaman And Nicobar Islands","South Andamans","Urad","Total","20.00","7.00","7.00"
"Andaman And Nicobar Islands","South Andamans","Moong","Rabi","531.00","260.00","260.00"
"Andaman And Nicobar Islands","South Andamans","Moong","Total","531.00","260.00","260.00"
"Andaman And Nicobar Islands","South Andamans","Total Pulses","Total","427.00","172.00","172.00"
"Andaman And Nicobar Islands","South Andamans","Total Food Grains","Kharif","3040.00","",""
"Andaman And Nicobar Islands","South Andamans","Total Food Grains","Rabi","1484.00","496.00","1308.00"
"Andaman And Nicobar Islands","South Andamans","Total Food Grains","Total","2837.00","496.00","1308.00"
"Andhra Pradesh","Ananthapuramu","Rice","Kharif","3610.00","2724.00","2081.00"
"Andhra Pradesh","Ananthapuramu","Rice","Rabi","3135.00","3143.00","2601.00"
"Andhra Pradesh","Ananthapuramu","Rice","Total","3400.00","2908.00","2227.00"
"Andhra Pradesh","Ananthapuramu","Wheat","Rabi","300.00","1524.00","929.00"
"Andhra Pradesh","Ananthapuramu","Wheat","Total","300.00","1524.00","929.00"
"Andhra Pradesh","Ananthapuramu","Maize","Kharif","2794.00","3840.00","1670.00"
"Andhra Pradesh","Ananthapuramu","Maize","Rabi","4812.00","5109.00","5295.00"
"Andhra Pradesh","Ananthapuramu","Maize","Total","3578.00","4304.00","2672.00"
"Andhra Pradesh","Ananthapuramu","Jowar","Kharif","584.00","636.00","430.00"
"Andhra Pradesh","Ananthapuramu","Jowar","Rabi","891.00","406.00","649.00"
"Andhra Pradesh","Ananthapuramu","Jowar","Total","642.00","445.00","575.00"
"Andhra Pradesh","Ananthapuramu","Bajra","Kharif","1531.00","1414.00","753.00"
"Andhra Pradesh","Ananthapuramu","Bajra","Rabi","1517.00","1415.00","750.00"
"Andhra Pradesh","Ananthapuramu","Bajra","Total","1531.00","1414.00","753.00"
"Andhra Pradesh","Ananthapuramu","Ragi","Kharif","1863.00","1689.00","618.00"
"Andhra Pradesh","Ananthapuramu","Ragi","Rabi","2456.00","2197.00","2803.00"
"Andhra Pradesh","Ananthapuramu","Ragi","Total","2119.00","1861.00","1090.00"
"Andhra Pradesh","Ananthapuramu","Small Millets","Kharif","450.00","559.00","180.00"
"Andhra Pradesh","Ananthapuramu","Small Millets","Rabi","364.00","710.00","835.00"
"Andhra Pradesh","Ananthapuramu","Small Millets","Total","449.00","577.00","313.00"
"Andhra Pradesh","Ananthapuramu","Shree Anna /Nutri Cereals","Kharif","697.00","1162.00","457.00"
"Andhra Pradesh","Ananthapuramu","Shree Anna /Nutri Cereals","Rabi","1129.00","676.00","1107.00"
"Andhra Pradesh","Ananthapuramu","Shree Anna /Nutri Cereals","Total","774.00","909.00","661.00"
"Andhra Pradesh","Ananthapuramu","Nutri/Coarse Cereals","Kharif","1361.00","2991.00","1368.00"
"Andhra Pradesh","Ananthapuramu","Nutri/Coarse Cereals","Rabi","3248.00","3048.00","4106.00"
"Andhra Pradesh","Ananthapuramu","Nutri/Coarse Cereals","Total","1850.00","3015.00","2151.00"
"Andhra Pradesh","Ananthapuramu","Cereals","Kharif","2014.00","2874.00","1673.00"
"Andhra Pradesh","Ananthapuramu","Cereals","Rabi","3192.00","3090.00","3470.00"
"Andhra Pradesh","Ananthapuramu","Cereals","Total","2395.00","2967.00","2183.00"
"Andhra Pradesh","Ananthapuramu","Tur","Kharif","201.00","73.00","26.00"
"Andhra Pradesh","Ananthapuramu","Tur","Rabi","205.00","83.00",""
"Andhra Pradesh","Ananthapuramu","Tur","Total","201.00","73.00","26.00"
"Andhra Pradesh","Ananthapuramu","Gram","Kharif","","","250.00"
"Andhra Pradesh","Ananthapuramu","Gram","Rabi","767.00","433.00","239.00"
"Andhra Pradesh","Ananthapuramu","Gram","Total","767.00","433.00","239.00"
"Andhra Pradesh","Ananthapuramu","Urad","Kharif","214.00","187.00","1024.00"
"Andhra Pradesh","Ananthapuramu","Urad","Rabi","1306.00","1344.00","1464.00"
"Andhra Pradesh","Ananthapuramu","Urad","Total","828.00","851.00","1352.00"
"Andhra Pradesh","Ananthapuramu","Moong","Kharif","226.00","197.00","111.00"
"Andhra Pradesh","Ananthapuramu","Moong","Rabi","977.00","242.00","251.00"
"Andhra Pradesh","Ananthapuramu","Moong","Total","238.00","225.00","167.00"
"Andhra Pradesh","Ananthapuramu","Other Pulses","Kharif","378.00","217.00","199.00"
"Andhra Pradesh","Ananthapuramu","Other Pulses","Rabi","231.00","229.00","179.00"
"Andhra Pradesh","Ananthapuramu","Other Pulses","Total","374.00","223.00","194.00"
"Andhra Pradesh","Ananthapuramu","Total Pulses","Total","514.00","306.00","154.00"
"Andhra Pradesh","Ananthapuramu","Total Food Grains","Kharif","928.00","1418.00","762.00"
"Andhra Pradesh","Ananthapuramu","Total Food Grains","Rabi","1346.00","1165.00","903.00"
"Andhra Pradesh","Ananthapuramu","Total Food Grains","Total","1103.00","1275.00","827.00"
"Andhra Pradesh","Chittoor","Rice","Kharif","4030.00","3634.00","3505.00"
"Andhra Pradesh","Chittoor","Rice","Rabi","3589.00","3557.00","3550.00"
"Andhra Pradesh","Chittoor","Rice","Total","3676.00","3582.00","3530.00"
"Andhra Pradesh","Chittoor","Maize","Kharif","2628.00","2633.00","3119.00"
"Andhra Pradesh","Chittoor","Maize","Rabi","4499.00","4417.00","6191.00"
"Andhra Pradesh","Chittoor","Maize","Total","3130.00","3307.00","4184.00"
"Andhra Pradesh","Chittoor","Jowar","Kharif","0.00","1260.00","754.00"
"Andhra Pradesh","Chittoor","Jowar","Rabi","1455.00","1625.00",""
"Andhra Pradesh","Chittoor","Jowar","Total","800.00","1279.00","754.00"
"Andhra Pradesh","Chittoor","Bajra","Kharif","3701.00","2762.00","2449.00"
"Andhra Pradesh","Chittoor","Bajra","Rabi","4000.00","2750.00",""
"Andhra Pradesh","Chittoor","Bajra","Total","3701.00","2762.00","2449.00"
"Andhra Pradesh","Chittoor","Ragi","Kharif","1549.00","1163.00","1241.00"
"Andhra Pradesh","Chittoor","Ragi","Rabi","1374.00","2965.00","1420.00"
"Andhra Pradesh","Chittoor","Ragi","Total","1522.00","1278.00","1276.00"
"Andhra Pradesh","Chittoor","Small Millets","Kharif","751.00","523.00","441.00"
"Andhra Pradesh","Chittoor","Small Millets","Rabi","1200.00","750.00","1000.00"
"Andhra Pradesh","Chittoor","Small Millets","Total","755.00","530.00","444.00"
"Andhra Pradesh","Chittoor","Shree Anna /Nutri Cereals","Kharif","2057.00","1704.00","1829.00"
"Andhra Pradesh","Chittoor","Shree Anna /Nutri Cereals","Rabi","1376.00","2868.00","1420.00"
"Andhra Pradesh","Chittoor","Shree Anna /Nutri Cereals","Total","1985.00","1752.00","1787.00"
"Andhra Pradesh","Chittoor","Nutri/Coarse Cereals","Kharif","2202.00","1833.00","2129.00"
"Andhra Pradesh","Chittoor","Nutri/Coarse Cereals","Rabi","2983.00","3940.00","4220.00"
"Andhra Pradesh","Chittoor","Nutri/Coarse Cereals","Total","2322.00","2061.00","2493.00"
"Andhra Pradesh","Chittoor","Cereals","Kharif","3125.00","3155.00","3229.00"
"Andhra Pradesh","Chittoor","Cereals","Rabi","3564.00","3565.00","3577.00"
"Andhra Pradesh","Chittoor","Cereals","Total","3426.00","3402.00","3406.00"
"Andhra Pradesh","Chittoor","Tur","Kharif","77.00","123.00","115.00"
"Andhra Pradesh","Chittoor","Tur","Total","77.00","123.00","115.00"
"Andhra Pradesh","Chittoor","Gram","Rabi","","","750.00"
"Andhra Pradesh","Chittoor","Gram","Total","","","750.00"
"Andhra Pradesh","Chittoor","Urad","Kharif","739.00","790.00","1020.00"
"Andhra Pradesh","Chittoor","Urad","Rabi","1185.00","970.00","780.00"
"Andhra Pradesh","Chittoor","Urad","Total","1162.00","958.00","799.00"
"Andhra Pradesh","Chittoor","Moong","Kharif","249.00","345.00","407.00"
"Andhra Pradesh","Chittoor","Moong","Rabi","975.00","832.00","882.00"
"Andhra Pradesh","Chittoor","Moong","Total","540.00","487.00","589.00"
"Andhra Pradesh","Chittoor","Other Pulses","Kharif","688.00","738.00","416.00"
"Andhra Pradesh","Chittoor","Other Pulses","Rabi","555.00","632.00","640.00"
"Andhra Pradesh","Chittoor","Other Pulses","Total","634.00","651.00","554.00"
"Andhra Pradesh","Chittoor","Total Pulses","Total","606.00","541.00","428.00"
"Andhra Pradesh","Chittoor","Total Food Grains","Kharif","1570.00","2515.00","2646.00"
"Andhra Pradesh","Chittoor","Total Food Grains","Rabi","2621.00","2903.00","3137.00"
"Andhra Pradesh","Chittoor","Total Food Grains","Total","2154.00","2750.00","2890.00"
"Andhra Pradesh","East Godavari","Rice","Kharif","3367.00","2259.00","2323.00"
"Andhra Pradesh","East Godavari","Rice","Rabi","5334.00","5202.00","4550.00"
"Andhra Pradesh","East Godavari","Rice","Total","4212.00","3575.00","3362.00"
"Andhra Pradesh","East Godavari","Maize","Kharif","4935.00","2661.00","2348.00"
"Andhra Pradesh","East Godavari","Maize","Rabi","9494.00","7870.00","9448.00"
"Andhra Pradesh","East Godavari","Maize","Total","9167.00","7386.00","8907.00"
"Andhra Pradesh","East Godavari","Jowar","Kharif","840.00","879.00","714.00"
"Andhra Pradesh","East Godavari","Jowar","Rabi","373.00","493.00","5753.00"
"Andhra Pradesh","East Godavari","Jowar","Total","401.00","507.00","5664.00"
"Andhra Pradesh","East Godavari","Bajra","Kharif","1200.00","833.00","714.00"
"Andhra Pradesh","East Godavari","Bajra","Total","1200.00","833.00","714.00"
"Andhra Pradesh","East Godavari","Ragi","Kharif","856.00","1163.00","873.00"
"Andhra Pradesh","East Godavari","Ragi","Total","856.00","1163.00","873.00"
"Andhra Pradesh","East Godavari","Small Millets","Kharif","358.00","511.00","665.00"
"Andhra Pradesh","East Godavari","Small Millets","Total","358.00","511.00","665.00"
"Andhra Pradesh","East Godavari","Shree Anna /Nutri Cereals","Kharif","669.00","846.00","758.00"
"Andhra Pradesh","East Godavari","Shree Anna /Nutri Cereals","Rabi","373.00","493.00","5753.00"
"Andhra Pradesh","East Godavari","Shree Anna /Nutri Cereals","Total","439.00","643.00","3353.00"
"Andhra Pradesh","East Godavari","Nutri/Coarse Cereals","Kharif","3518.00","1757.00","1470.00"
"Andhra Pradesh","East Godavari","Nutri/Coarse Cereals","Rabi","8417.00","6978.00","9081.00"
"Andhra Pradesh","East Godavari","Nutri/Coarse Cereals","Total","7962.00","6184.00","7997.00"
"Andhra Pradesh","East Godavari","Cereals","Kharif","3368.00","2256.00","2319.00"
"Andhra Pradesh","East Godavari","Cereals","Rabi","5519.00","5274.00","4720.00"
"Andhra Pradesh","East Godavari","Cereals","Total","4322.00","3632.00","3458.00"
"Andhra Pradesh","East Godavari","Tur","Kharif","372.00","356.00","408.00"
"Andhra Pradesh","East Godavari","Tur","Rabi","365.00","333.00","400.00"
"Andhra Pradesh","East Godavari","Tur","Total","372.00","355.00","407.00"
"Andhra Pradesh","East Godavari","Gram","Rabi","1713.00","1925.00","1951.00"
"Andhra Pradesh","East Godavari","Gram","Total","1713.00","1925.00","1951.00"
"Andhra Pradesh","East Godavari","Urad","Kharif","1065.00","1202.00","927.00"
"Andhra Pradesh","East Godavari","Urad","Rabi","854.00","929.00","1260.00"
"Andhra Pradesh","East Godavari","Urad","Total","900.00","996.00","1152.00"
"Andhra Pradesh","East Godavari","Moong","Kharif","798.00","1657.00","297.00"
"Andhra Pradesh","East Godavari","Moong","Rabi","750.00","735.00","818.00"
"Andhra Pradesh","East Godavari","Moong","Total","751.00","740.00","797.00"
"Andhra Pradesh","East Godavari","Other Pulses","Kharif","333.00","813.00","510.00"
"Andhra Pradesh","East Godavari","Other Pulses","Rabi","605.00","947.00","882.00"
"Andhra Pradesh","East Godavari","Other Pulses","Total","545.00","886.00","603.00"
"Andhra Pradesh","East Godavari","Total Pulses","Total","895.00","988.00","1037.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Kharif","3326.00","2241.00","2282.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Rabi","5004.00","4917.00","4356.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Total","4112.00","3509.00","3308.00"
"Andhra Pradesh","Guntur","Rice","Kharif","3985.00","3127.00","2937.00"
"Andhra Pradesh","Guntur","Rice","Rabi","3980.00","3915.00","3572.00"
"Andhra Pradesh","Guntur","Rice","Total","3985.00","3256.00","3016.00"
"Andhra Pradesh","Guntur","Wheat","Rabi","","1667.00","1000.00"
"Andhra Pradesh","Guntur","Wheat","Total","","1667.00","1000.00"
"Andhra Pradesh","Guntur","Maize","Kharif","4935.00","6662.00","5442.00"
"Andhra Pradesh","Guntur","Maize","Rabi","10533.00","9697.00","8087.00"
"Andhra Pradesh","Guntur","Maize","Total","10455.00","9614.00","8049.00"
"Andhra Pradesh","Guntur","Jowar","Kharif","","1364.00","1091.00"
"Andhra Pradesh","Guntur","Jowar","Rabi","5962.00","5985.00","5535.00"
"Andhra Pradesh","Guntur","Jowar","Total","5962.00","5982.00","5533.00"
"Andhra Pradesh","Guntur","Bajra","Kharif","2000.00","1144.00","1204.00"
"Andhra Pradesh","Guntur","Bajra","Rabi","2000.00","1130.00","1167.00"
"Andhra Pradesh","Guntur","Bajra","Total","2000.00","1143.00","1204.00"
"Andhra Pradesh","Guntur","Ragi","Rabi","1197.00","867.00","642.00"
"Andhra Pradesh","Guntur","Ragi","Total","1197.00","867.00","642.00"
"Andhra Pradesh","Guntur","Small Millets","Kharif","818.00","1194.00","1000.00"
"Andhra Pradesh","Guntur","Small Millets","Rabi","768.00","1542.00","1608.00"
"Andhra Pradesh","Guntur","Small Millets","Total","789.00","1519.00","1606.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Kharif","1071.00","1155.00","1202.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Rabi","5813.00","5712.00","5390.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Total","5803.00","5630.00","5259.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Kharif","4507.00","4098.00","3207.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Rabi","8328.00","7411.00","7192.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Total","8296.00","7338.00","7112.00"
"Andhra Pradesh","Guntur","Cereals","Kharif","3987.00","3137.00","2940.00"
"Andhra Pradesh","Guntur","Cereals","Rabi","7333.00","6330.00","6274.00"
"Andhra Pradesh","Guntur","Cereals","Total","5135.00","4364.00","4128.00"
"Andhra Pradesh","Guntur","Tur","Kharif","729.00","744.00","879.00"
"Andhra Pradesh","Guntur","Tur","Rabi","729.00","744.00","879.00"
"Andhra Pradesh","Guntur","Tur","Total","729.00","744.00","879.00"
"Andhra Pradesh","Guntur","Gram","Kharif","","","1786.00"
"Andhra Pradesh","Guntur","Gram","Rabi","1684.00","1904.00","1809.00"
"Andhra Pradesh","Guntur","Gram","Total","1684.00","1904.00","1809.00"
"Andhra Pradesh","Guntur","Urad","Kharif","700.00","763.00","485.00"
"Andhra Pradesh","Guntur","Urad","Rabi","1301.00","1107.00","998.00"
"Andhra Pradesh","Guntur","Urad","Total","1267.00","1062.00","930.00"
"Andhra Pradesh","Guntur","Moong","Kharif","1109.00","835.00","532.00"
"Andhra Pradesh","Guntur","Moong","Rabi","1342.00","1198.00","1234.00"
"Andhra Pradesh","Guntur","Moong","Total","1339.00","1188.00","1230.00"
"Andhra Pradesh","Guntur","Other Pulses","Kharif","","600.00","1000.00"
"Andhra Pradesh","Guntur","Other Pulses","Rabi","600.00","667.00","1000.00"
"Andhra Pradesh","Guntur","Other Pulses","Total","600.00","625.00","1000.00"
"Andhra Pradesh","Guntur","Total Pulses","Total","1243.00","1175.00","1143.00"
"Andhra Pradesh","Guntur","Total Food Grains","Kharif","3715.00","2897.00","2690.00"
"Andhra Pradesh","Guntur","Total Food Grains","Rabi","5055.00","4430.00","4235.00"
"Andhra Pradesh","Guntur","Total Food Grains","Total","4301.00","3624.00","3388.00"
"Andhra Pradesh","Krishna","Rice","Kharif","3877.00","3239.00","3418.00"
"Andhra Pradesh","Krishna","Rice","Rabi","4437.00","4399.00","3929.00"
"Andhra Pradesh","Krishna","Rice","Total","4004.00","3540.00","3457.00"
"Andhra Pradesh","Krishna","Maize","Kharif","5282.00","4901.00","4170.00"
"Andhra Pradesh","Krishna","Maize","Rabi","5906.00","5857.00","5555.00"
"Andhra Pradesh","Krishna","Maize","Total","5809.00","5705.00","5320.00"
"Andhra Pradesh","Krishna","Jowar","Kharif","1179.00","1333.00","1000.00"
"Andhra Pradesh","Krishna","Jowar","Rabi","4959.00","3936.00","3178.00"
"Andhra Pradesh","Krishna","Jowar","Total","4709.00","3926.00","3170.00"
"Andhra Pradesh","Krishna","Shree Anna /Nutri Cereals","Kharif","1179.00","1333.00","1000.00"
"Andhra Pradesh","Krishna","Shree Anna /Nutri Cereals","Rabi","4959.00","3936.00","3178.00"
"Andhra Pradesh","Krishna","Shree Anna /Nutri Cereals","Total","4709.00","3926.00","3170.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Kharif","5253.00","4896.00","4164.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Rabi","5889.00","5740.00","5327.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Total","5791.00","5613.00","5146.00"
"Andhra Pradesh","Krishna","Cereals","Kharif","3900.00","3267.00","3430.00"
"Andhra Pradesh","Krishna","Cereals","Rabi","4780.00","4690.00","4657.00"
"Andhra Pradesh","Krishna","Cereals","Total","4140.00","3701.00","3610.00"
"Andhra Pradesh","Krishna","Tur","Kharif","479.00","757.00","1069.00"
"Andhra Pradesh","Krishna","Tur","Rabi","500.00","",""
"Andhra Pradesh","Krishna","Tur","Total","479.00","757.00","1069.00"
"Andhra Pradesh","Krishna","Gram","Kharif","","","2000.00"
"Andhra Pradesh","Krishna","Gram","Rabi","2185.00","1649.00","1549.00"
"Andhra Pradesh","Krishna","Gram","Total","2185.00","1649.00","1549.00"
"Andhra Pradesh","Krishna","Urad","Kharif","1264.00","1154.00","707.00"
"Andhra Pradesh","Krishna","Urad","Rabi","1398.00","1342.00","1333.00"
"Andhra Pradesh","Krishna","Urad","Total","1396.00","1337.00","1309.00"
"Andhra Pradesh","Krishna","Moong","Kharif","817.00","244.00","629.00"
"Andhra Pradesh","Krishna","Moong","Rabi","1058.00","1082.00","1160.00"
"Andhra Pradesh","Krishna","Moong","Total","976.00","746.00","912.00"
"Andhra Pradesh","Krishna","Other Pulses","Kharif","500.00","286.00",""
"Andhra Pradesh","Krishna","Other Pulses","Rabi","909.00","878.00","756.00"
"Andhra Pradesh","Krishna","Other Pulses","Total","905.00","827.00","756.00"
"Andhra Pradesh","Krishna","Total Pulses","Total","1391.00","1308.00","1289.00"
"Andhra Pradesh","Krishna","Total Food Grains","Kharif","3839.00","3197.00","3313.00"
"Andhra Pradesh","Krishna","Total Food Grains","Rabi","2793.00","2893.00","2068.00"
"Andhra Pradesh","Krishna","Total Food Grains","Total","3344.00","3052.00","2782.00"
"Andhra Pradesh","Kurnool","Rice","Kharif","3983.00","2944.00","3109.00"
"Andhra Pradesh","Kurnool","Rice","Rabi","3916.00","3927.00","3701.00"
"Andhra Pradesh","Kurnool","Rice","Total","3961.00","3256.00","3269.00"
"Andhra Pradesh","Kurnool","Wheat","Kharif","","","1000.00"
"Andhra Pradesh","Kurnool","Wheat","Rabi","320.00","1500.00","1400.00"
"Andhra Pradesh","Kurnool","Wheat","Total","320.00","1500.00","1375.00"
"Andhra Pradesh","Kurnool","Maize","Kharif","5442.00","3878.00","3920.00"
"Andhra Pradesh","Kurnool","Maize","Rabi","4980.00","4593.00","5148.00"
"Andhra Pradesh","Kurnool","Maize","Total","5297.00","4026.00","4115.00"
"Andhra Pradesh","Kurnool","Jowar","Kharif","1800.00","1247.00","835.00"
"Andhra Pradesh","Kurnool","Jowar","Rabi","1689.00","1940.00","2166.00"
"Andhra Pradesh","Kurnool","Jowar","Total","1705.00","1936.00","2114.00"
"Andhra Pradesh","Kurnool","Bajra","Kharif","2280.00","1374.00","1796.00"
"Andhra Pradesh","Kurnool","Bajra","Rabi","2280.00","1374.00","1796.00"
"Andhra Pradesh","Kurnool","Bajra","Total","2280.00","1374.00","1796.00"
"Andhra Pradesh","Kurnool","Ragi","Kharif","","1000.00","1000.00"
"Andhra Pradesh","Kurnool","Ragi","Rabi","","","2000.00"
"Andhra Pradesh","Kurnool","Ragi","Total","","1000.00","1667.00"
"Andhra Pradesh","Kurnool","Small Millets","Kharif","1484.00","933.00","1029.00"
"Andhra Pradesh","Kurnool","Small Millets","Rabi","1486.00","712.00","1571.00"
"Andhra Pradesh","Kurnool","Small Millets","Total","1484.00","853.00","1247.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Kharif","1838.00","1168.00","1510.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Rabi","1694.00","1863.00","2123.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Total","1738.00","1756.00","1972.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Kharif","3947.00","3467.00","3524.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Rabi","2421.00","2433.00","2848.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Total","3112.00","2935.00","3255.00"
"Andhra Pradesh","Kurnool","Cereals","Kharif","3969.00","3151.00","3297.00"
"Andhra Pradesh","Kurnool","Cereals","Rabi","2987.00","3030.00","3192.00"
"Andhra Pradesh","Kurnool","Cereals","Total","3546.00","3102.00","3262.00"
"Andhra Pradesh","Kurnool","Tur","Kharif","600.00","503.00","300.00"
"Andhra Pradesh","Kurnool","Tur","Rabi","600.00","503.00","300.00"
"Andhra Pradesh","Kurnool","Tur","Total","600.00","503.00","300.00"
"Andhra Pradesh","Kurnool","Gram","Rabi","1273.00","1186.00","916.00"
"Andhra Pradesh","Kurnool","Gram","Total","1273.00","1186.00","916.00"
"Andhra Pradesh","Kurnool","Urad","Kharif","731.00","901.00","1117.00"
"Andhra Pradesh","Kurnool","Urad","Rabi","1405.00","1552.00","1721.00"
"Andhra Pradesh","Kurnool","Urad","Total","1271.00","1446.00","1595.00"
"Andhra Pradesh","Kurnool","Moong","Kharif","361.00","452.00","888.00"
"Andhra Pradesh","Kurnool","Moong","Rabi","976.00","1082.00","1037.00"
"Andhra Pradesh","Kurnool","Moong","Total","658.00","897.00","994.00"
"Andhra Pradesh","Kurnool","Other Pulses","Kharif","","","333.00"
"Andhra Pradesh","Kurnool","Other Pulses","Rabi","493.00","788.00","686.00"
"Andhra Pradesh","Kurnool","Other Pulses","Total","493.00","788.00","671.00"
"Andhra Pradesh","Kurnool","Total Pulses","Total","1076.00","1066.00","893.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Kharif","2797.00","2307.00","2385.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Rabi","1901.00","1841.00","1692.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Total","2284.00","2034.00","2011.00"
"Andhra Pradesh","Prakasam","Rice","Kharif","3740.00","3397.00","3079.00"
"Andhra Pradesh","Prakasam","Rice","Rabi","3791.00","3425.00","3275.00"
"Andhra Pradesh","Prakasam","Rice","Total","3772.00","3416.00","3202.00"
"Andhra Pradesh","Prakasam","Wheat","Rabi","","2000.00",""
"Andhra Pradesh","Prakasam","Wheat","Total","","2000.00",""
"Andhra Pradesh","Prakasam","Maize","Kharif","6961.00","4229.00","3331.00"
